path,review_scope,review_result,evidence,open_issue
cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerOutboxPort.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE / S01 integration regression required,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-core/src/main/java/com/cpf/core/common/broker/CpfBrokerUnknownResultPort.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE / S01 integration regression required,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-gateway/src/main/java/com/cpf/gateway/internal/resilience/CpfGatewayResilientInvoker.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-gateway/src/test/java/com/cpf/gateway/internal/resilience/CpfGatewayResilientInvokerTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/file/sftp/src/main/java/com/cpf/starter/sftp/CpfSftpClient.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/file/sftp/src/main/java/com/cpf/starter/sftp/CpfSftpUploadOutcomePolicy.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/file/sftp/src/test/java/com/cpf/starter/sftp/CpfSftpUploadOutcomePolicyTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/integration/fixedlength-core/src/main/java/com/cpf/starter/integration/fixedlength/CpfBinaryFieldCodec.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/integration/fixedlength-core/src/main/java/com/cpf/starter/integration/fixedlength/CpfFixedLengthField.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/integration/fixedlength-core/src/test/java/com/cpf/starter/integration/fixedlength/CpfFixedLengthValidationTest.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/integration/tcp/internal/CpfResilientTcpClient.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpClient.java,ownership; consumer; failure/UNKNOWN; security; compatibility; test; hygiene,PASS_LOCAL_ALTERNATIVE,TEST_AND_EVIDENCE.md; harness logs; CHANGE_MANIFEST.csv,target Java25/owned integration where applicable
