request_id,session_id,work_item_id,canonical_requirement_id,priority,primary_owner,integration_owner,work_type,axis,applicable_gates,dependencies,source_ledger,acceptance_judgement,actual_source,actual_consumer,full_call_path,test_evidence,command,exit_code,evidence_ref,development_status,verification_status,open_issue
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-ENTRY-01-CONTRACT_OWNERSHIP,GWY-ENTRY,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,CPF-WP-GWY-ENTRY-01-CONTRACT_OWNERSHIP axis=CONTRACT_OWNERSHIP source/consumer/error/recovery/test를 개별 판정,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java; cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java; cpf-gateway/src/main/java/com/cpf/gateway/config/CpfGatewaySafetyEnforcer.java; cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java; cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue,External client → SCG route handler; platform operator → GatewayOperationsPage → ADM gateway-registry API,HTTP request → CpfScgPrimaryHandler → CpfScgTargetResolver/pinned address → downstream → ledger/audit completion; operator → generated ADM client → gateway registry/control endpoint,CpfScgPrimaryHandlerEntryPolicyTest; CpfScgPrimaryHandlerPolicyTest; CpfScgTargetResolverTest; CpfGatewayRateLimitResponseHeaderPolicyTest; CpfGatewayRecoverySpoolTest; S03_GATEWAY_RESILIENCE_HARNESS; gateway,evidence/harnesses/gateway/javac.command.txt + run.command.txt,gateway=0/0,results/DEVELOPMENT_WORK_ITEM_RESULT.csv#work_item_id=CPF-WP-GWY-ENTRY-01-CONTRACT_OWNERSHIP,완료,완료,
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-ENTRY-02-IMPLEMENTATION_CONSUMER,GWY-ENTRY,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-GWY-ENTRY-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,CPF-WP-GWY-ENTRY-02-IMPLEMENTATION_CONSUMER axis=IMPLEMENTATION_CONSUMER source/consumer/error/recovery/test를 개별 판정,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java; cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java; cpf-gateway/src/main/java/com/cpf/gateway/config/CpfGatewaySafetyEnforcer.java; cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java; cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue,External client → SCG route handler; platform operator → GatewayOperationsPage → ADM gateway-registry API,HTTP request → CpfScgPrimaryHandler → CpfScgTargetResolver/pinned address → downstream → ledger/audit completion; operator → generated ADM client → gateway registry/control endpoint,CpfScgPrimaryHandlerEntryPolicyTest; CpfScgPrimaryHandlerPolicyTest; CpfScgTargetResolverTest; CpfGatewayRateLimitResponseHeaderPolicyTest; CpfGatewayRecoverySpoolTest; S03_GATEWAY_RESILIENCE_HARNESS; gateway,evidence/harnesses/gateway/javac.command.txt + run.command.txt,gateway=0/0,results/DEVELOPMENT_WORK_ITEM_RESULT.csv#work_item_id=CPF-WP-GWY-ENTRY-02-IMPLEMENTATION_CONSUMER,완료,완료,
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-ENTRY-03-VERIFICATION_EVIDENCE,GWY-ENTRY,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-GWY-ENTRY-01-CONTRACT_OWNERSHIP;CPF-WP-GWY-ENTRY-02-IMPLEMENTATION_CONSUMER,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,CPF-WP-GWY-ENTRY-03-VERIFICATION_EVIDENCE axis=VERIFICATION_EVIDENCE source/consumer/error/recovery/test를 개별 판정,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java; cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java; cpf-gateway/src/main/java/com/cpf/gateway/config/CpfGatewaySafetyEnforcer.java; cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java; cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue,External client → SCG route handler; platform operator → GatewayOperationsPage → ADM gateway-registry API,HTTP request → CpfScgPrimaryHandler → CpfScgTargetResolver/pinned address → downstream → ledger/audit completion; operator → generated ADM client → gateway registry/control endpoint,CpfScgPrimaryHandlerEntryPolicyTest; CpfScgPrimaryHandlerPolicyTest; CpfScgTargetResolverTest; CpfGatewayRateLimitResponseHeaderPolicyTest; CpfGatewayRecoverySpoolTest; S03_GATEWAY_RESILIENCE_HARNESS; gateway,evidence/harnesses/gateway/javac.command.txt + run.command.txt,gateway=0/0,results/DEVELOPMENT_WORK_ITEM_RESULT.csv#work_item_id=CPF-WP-GWY-ENTRY-03-VERIFICATION_EVIDENCE,완료,재확인 필요,S03-ICR-002;S03-ICR-004 target integration/reverify
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-ENTRY-04-FAILURE_RECOVERY,GWY-ENTRY,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-GWY-ENTRY-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,CPF-WP-GWY-ENTRY-04-FAILURE_RECOVERY axis=FAILURE_RECOVERY source/consumer/error/recovery/test를 개별 판정,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java; cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java; cpf-gateway/src/main/java/com/cpf/gateway/config/CpfGatewaySafetyEnforcer.java; cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java; cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue,External client → SCG route handler; platform operator → GatewayOperationsPage → ADM gateway-registry API,HTTP request → CpfScgPrimaryHandler → CpfScgTargetResolver/pinned address → downstream → ledger/audit completion; operator → generated ADM client → gateway registry/control endpoint,CpfScgPrimaryHandlerEntryPolicyTest; CpfScgPrimaryHandlerPolicyTest; CpfScgTargetResolverTest; CpfGatewayRateLimitResponseHeaderPolicyTest; CpfGatewayRecoverySpoolTest; S03_GATEWAY_RESILIENCE_HARNESS; gateway,evidence/harnesses/gateway/javac.command.txt + run.command.txt,gateway=0/0,results/DEVELOPMENT_WORK_ITEM_RESULT.csv#work_item_id=CPF-WP-GWY-ENTRY-04-FAILURE_RECOVERY,완료,완료,
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-ENTRY-05-DATA_MIGRATION,GWY-ENTRY,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-GWY-ENTRY-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,CPF-WP-GWY-ENTRY-05-DATA_MIGRATION axis=DATA_MIGRATION source/consumer/error/recovery/test를 개별 판정,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java; cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java; cpf-gateway/src/main/java/com/cpf/gateway/config/CpfGatewaySafetyEnforcer.java; cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java; cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue,External client → SCG route handler; platform operator → GatewayOperationsPage → ADM gateway-registry API,HTTP request → CpfScgPrimaryHandler → CpfScgTargetResolver/pinned address → downstream → ledger/audit completion; operator → generated ADM client → gateway registry/control endpoint,CpfScgPrimaryHandlerEntryPolicyTest; CpfScgPrimaryHandlerPolicyTest; CpfScgTargetResolverTest; CpfGatewayRateLimitResponseHeaderPolicyTest; CpfGatewayRecoverySpoolTest; S03_GATEWAY_RESILIENCE_HARNESS; gateway,evidence/harnesses/gateway/javac.command.txt + run.command.txt,gateway=0/0,results/DEVELOPMENT_WORK_ITEM_RESULT.csv#work_item_id=CPF-WP-GWY-ENTRY-05-DATA_MIGRATION,부분 구현,재확인 필요,S03-ICR-002;S03-ICR-004 target integration/reverify
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-ROUTING-01-CONTRACT_OWNERSHIP,GWY-ROUTING,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,CPF-WP-GWY-ROUTING-01-CONTRACT_OWNERSHIP axis=CONTRACT_OWNERSHIP source/consumer/error/recovery/test를 개별 판정,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java; cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java; cpf-gateway/src/main/java/com/cpf/gateway/config/CpfGatewaySafetyEnforcer.java; cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java; cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue,External client → SCG route handler; platform operator → GatewayOperationsPage → ADM gateway-registry API,HTTP request → CpfScgPrimaryHandler → CpfScgTargetResolver/pinned address → downstream → ledger/audit completion; operator → generated ADM client → gateway registry/control endpoint,CpfScgPrimaryHandlerEntryPolicyTest; CpfScgPrimaryHandlerPolicyTest; CpfScgTargetResolverTest; CpfGatewayRateLimitResponseHeaderPolicyTest; CpfGatewayRecoverySpoolTest; S03_GATEWAY_RESILIENCE_HARNESS; gateway,evidence/harnesses/gateway/javac.command.txt + run.command.txt,gateway=0/0,results/DEVELOPMENT_WORK_ITEM_RESULT.csv#work_item_id=CPF-WP-GWY-ROUTING-01-CONTRACT_OWNERSHIP,완료,완료,
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-ROUTING-02-IMPLEMENTATION_CONSUMER,GWY-ROUTING,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-GWY-ROUTING-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,CPF-WP-GWY-ROUTING-02-IMPLEMENTATION_CONSUMER axis=IMPLEMENTATION_CONSUMER source/consumer/error/recovery/test를 개별 판정,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java; cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java; cpf-gateway/src/main/java/com/cpf/gateway/config/CpfGatewaySafetyEnforcer.java; cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java; cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue,External client → SCG route handler; platform operator → GatewayOperationsPage → ADM gateway-registry API,HTTP request → CpfScgPrimaryHandler → CpfScgTargetResolver/pinned address → downstream → ledger/audit completion; operator → generated ADM client → gateway registry/control endpoint,CpfScgPrimaryHandlerEntryPolicyTest; CpfScgPrimaryHandlerPolicyTest; CpfScgTargetResolverTest; CpfGatewayRateLimitResponseHeaderPolicyTest; CpfGatewayRecoverySpoolTest; S03_GATEWAY_RESILIENCE_HARNESS; gateway,evidence/harnesses/gateway/javac.command.txt + run.command.txt,gateway=0/0,results/DEVELOPMENT_WORK_ITEM_RESULT.csv#work_item_id=CPF-WP-GWY-ROUTING-02-IMPLEMENTATION_CONSUMER,완료,완료,
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-ROUTING-03-VERIFICATION_EVIDENCE,GWY-ROUTING,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-GWY-ROUTING-01-CONTRACT_OWNERSHIP;CPF-WP-GWY-ROUTING-02-IMPLEMENTATION_CONSUMER,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,CPF-WP-GWY-ROUTING-03-VERIFICATION_EVIDENCE axis=VERIFICATION_EVIDENCE source/consumer/error/recovery/test를 개별 판정,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java; cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java; cpf-gateway/src/main/java/com/cpf/gateway/config/CpfGatewaySafetyEnforcer.java; cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java; cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue,External client → SCG route handler; platform operator → GatewayOperationsPage → ADM gateway-registry API,HTTP request → CpfScgPrimaryHandler → CpfScgTargetResolver/pinned address → downstream → ledger/audit completion; operator → generated ADM client → gateway registry/control endpoint,CpfScgPrimaryHandlerEntryPolicyTest; CpfScgPrimaryHandlerPolicyTest; CpfScgTargetResolverTest; CpfGatewayRateLimitResponseHeaderPolicyTest; CpfGatewayRecoverySpoolTest; S03_GATEWAY_RESILIENCE_HARNESS; gateway,evidence/harnesses/gateway/javac.command.txt + run.command.txt,gateway=0/0,results/DEVELOPMENT_WORK_ITEM_RESULT.csv#work_item_id=CPF-WP-GWY-ROUTING-03-VERIFICATION_EVIDENCE,완료,재확인 필요,S03-ICR-002;S03-ICR-004 target integration/reverify
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-ROUTING-04-FAILURE_RECOVERY,GWY-ROUTING,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-GWY-ROUTING-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,CPF-WP-GWY-ROUTING-04-FAILURE_RECOVERY axis=FAILURE_RECOVERY source/consumer/error/recovery/test를 개별 판정,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java; cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java; cpf-gateway/src/main/java/com/cpf/gateway/config/CpfGatewaySafetyEnforcer.java; cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java; cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue,External client → SCG route handler; platform operator → GatewayOperationsPage → ADM gateway-registry API,HTTP request → CpfScgPrimaryHandler → CpfScgTargetResolver/pinned address → downstream → ledger/audit completion; operator → generated ADM client → gateway registry/control endpoint,CpfScgPrimaryHandlerEntryPolicyTest; CpfScgPrimaryHandlerPolicyTest; CpfScgTargetResolverTest; CpfGatewayRateLimitResponseHeaderPolicyTest; CpfGatewayRecoverySpoolTest; S03_GATEWAY_RESILIENCE_HARNESS; gateway,evidence/harnesses/gateway/javac.command.txt + run.command.txt,gateway=0/0,results/DEVELOPMENT_WORK_ITEM_RESULT.csv#work_item_id=CPF-WP-GWY-ROUTING-04-FAILURE_RECOVERY,완료,완료,
CPF-V9-S03-REQ-20260805-001,DEVGPT-V9-S03,CPF-WP-GWY-ROUTING-05-DATA_MIGRATION,GWY-ROUTING,P1,cpf-gateway,DEVGPT-V9-S03,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,CPF-WP-GWY-ROUTING-01-CONTRACT_OWNERSHIP,30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,CPF-WP-GWY-ROUTING-05-DATA_MIGRATION axis=DATA_MIGRATION source/consumer/error/recovery/test를 개별 판정,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java; cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java; cpf-gateway/src/main/java/com/cpf/gateway/config/CpfGatewaySafetyEnforcer.java; cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java; cpf-admin/frontend/src/features/gateway-operations/GatewayOperationsPage.vue,External client → SCG route handler; platform operator → GatewayOperationsPage → ADM gateway-registry API,HTTP request → CpfScgPrimaryHandler → CpfScgTargetResolver/pinned address → downstream → ledger/audit completion; operator → generated ADM client → gateway registry/control endpoint,CpfScgPrimaryHandlerEntryPolicyTest; CpfScgPrimaryHandlerPolicyTest; CpfScgTargetResolverTest; CpfGatewayRateLimitResponseHeaderPolicyTest; CpfGatewayRecoverySpoolTest; S03_GATEWAY_RESILIENCE_HARNESS; gateway,evidence/harnesses/gateway/javac.command.txt + run.command.txt,gateway=0/0,results/DEVELOPMENT_WORK_ITEM_RESULT.csv#work_item_id=CPF-WP-GWY-ROUTING-05-DATA_MIGRATION,부분 구현,재확인 필요,S03-ICR-002;S03-ICR-004 target integration/reverify
