old_path,new_path,migration_status,content_preservation,old_sha256,delete_after_gate,reason,observed_current_sha256,replacement_sha256,semantic_status,semantic_basis,delete_eligible
cpf-docs/deliverables/APPLY_COMMAND.txt,cpf-docs/governance/development-harness/CPF_DEVELOPMENT_HARNESS.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,93a19e6baaad938e671b33f43c183596683545f7ea753262c392a4e6396852c9,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,93a19e6baaad938e671b33f43c183596683545f7ea753262c392a4e6396852c9,55f0b1f92b486c8e7b65a57878c435bf38718ec48dacba77b9d605fe66a8e45a,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/CANONICAL_CURRENTIZATION_REVIEW.md,cpf-docs/governance/development-harness/CPF_DEVELOPMENT_HARNESS.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,adb92cd12fc49f44e2a6760ad7b2ef4a66cb15315649c6f23b0d96bdac789d26,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,adb92cd12fc49f44e2a6760ad7b2ef4a66cb15315649c6f23b0d96bdac789d26,55f0b1f92b486c8e7b65a57878c435bf38718ec48dacba77b9d605fe66a8e45a,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/CANONICAL_SOURCE_GAP_BACKLOG.csv,cpf-docs/governance/development-harness/CPF_DEVELOPMENT_HARNESS.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,40a906c0c75f9912747e24f75b705f8d8a13126e21cacf07c6faaf450dfe00f1,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,40a906c0c75f9912747e24f75b705f8d8a13126e21cacf07c6faaf450dfe00f1,55f0b1f92b486c8e7b65a57878c435bf38718ec48dacba77b9d605fe66a8e45a,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/CHANGE_MANIFEST.csv,cpf-docs/governance/development-harness/current/CHANGE_MANIFEST.csv,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,994268cee9f76a9d0e679fea8566cb7426572776b3946ff3ea4a64c3c7f78239,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,88c174e29bde40c79a8b4c33786429c0b2e1e1911ce0b827de9b1f0d920213f0,890d23af87a15390399ac2601535f783246978f67e67f48667d8eeccb7461654,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/CLEANUP_COMMAND.txt,cpf-docs/governance/development-harness/CPF_DEVELOPMENT_HARNESS.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,6b12d5ceee4c9fa51feecd75621b5635072ef1c543111f162778921a42255b4d,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,6b12d5ceee4c9fa51feecd75621b5635072ef1c543111f162778921a42255b4d,55f0b1f92b486c8e7b65a57878c435bf38718ec48dacba77b9d605fe66a8e45a,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/CODEX_REVALIDATION_REQUEST.md,cpf-docs/governance/development-harness/CPF_DEVELOPMENT_HARNESS.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,7fb8962ef2b6535adeb8771849c54622d09e68c9b865979960259a7f1841a9f1,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,7fb8962ef2b6535adeb8771849c54622d09e68c9b865979960259a7f1841a9f1,55f0b1f92b486c8e7b65a57878c435bf38718ec48dacba77b9d605fe66a8e45a,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/DELETE_COMMAND.txt,cpf-docs/governance/development-harness/CPF_DEVELOPMENT_HARNESS.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,91c7e8f7753a5c7ec231081b995f004c6ce2d2853d50438e9329796700ba3008,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,91c7e8f7753a5c7ec231081b995f004c6ce2d2853d50438e9329796700ba3008,55f0b1f92b486c8e7b65a57878c435bf38718ec48dacba77b9d605fe66a8e45a,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/DELETE_MANIFEST.csv,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,c81446b229f13eb2e5f0ab28adf66ee452f4b308f0f0024df89d553b348aa3a2,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,c81446b229f13eb2e5f0ab28adf66ee452f4b308f0f0024df89d553b348aa3a2,6032c04aeafc31a7ff21a887d635b8b0d87d2221f71e9507167a32627489bef5,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/DEVELOPER_GPT_REQUIREMENT_STATUS.csv,cpf-docs/governance/development-harness/CPF_DEVELOPMENT_HARNESS.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,6e918f962bf9241898bac5bd687c04ceaebb89aa4fc5e8bd0da67524fc4695b0,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,f93fcadb960a03bbbeefd30771eb3bf75018b71f6e88ae9dd4b9e5053d4c26f9,55f0b1f92b486c8e7b65a57878c435bf38718ec48dacba77b9d605fe66a8e45a,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/DEVELOPMENT_COMPLETION_REPORT.md,cpf-docs/governance/development-harness/CPF_DEVELOPMENT_HARNESS.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,6e758937b8bc32de3c5cee3699ff3298f8cf2c051d0c2a3d611d4cb3464476c7,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,6e758937b8bc32de3c5cee3699ff3298f8cf2c051d0c2a3d611d4cb3464476c7,55f0b1f92b486c8e7b65a57878c435bf38718ec48dacba77b9d605fe66a8e45a,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/FINAL_DELIVERY_SUMMARY.md,cpf-docs/governance/development-harness/CPF_DEVELOPMENT_HARNESS.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,1890d8cc71c2be62fba24455652cb3198dfd284cc75495aed2901c4f29f17b3b,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,1890d8cc71c2be62fba24455652cb3198dfd284cc75495aed2901c4f29f17b3b,55f0b1f92b486c8e7b65a57878c435bf38718ec48dacba77b9d605fe66a8e45a,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/GIT_STATUS_COMMAND.txt,cpf-docs/governance/development-harness/CPF_DEVELOPMENT_HARNESS.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,fbb51460879502e7784c452b0d28513f10f114602ed7e7b6e1099c48ba259d24,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,fbb51460879502e7784c452b0d28513f10f114602ed7e7b6e1099c48ba259d24,55f0b1f92b486c8e7b65a57878c435bf38718ec48dacba77b9d605fe66a8e45a,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/LOCAL_RUNTIME_VALIDATION_COMMAND.txt,cpf-docs/governance/development-harness/CPF_DEVELOPMENT_HARNESS.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,c7381590041663fe62fe531df003ffc8eb0094c6b1447bc4c3d246fdc3732043,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,c7381590041663fe62fe531df003ffc8eb0094c6b1447bc4c3d246fdc3732043,55f0b1f92b486c8e7b65a57878c435bf38718ec48dacba77b9d605fe66a8e45a,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/LOW_COST_VERIFY_COMMAND.txt,cpf-docs/governance/development-harness/CPF_DEVELOPMENT_HARNESS.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,343ed3b2a8509455aac8ef3e43896d9ecefbc7a2b64daa78aea4f848b75cdb61,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,343ed3b2a8509455aac8ef3e43896d9ecefbc7a2b64daa78aea4f848b75cdb61,55f0b1f92b486c8e7b65a57878c435bf38718ec48dacba77b9d605fe66a8e45a,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/OPEN_ISSUES.md,cpf-docs/governance/development-harness/current/OPEN_ISSUES.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,230c9e01ba0191af4558f80b0d2e504f0eb2c26a0d7adca547fa10310f87b965,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,230c9e01ba0191af4558f80b0d2e504f0eb2c26a0d7adca547fa10310f87b965,568cf20e1aaa401f29e9e87f12f763b8eda7a08ccae1cfd07dccf8df614d4f42,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/PACKAGE_MANIFEST.json,cpf-docs/governance/development-harness/current/PACKAGE_MANIFEST.json,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,9c96bdf0bb617b54f7302fd5238c1777d57e8964c0e2b99be6dafe43d082fbdb,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,9c96bdf0bb617b54f7302fd5238c1777d57e8964c0e2b99be6dafe43d082fbdb,2ba250452eba0c2f1a5d496f054469ae758c795bcc67ca62693e0c1e29551327,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/QA_REWORK_REQUEST.md,cpf-docs/governance/development-harness/current/QA_REWORK_REQUEST.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,9dd9ff4ddafa091931c5e6e2eddc519277ec31e457cdae2fceee55c5bd2a0b11,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,9dd9ff4ddafa091931c5e6e2eddc519277ec31e457cdae2fceee55c5bd2a0b11,0d3329e4fba0c71523e334a7be19d59ae7587915bffcfc6a69f1b2e07506e0ac,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/SHA256SUMS.txt,cpf-docs/governance/development-harness/current/SHA256SUMS.txt,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,af320336600553e72cf27e9224872080cde12661a8f8c548665623b234f97e61,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,af320336600553e72cf27e9224872080cde12661a8f8c548665623b234f97e61,36640413dce09a822616a5c58675ed526c7b68e9f04ff3ec883b36f113b95250,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/deliverables/TEST_AND_EVIDENCE.md,cpf-docs/governance/development-harness/current/TEST_AND_EVIDENCE.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,f252487bbf87c0e1fc39aaabea29ad41f9d19a0dbfc54482c2aaee7ca4e93a67,false,Semantic migration retained; protected project path is non-authoritative and MUST NOT be deleted by Harness.,f252487bbf87c0e1fc39aaabea29ad41f9d19a0dbfc54482c2aaee7ca4e93a67,210909e9d0d8eab69c5823ab3f87d1d22364da13658ca4ef0eb6b002aa48550b,PASS,CURRENT_AUTHORITY_REPLACEMENT,false
cpf-docs/governance/CPF_AI_DEVELOPMENT_QA_CONTINUITY_STANDARD.md,cpf-docs/governance/development-harness/standards/CPF_AGENT_CONTINUITY_STANDARD.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,d047886be08977d40663c45c7815b49a5510754c8dd03a34c54c0ab4072351ee,true,Development Harness current-only 전환; old canonical/ledger/evidence path 제거,ALREADY_MISSING,50e81b4815d0424bcf37c17d6e8ab7cccedceaae4a2b8591049427170b33eee1,PASS,CURRENT_AUTHORITY_REPLACEMENT,true
cpf-docs/governance/CPF_CANONICAL_PATH_AND_ROLE_MAP.md,cpf-docs/governance/development-harness/standards/CPF_ARCHITECTURE_PATH_AND_ROLE_STANDARD.md,MAPPED,BYTE_OR_SEMANTIC_CURRENTIZATION,dc37873ab62ff3eeb69d85c2e039a2d801fed3db707d998a304c1e5c886bfa20,true,Development Harness current-only 전환; old canonical/ledger/evidence path 제거,ALREADY_MISSING,c6749b57218e9b006a618094ae6508f6ba3d914983a361d8c9bf94ad2a9ecb7d,PASS,CURRENT_AUTHORITY_REPLACEMENT,true
