path,change_type,artifact_class,baseline_comparison,sha256,bytes,reason
cpf-common/src/main/java/com/cpf/common/calendar/CmnCalendarChangeEvent.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,cb0273f83932d561f8c4eef503611d0a5481c3283061033e62ff525358d3941f,1307,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/calendar/CmnCalendarChangePublisher.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,89296d848af2b862874daf16e6fbc5323993149275191a5d4de36f2055aecc3c,455,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/calendar/CmnCalendarService.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,966295aa27aae2aafd4ab2cb85a16573ece5935e3e1922b0cd5cf5abc9196301,5991,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/calendar/CmnDurableCalendarChangePublisher.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,3e6064951fef274885129a9dd5f80cb974ef477018aadc4537a5e2a34a3296eb,1598,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/calendar/CmnJdbcCalendarStore.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,7b02fc9a5ea8f84aa50b149fa4073e5c8338257b2b7f9113fc52e6a68de273d4,4488,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/ref/service/CacheRefreshEventListener.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,9162c91c7a627e7e05cda7cd0895d2c80942e7b222debdc3d49260486ef792dd,7740,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/sample/CmnSampleItemService.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,f2d8e4dc62f91d75ce118e43ef500b6186eb5bb25616894e75da0d71f84bfd5d,12435,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/sample/CmnSampleSqlDialect.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,1112e50fbf48af43e1ff15b1d70394f7691456d0bfa17ee8a06cbb987242e019,1809,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/sql/CmnSqlResourceLoader.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,f999847416370abbe6267f073357fe48d18c88c8236ddd6c50061b86bec9f177,1694,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnJdbcTemplateRepository.java,MODIFY,PRODUCT_SOURCE,subset exact-SHA fixture comparison,6b7979fed0f5a007aa7c001269fb53a2729c2f55086c61ed7bda451bf3594bb6,1654,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnJdbcTemplateStore.java,MODIFY,PRODUCT_SOURCE,subset exact-SHA fixture comparison,bebcc91e6b2c25c371b5ba79723372b1edf18178c7835333fe247645af40214d,13298,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnTemplateAuditEntry.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,4aa7618d34099527ae0271933deb44623d1c2b60251cf1e973e4b2df6db24c52,1270,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnTemplateConflictException.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,938144ff504e023ae9b26e3f07c428ba87dbf0f28fd7eef7c3c85e7f69eceb43,498,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnTemplateDefinition.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,a0dd5331af51fc1d22559b8fb73f8eff1a957f7c9f52146ba90ad09f63d922dc,1784,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnTemplateLifecycleStatus.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,ffc62fc96a2bccb21dde18ee3beea1fdfaa852196a2aa3736747b774313b8992,171,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnTemplateManagementService.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,d1f5a7ae84095fd92aa3494f869f71a8a1d1201e97ad1bf0420dca077f31caf3,3084,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnTemplateProvider.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,4311ec0ae92b522d57dd5edbbcd759f21317bcbc630b8ac1ca21ecf5c8391864,267,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnTemplateRecord.java,MODIFY,PRODUCT_SOURCE,subset exact-SHA fixture comparison,0f9fb89edcd5a661dc48c0b22a4412a15f663766d809dc3cfc291037a8080597,1440,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnTemplateRenderer.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,4a101beaeb32b0b991b7a9fc4479365dbd4c3e233836e7e6e62fc2367d37a0ab,5880,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnTemplateRepository.java,MODIFY,PRODUCT_SOURCE,subset exact-SHA fixture comparison,b470a6a93f0c6aa29734f035d2a6d943a45eebaed9af35818586c2298cd77a13,913,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnTemplateService.java,MODIFY,PRODUCT_SOURCE,subset exact-SHA fixture comparison,a5367df79c279dd3374a5702aec93ea78ae60a27bbf9c2df3309ed4fc1760137,1245,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnTemplateStore.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,3b10dd7596e3629bfe6d56081201dac1915136cf996b4457ce66ba81beebf426,968,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/template/CmnTemplateVersion.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,c4667189b6d34693ecd59bbf629ca8b38a6f254b2ecab9ab5ffb4b637047da38,576,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/java/com/cpf/common/validation/HeaderValidator.java,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,ff1d1f859f3024de4737e5857301b0c25edaa4be7e3bca66bac95c0a5e105a1b,1295,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/calendar/delete.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,de9e6a20b2cf1f602dbf6d6402035212e419bc4406c639fb1fdaa9b84eb0aac9,95,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/calendar/find-range.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,33623ffe5d8202327ca5a1ebfa104c8304ff84b76313a945f505fff6a3a474df,201,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/calendar/find.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,cd2b1694573a3b89784b8519b14ad5bbdea8bf75a9808e8ac63f7b75cb4bd0b6,164,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/calendar/insert.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,ab5d0312aa72beb6dfced3096239d2f75f05956f39108a5ee969720d1438e98c,204,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/calendar/update.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,8388a2a0dbbe1c29f4710e73796d7fed780b27487e9bb86993089c465f10dac3,217,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/sample/count-by-key.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,a0271af292db67b794c50330c2788f4803f5d790629bab2ea8f178f4f2400630,56,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/sample/cursor-mariadb.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,524b7a11904ab1d5f6c89689620277d6ebec7a21c28994e1507620b631b5888b,273,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/sample/cursor-oracle.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,e41220a7f99c776da5f001cf31f6221a7923037c1e59f29664ff2ad64111493c,289,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/sample/cursor-postgresql.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,524b7a11904ab1d5f6c89689620277d6ebec7a21c28994e1507620b631b5888b,273,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/sample/find-by-id.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,cf3dbb6598cce51db40673d8adedf60bed0d5ec349bec4d4033218d399bf9579,208,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
cpf-common/src/main/resources/cpf-sql/cmn/sample/insert.sql,REFERENCE_UNCHANGED,PRODUCT_SOURCE,subset exact-SHA fixture comparison,128400d091346da3af1f3e6cabe026420a080f9c5f4297d8ca924292c94af193,197,S04 Data Platform/Vendor DB/Migration lifecycle implementation or regression protection
