path,size,sha256
cpf-core/src/main/java/com/cpf/core/api/locking/CpfLockManager.java,10939,d2bfedaf2424f5a264872a6c0e7a6bbcfb70c3135073c23bce179aa974394d51
cpf-core/src/main/java/com/cpf/core/api/logging/CpfAsyncLogWriterOperations.java,2575,71a1e166644c90c4907d701c03b050a68afbc41f4c4de18967624d62ff8e6b17
cpf-core/src/test/java/com/cpf/core/api/locking/CpfLockManagerDefaultTokenValidationHarness.java,3858,7d73f2f278ada007161967f272b5783b6a313571547a846eed03eb457b67b20c
cpf-core/src/test/java/com/cpf/core/api/logging/CpfAsyncLogWriterOperationsHarness.java,2765,97b0629d3e734df0e15253396e075e0efea86d75fe768ecdc8bde50b0b053dfa
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/APPLY_AND_VERIFY_COMMANDS.md,998,2b580f2d2f9333e6cf5ea28d3ced9d3ff88a7841f58de918a9ada213afc77f51
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/CHECKPOINT_REASON.md,949,ddac4b263c2b82ac6ae9d591ca663277ec0bc745dc329425a03ad0fa15850e8f
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/HANDOVER.md,1413,fd52b52630871b3b484d53f19ff4ac7751bfee47ca760b686ceeba2c1efccd69
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/REQUEST.md,4460,5dfe40970539a08e7cbf4de7933c62e2d8f2a7fb26dd2e77dcb51a23f8c16b0f
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/SESSION_CLEANUP_COMMAND.ps1,345,57ca2e2770ec1e4c9e31d14a41869778ee4e50dd35918a2273d519244865fb30
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/async-log-snapshot/compile.exit-code,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/async-log-snapshot/compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/async-log-snapshot/run.exit-code,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/async-log-snapshot/run.log,35,c2b9c8b4d21bfa37be183d9d9d453520b8637d530892d8b03278e66afc986c2c
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/result.txt,26,ef6a14adde69b3b62e8580ff027c626dd8ec12cb7874dad20e187f2787c7c94b
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/run.log,47,6e251333e679bfb1cb90352b2e5975e0b12d348b32c33c82bef9d8e96b213f97
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/sources.txt,1111,87d190c1725b1c6304ee99c778a194f15c0beb1cbbeb572823bb5021fb0ff569
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/error/CpfValidationException.java,161,8dfeec123f2e7a0f6f95c04e346efecdb4826067e2d4862a1cd123e17c7da6a3
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/logging/policy/CpfLogPolicyVersionAuditEvent.java,1785,eb92c34b5c92fb6b4c311acfe941c5ee39b2a44cde1165fa2cb9ba50f8f63a1c
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/logging/policy/CpfLogPolicyVersionSnapshot.java,1922,05edfd1077de1d5c2e44208cd07d1c13f009dbb85aaffa3512aed8570d4a18b0
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/logging/policy/LogCaptureMode.java,2204,4827b8cab0175b9aebe446fe4d69bfb219fa51b4dc291e91bb89e1aec8fdc76e
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/logging/policy/LogPolicyDecision.java,9739,f80e67193cdd1497a99fe6972bd13bd1cbd76556b17d1f6de92870506defb600
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/logging/policy/LogPolicyTargetType.java,1616,ad1e980274089ee366f63026c81c506cf9aadc3e30bc4f410ea0869ba0d1638e
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/security/CpfSensitiveData.java,16410,3b3e4f8f06026416690b35c2c27a0545ec574933286d91f55cff951db78035e2
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/common/logging/audit/CpfFileLogPolicyVersionAuditSink.java,2682,53eeeef193a653b102b0f494c28a5cf04b1cca54cf114ea4b014fa210b2bb27e
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/common/logging/audit/CpfFileLogPolicyVersionAuditSinkHarness.java,4810,4d1f88ce41c67c56355309b6815d900b511e4dd0e60758900407b5df54f95661
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/common/logging/file/CpfFileLogWriter.java,343,b5c562495ccefeefbcaf744b8cf80c190529cc9d173c87ab87969c0832926024
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/spi/logging/CpfLogPolicyVersionAuditSink.java,309,92aa0620fd2165dccc37fa61b0b90edfaa7d9e4744f8e3eddee241b62d0e8384
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/compile.exit-code,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/compile.log,2950,aa795cd24f04d7ac3aaf1ba41e08475fdd896bd87c4882c055b356cb095949c4
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/run.exit-code,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/run.log,35,c1e1d2e9367bd45dc61e3d0e254f2f588ec7f66d4ecd3b0d655b2ad012b228ad
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/sources.txt,1295,dd6ee9ebb6e7bd36841dcfa8b5f738fe456841ad4735ed5df10c78d71a7e21c9
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/src/com/cpf/bizadmin/auth/permission/BzaPermissionManifest.java,4821,6f175cc8b8bb89dcff1a9988a67a50363905a146dd3e9ba080c46e90590fa724
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/src/com/cpf/bizadmin/auth/permission/BzaPermissionManifestRuntimeHarness.java,3255,d8e43ed0e2eab682ae039fa44d6f8266bee2cd378ca36d0b1cced8f70ea4762f
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/src/com/fasterxml/jackson/databind/ObjectMapper.java,194,e98fa0078fa5f23af75884c408845a86b13e3bad4a29db775a83b02add2a467d
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/src/org/springframework/core/io/ClassPathResource.java,219,ed33ce56a98bd636696df8e2cba1f8bb6642f2087c13474d5f256128fa48ea11
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/src/org/springframework/stereotype/Component.java,164,7288cd22aa5ea9ae0df16f6fc6c482ec438d1d4590d2870da8d6ea48c279c783
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/async_compile.exit-code,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/async_compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/async_run.exit-code,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/async_run.log,35,c2b9c8b4d21bfa37be183d9d9d453520b8637d530892d8b03278e66afc986c2c
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/diffs/CpfAsyncLogWriterOperations.diff,2538,7c2c6750c31efaff569f68c694ce51da951f135f53cbdd8b3369c08e41fee7c9
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/diffs/CpfAsyncLogWriterOperationsHarness.diff,3053,76ab923791dcd35ab0402009d91c263d98eec09d5d08e8d976a4f9e313ff2df7
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/diffs/CpfLockManager.diff,1990,fa0aafc8cc0165bbfd68dc8b350e1524ff7848b57f8fbcea8f541b817768557e
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/diffs/CpfLockManagerDefaultTokenValidationHarness.diff,4179,937a5c33ebdc1a16f26d4ebf0bf84381158629c13226321e226e0082aa950e2e
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/hygiene.exit-code,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/hygiene.log,13,0d3e9108ae234412511853c6d6c8fa6b5748e50790b1f8e2177729c869bf6140
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/lock_compile.exit-code,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/lock_compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/lock_run.exit-code,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/lock_run.log,39,a0760aedd82f037c8f368b38e67d8efab99c875b50e1cbe1d016a2767b55300b
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-secret-scan.json,349,45ef5470dff6c3c24c7be2f90ddac5bcda22b8d4984e01b24037d3553e5e5f68
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/core-safety-java21-substitute/compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/core-safety-java21-substitute/result.txt,26,ef6a14adde69b3b62e8580ff027c626dd8ec12cb7874dad20e187f2787c7c94b
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/core-safety-java21-substitute/run.log,29,56099e9b5de4d261207a0cdc9749e5cdb88be5fa4c0893ebbef4f836126e1e3a
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/core-safety-java21-substitute/sources.txt,3205,dd27c49ba0540693643f7c38f60688f1b3691074ee3b10458b15272ac4da0636
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/core-safety-java21-substitute/stubs/com/cpf/core/api/error/CpfValidationException.java,160,e670ddbc94b6599c37d4b8acbdc6ae24eadc10ef46931949462fbc24660b5bda
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/environment/git-clone-attempt.log,285,41fdaa255a920ddc88e54cecaf1a7cee6613998159091f913c466f64af83dea4
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/environment/origin-master-recheck.txt,245,1d9795a2fca2f4d89e545fcff14dedf7864f04df70e79442ec8b6951a9fd7849
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/compile.exit-code,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/run.exit-code,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/run.log,39,c5581aa1b4f85e9e374aa1341bba358379cf798a5fe145cbd2471dabecdf04e0
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/sources.txt,3049,96a1c187a506e6d9b6c5644f222b92b1db89952a74d7cd25ebed9a475eefed5f
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/src/com/cpf/core/api/logging/CpfAsyncFileLogWriterOperations.java,1961,072d682e8e21ef9e55f5c8bfbd74e41767f558326d3a89327282294fd220ab82
