request_id,entity_type,exact_id,link_reason,exception_reason
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028931,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028932,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028935,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028936,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028939,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028940,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028941,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028942,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028945,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028946,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028949,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028950,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028951,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028952,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028955,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028956,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028959,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028960,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028961,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028962,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028965,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028966,SOURCE_SESSION_INTEGRATION_BLOCKER,
S06-INT-WEBHOOK-CALLBACK-LIFECYCLE,CPF_FR,CPF-FR-028969,SOURCE_SESSION_INTEGRATION_BLOCKER,
