request_id,entity_type,exact_id,link_reason,exception_reason
IR-S02-RUNTIME,CPF_FR,CPF-FR-019205,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019206,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019925,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019926,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019927,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019928,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019929,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019930,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019931,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019933,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019934,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019935,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019936,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019937,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019938,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019948,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019949,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019950,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019951,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019952,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019953,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019954,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019956,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019957,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019958,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019959,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019960,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019961,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019963,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019964,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019965,SOURCE_SESSION_INTEGRATION_BLOCKER,
IR-S02-RUNTIME,CPF_FR,CPF-FR-019966,SOURCE_SESSION_INTEGRATION_BLOCKER,
