request_id,entity_type,exact_id,link_reason,exception_reason
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006431,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006432,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006433,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006434,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006435,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006436,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006437,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006438,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006439,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006440,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006441,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006442,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006443,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006444,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006445,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006446,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006447,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006448,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006449,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006450,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006451,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006452,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006453,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006454,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006455,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006456,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006457,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006458,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006459,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006460,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006461,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006462,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006463,SOURCE_SESSION_INTEGRATION_BLOCKER,
ICR-V9-S02-S04-0002,CPF_SC,CPF-SC-006464,SOURCE_SESSION_INTEGRATION_BLOCKER,
