entity_type,exact_id,classification,completion_evidence,protected_at
CPF_FR,CPF-FR-000001,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000001,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000002,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000002,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000003,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000003,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000004,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000004,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000005,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000005,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000006,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000006,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000007,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000007,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000008,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000008,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000009,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000009,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000010,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000010,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000011,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000011,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000012,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000012,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000013,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000013,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000014,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000014,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000015,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000015,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000016,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000016,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000017,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000017,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000018,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000018,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000019,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000019,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000020,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000020,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000021,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000021,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000022,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000022,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000023,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000023,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000024,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000024,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000025,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000025,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000026,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000026,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000027,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000027,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000028,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000028,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000029,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000029,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000030,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000030,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000031,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000031,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000032,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000032,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000033,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000033,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000034,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000034,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000035,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000035,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000036,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000036,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000037,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000037,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000038,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000038,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000039,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000039,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000040,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000040,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000041,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000041,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000042,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000042,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000043,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000043,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000044,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000044,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000045,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000045,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000046,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000046,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000047,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000047,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000048,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000048,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000049,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000049,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000050,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000050,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000051,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000051,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000052,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000052,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000053,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000053,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000054,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000054,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000055,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000055,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000056,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000056,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000057,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000057,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000058,DEVGPT_INTEGRATION_COMPLETED_EXTERNAL_RUNTIME_TRACKED,EVID:CPF_FR:CPF-FR-000058,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000059,DEVGPT_INTEGRATION_COMPLETED_EXTERNAL_RUNTIME_TRACKED,EVID:CPF_FR:CPF-FR-000059,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000060,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000060,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000061,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000061,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000062,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000062,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000063,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000063,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000064,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000064,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000065,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000065,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000066,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000066,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000067,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000067,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000068,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000068,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000069,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000069,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000070,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000070,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000071,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000071,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000072,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000072,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000073,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000073,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000074,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000074,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000075,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000075,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000076,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000076,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000077,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000077,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000078,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000078,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000079,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000079,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000080,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000080,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000081,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000081,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000082,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000082,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000083,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000083,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000084,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000084,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000085,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000085,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000086,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000086,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000087,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000087,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000088,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000088,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000089,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000089,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000090,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000090,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000091,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000091,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000092,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000092,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000093,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000093,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000094,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000094,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000095,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000095,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000096,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000096,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000097,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000097,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000098,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000098,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000099,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000099,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000100,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000100,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000101,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000101,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000102,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000102,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000103,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000103,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000104,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000104,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000105,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000105,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000106,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000106,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000107,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000107,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000108,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000108,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000109,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000109,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000110,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000110,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000111,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000111,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000112,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000112,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000113,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000113,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000114,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000114,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000115,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000115,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000116,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000116,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000117,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000117,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000118,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000118,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000119,DEVGPT_INTEGRATION_COMPLETED_EXTERNAL_RUNTIME_TRACKED,EVID:CPF_FR:CPF-FR-000119,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000120,DEVGPT_INTEGRATION_COMPLETED_EXTERNAL_RUNTIME_TRACKED,EVID:CPF_FR:CPF-FR-000120,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000121,DEVGPT_INTEGRATION_COMPLETED,EVID:CPF_FR:CPF-FR-000121,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000122,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000122,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000123,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000123,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000124,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000124,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000125,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000125,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000126,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000126,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000127,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000127,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000128,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000128,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000129,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000129,2026-08-06T05:14:50+09:00
CPF_FR,CPF-FR-000130,PROTECTED_COMPLETED,EVID:CPF_FR:CPF-FR-000130,2026-08-06T05:14:50+09:00
