campaign_id,campaign_baseline_sha,assignment_revision,session_id,path,artifact_kind,change_action,existed_at_baseline,baseline_sha256,final_sha256,integration_required,integration_status,cleanup_eligible,cleanup_reason,cleanup_command,retained_reason,owner,notes
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/CpfRuntimeAck.java,PRODUCT_REQUIRED,MODIFY,true,e10ffcb785dade42312c458667f11724516180af28b0114ca118788d6fccfd50,a4cff2515dfa317d21e0e950910a36e3cb06d93c2606e94d44fabab9ccff07a3,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol public-contract owner / DEVGPT-6C assigned integration,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/CpfRuntimeActualState.java,PRODUCT_REQUIRED,MODIFY,true,bef3755b0424bb2e98e46b466ff006779ea01aa8f7a54a606ceb17bbbd3c5d5a,2681d0c9a03266c454a7f7c7c41a2e9bc579ce9460dd51bdeee219e204295e4f,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol public-contract owner / DEVGPT-6C assigned integration,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/CpfRuntimeApplyResult.java,PRODUCT_REQUIRED,MODIFY,true,acd228c1d2ae05aeed401eb213d628927266c2f26e37f519b22f897d08d56e20,30eb13cd4101477efcc14b3bf5b53ba0e50c0afa03f09c4f917ed3e30b1f3267,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol public-contract owner / DEVGPT-6C assigned integration,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/CpfRuntimeChangeCommand.java,PRODUCT_REQUIRED,MODIFY,true,a42119942ede55e3f9f4ceb1ff53c24f581f1016c09042b5d60265e852a93f9a,8fe8c45f0e263b94032049e98ed7bf0009ea046d605b5b055a844b9fcd78e0cd,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol public-contract owner / DEVGPT-6C assigned integration,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/CpfRuntimeDelivery.java,PRODUCT_REQUIRED,MODIFY,true,0c2459ac99a4613ef1cc3b2a073a2e3f710d455a66989c1a5171e6c0efa8e2e8,7bed69718aa33fc3082b58c6e9b7d01b35dce78bb967e86b03a78ff4344d534b,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol public-contract owner / DEVGPT-6C assigned integration,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/CpfRuntimeFenceException.java,PRODUCT_REQUIRED,MODIFY,true,5774d1c0b60f76d8d6632c45055d13b74df475871b677b77a5e51cb471a6f053,b65bd68eff40ba846626cfa785c68ee2a4a1cf82e74fef464e1880771fe23b39,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol public-contract owner / DEVGPT-6C assigned integration,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/CpfRuntimeInstanceRegistration.java,PRODUCT_REQUIRED,MODIFY,true,60cdb27e875b4191bf1b510ee4303e762eb1e6bed2d864c08a8e04508e51de5e,ba8b6bda4493bb5744ff801a5398375f839ff38588e0d050def45a813766a51a,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol public-contract owner / DEVGPT-6C assigned integration,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/CpfRuntimePayload.java,PRODUCT_REQUIRED,MODIFY,true,7e7ddd34df950ad9067db778a3cae08f78515fa211fd9fba2bfae94bb8947421,33610c4aa44406ab678ee705ed00d86ac201dea1a7d72f845d5a04897fd88d72,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol public-contract owner / DEVGPT-6C assigned integration,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/CpfRuntimeRateLimitException.java,PRODUCT_REQUIRED,MODIFY,true,dabab8ab3ba8a105a8f935fa78f7ceef5a125d32691a8cda3e0fa349cef6b2ed,901ebbd346f7539777b8829de1cc01acf48c3053ced243438bb166d4f6d91845,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol public-contract owner / DEVGPT-6C assigned integration,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/CpfRuntimeTargetSelector.java,PRODUCT_REQUIRED,MODIFY,true,a43ea32befcd3932d25f90641d3fce247dbbd1dda7d8af87022210694f81f954,7290cd4d1fdb88908cb930b585a4f45ed39e77d26d21d11cfbf4c66ffd2fa7d8,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol public-contract owner / DEVGPT-6C assigned integration,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/CpfRuntimeVersionConflictException.java,PRODUCT_REQUIRED,MODIFY,true,d4726a43f310ed0a109ca8428b88c043e6778d10d6265e631a488cf21478f359,246a8a068d7f27604724ef0dcbc63f05d07dda3aa6afffeeeddc3cab23e48c23,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol public-contract owner / DEVGPT-6C assigned integration,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/test/java/com/cpf/core/api/runtimecontrol/CpfRuntimeAckTest.java,PRODUCT_REQUIRED,ADD,false,,d9893568ed87d322e44bc4edacd5136ca67008709d40838d94dca3efce780673,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol test owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
CPF-V8-DEVGPT-6C-09dd686c,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,1,DEVGPT-6C,cpf-core/src/test/java/com/cpf/core/api/runtimecontrol/CpfRuntimeActualStateTest.java,PRODUCT_REQUIRED,ADD,false,,c70736e7385aa7dda57f0b85b6aa09a2c463c0eb69e78013f34df56a4b863c70,true,PENDING_USER_APPLY,false,,,Product source/test required,cpf-core runtimecontrol test owner / DEVGPT-6C,Exact baseline 09dd686; central V8 state untouched.
