campaign_id,session_id,scenario_id,requirement_id,canonical_requirement_id,primary_entity_id,scenario_class,개발GPT_자체검수상태,test_method,assertion_ref,verification_type,actual_result,evidence_ref,remaining_gap
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001537,CPF-FR-007809,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,POSITIVE,완료,Java21 state/contract/failure-injection harness,정상 상태·side effect·tracking 일치 / failure=Mock-only 또는 Consumer 미호출,ALTERNATIVE,POSITIVE generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001538,CPF-FR-007809,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,INVALID,완료,Java21 state/contract/failure-injection harness,표준 field/path 오류·side effect 0 / failure=500/raw exception/부분 저장,ALTERNATIVE,INVALID generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001539,CPF-FR-007809,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,UNAUTHORIZED,미완료,security source trace only,Server 거부·Audit·민감정보 0 / failure=버튼만 숨김/default allow,STATIC,UNAUTHORIZED: controller/security integration and target authorization runtime not executed.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_SCOPE_VALIDATION.json,ADM/Security owner negative authorization and secret-leak runtime required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001540,CPF-FR-007809,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,CONFLICT,완료,Java21 state/contract/failure-injection harness,409·기존 결과 보존·lost update 0 / failure=후행 요청 덮어씀,ALTERNATIVE,CONFLICT generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001541,CPF-FR-007809,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,DUPLICATE,완료,Java21 state/contract/failure-injection harness,"동일 replay, 다른 payload conflict / failure=side effect 2회",ALTERNATIVE,DUPLICATE generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001542,CPF-FR-007809,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,TIMEOUT_PRE,완료,Java21 state/contract/failure-injection harness,retryable failure·side effect 0 / failure=UNKNOWN/성공 오인,ALTERNATIVE,TIMEOUT_PRE generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001543,CPF-FR-007809,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,RESPONSE_LOSS,완료,Java21 state/contract/failure-injection harness,UNKNOWN·blind retry 금지·reconcile / failure=자동 실패/무조건 retry,ALTERNATIVE,RESPONSE_LOSS generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001544,CPF-FR-007809,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,PARTIAL,완료,Java21 state/contract/failure-injection harness,개별 성공/실패/unknown 보존 / failure=전체 성공/실패로 축약,ALTERNATIVE,PARTIAL generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001545,CPF-FR-007809,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,PROCESS_KILL,완료,Java21 child JVM Runtime.halt(23) recovery harness,lease 회수·stale fencing·복구 / failure=고아 상태·중복,ALTERNATIVE,PREPARED persisted; restart replay APPLIED; ACK cleanup EMPTY PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_PROCESS_KILL_HARNESS.txt,Java25 formal child-process repeat remains.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001546,CPF-FR-007809,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,MULTI_INSTANCE,미완료,fencing/reclaim harness + source/SQL CAS trace,version/state 일치·중복 0 / failure=local state 의존,ALTERNATIVE_PARTIAL,"stale fence rejected and deferred reclaim PASS, but two JVM + real DB was not executed.",cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_FENCE_RECOVERY_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_DB_STATIC_VALIDATION.json,Java25 two JVM and Oracle/PostgreSQL/MariaDB contention execution required.
CPF-V8-DEVGPT-6C-09dd686c,DEVGPT-6C,CPF-SC-001547,CPF-FR-007809,OPS-CONFIG,CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,ROLLBACK,완료,Java21 state/contract/failure-injection harness,데이터 보존·actual 일치·audit / failure=부분 rollback·drift,ALTERNATIVE,ROLLBACK generic Runtime Control state/side-effect invariant PASS.,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_CONTRACT_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_STATE_TRANSITION_HARNESS.txt;cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_AGENT_ACK_HARNESS.txt,Java25 formal target execution remains.
