id,path,category,decision,reason,canonical_evidence,approved
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admBatchJobDefinitionSaveRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admBatchJobDefinitionTransitionRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admBatchJobDefinitionValidateRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admBreakGlassCloseSessionRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admBreakGlassOpenSessionRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admBreakGlassReviewSessionRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admIncidentCreateIncidentRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admIncidentTransitionIncidentRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admIntegrationDataQualityValidateRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admMaintenanceExecuteActionRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admRetentionPolicyPauseRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admRetentionPolicyResumeRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admRetentionPolicySaveRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admRetentionPreviewRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admRetentionRunNowRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admRetentionRunPauseRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/frontend/src/generated/orval/model/admRetentionRunResumeRequest.ts,DELETE_MANIFEST,DELETE,[ADM-TYPED-REQUEST] Obsolete raw-map generated request model superseded by canonical typed OpenAPI request model.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARBAGE-0637,cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmBaseController.java,DELETE_MANIFEST,DELETE,[ADM-BASE-CANONICAL] Deprecated wrong-package compatibility alias has zero active consumers and is superseded by canonical com.cpf.admin.common.base.AdmBaseController.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARB-0274,cpf-backoffice/src,HISTORICAL_DELETE_EVIDENCE,DELETE,Intermediate single-module Backoffice copy replaced by cpf-backoffice/online Feature-First source.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARB-0275,cpf-backoffice/src/main/java/com/cpf/backoffice/BackofficeApplication.java,HISTORICAL_DELETE_EVIDENCE,DELETE,Backoffice Generated-Domain-style migration: stale pre-online duplicate superseded by cpf-backoffice/online Feature-First source.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARB-0276,cpf-backoffice/src/main/java/com/cpf/backoffice/approval/api/BackofficeApprovalDecisionEvaluator.java,HISTORICAL_DELETE_EVIDENCE,DELETE,Backoffice Generated-Domain-style migration: stale pre-online duplicate superseded by cpf-backoffice/online Feature-First source.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARB-0277,cpf-backoffice/src/main/java/com/cpf/backoffice/approval/api/BackofficeApprovalDecisionRule.java,HISTORICAL_DELETE_EVIDENCE,DELETE,Backoffice Generated-Domain-style migration: stale pre-online duplicate superseded by cpf-backoffice/online Feature-First source.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
GARB-0278,cpf-backoffice/src/main/java/com/cpf/backoffice/approval/api/BackofficeApprovalStepStatus.java,HISTORICAL_DELETE_EVIDENCE,DELETE,Backoffice Generated-Domain-style migration: stale pre-online duplicate superseded by cpf-backoffice/online Feature-First source.,cpf-docs/governance/development-harness/current/DELETE_MANIFEST.csv,true
