exact_id,requirement_id,finding_id,source_path,source_symbol,consumer_path,test_path,runtime_gate,development_status,verification_status,severity,evidence_id,evidence_path,evidence_sha256,basis_sha,qa_comment
ARCH-MISSION,ARCH-MISSION,,cpf-docs/governance/CPF_FINAL_TARGET_REQUIREMENTS.md,ARCH-MISSION,,,Final full-source/runtime acceptance,재검수 요청,미검증,,CANONICAL-169,CANONICAL_169_AUDIT.csv,,3aa1dd12f8a5938d33feb6ed598b3dd2442bf2e2,Canonical ID indexed in Final QA. PASS is not inherited; current product-wide runtime remains blocked.
ARCH-MSA,ARCH-MSA,,cpf-docs/governance/CPF_FINAL_TARGET_REQUIREMENTS.md,ARCH-MSA,,,Final full-source/runtime acceptance,재검수 요청,미검증,,CANONICAL-169,CANONICAL_169_AUDIT.csv,,3aa1dd12f8a5938d33feb6ed598b3dd2442bf2e2,Canonical ID indexed in Final QA. PASS is not inherited; current product-wide runtime remains blocked.
ARCH-BOUNDARY,ARCH-BOUNDARY,,cpf-docs/governance/CPF_FINAL_TARGET_REQUIREMENTS.md,ARCH-BOUNDARY,,,Final full-source/runtime acceptance,재검수 요청,미검증,,CANONICAL-169,CANONICAL_169_AUDIT.csv,,3aa1dd12f8a5938d33feb6ed598b3dd2442bf2e2,Canonical ID indexed in Final QA. PASS is not inherited; current product-wide runtime remains blocked.
ARCH-LAYER,ARCH-LAYER,,cpf-docs/governance/CPF_FINAL_TARGET_REQUIREMENTS.md,ARCH-LAYER,,,Final full-source/runtime acceptance,재검수 요청,미검증,,CANONICAL-169,CANONICAL_169_AUDIT.csv,,3aa1dd12f8a5938d33feb6ed598b3dd2442bf2e2,Canonical ID indexed in Final QA. PASS is not inherited; current product-wide runtime remains blocked.
CORE-API,CORE-API,,cpf-docs/governance/CPF_FINAL_TARGET_REQUIREMENTS.md,CORE-API,,,Final full-source/runtime acceptance,재검수 요청,미검증,,CANONICAL-169,CANONICAL_169_AUDIT.csv,,3aa1dd12f8a5938d33feb6ed598b3dd2442bf2e2,Canonical ID indexed in Final QA. PASS is not inherited; current product-wide runtime remains blocked.
CORE-SPI,CORE-SPI,,cpf-docs/governance/CPF_FINAL_TARGET_REQUIREMENTS.md,CORE-SPI,,,Final full-source/runtime acceptance,재검수 요청,미검증,,CANONICAL-169,CANONICAL_169_AUDIT.csv,,3aa1dd12f8a5938d33feb6ed598b3dd2442bf2e2,Canonical ID indexed in Final QA. PASS is not inherited; current product-wide runtime remains blocked.
CORE-CONFIG,CORE-CONFIG,,cpf-docs/governance/CPF_FINAL_TARGET_REQUIREMENTS.md,CORE-CONFIG,,,Final full-source/runtime acceptance,재검수 요청,미검증,,CANONICAL-169,CANONICAL_169_AUDIT.csv,,3aa1dd12f8a5938d33feb6ed598b3dd2442bf2e2,Canonical ID indexed in Final QA. PASS is not inherited; current product-wide runtime remains blocked.
CORE-TESTKIT,CORE-TESTKIT,,cpf-docs/governance/CPF_FINAL_TARGET_REQUIREMENTS.md,CORE-TESTKIT,,,Final full-source/runtime acceptance,재검수 요청,미검증,,CANONICAL-169,CANONICAL_169_AUDIT.csv,,3aa1dd12f8a5938d33feb6ed598b3dd2442bf2e2,Canonical ID indexed in Final QA. PASS is not inherited; current product-wide runtime remains blocked.
CPF-CALL,CPF-CALL,,cpf-docs/governance/CPF_FINAL_TARGET_REQUIREMENTS.md,CPF-CALL,,,Final full-source/runtime acceptance,재검수 요청,미검증,,CANONICAL-169,CANONICAL_169_AUDIT.csv,,3aa1dd12f8a5938d33feb6ed598b3dd2442bf2e2,Canonical ID indexed in Final QA. PASS is not inherited; current product-wide runtime remains blocked.
CPF-REGISTRY,CPF-REGISTRY,,cpf-docs/governance/CPF_FINAL_TARGET_REQUIREMENTS.md,CPF-REGISTRY,,,Final full-source/runtime acceptance,재검수 요청,미검증,,CANONICAL-169,CANONICAL_169_AUDIT.csv,,3aa1dd12f8a5938d33feb6ed598b3dd2442bf2e2,Canonical ID indexed in Final QA. PASS is not inherited; current product-wide runtime remains blocked.
