exact_id,route_id,label,menu_code,expected_operation_count,missing_operation_ids,development_status,verification_status,overall_status,qa_status,basis_sha,source_path,consumer_path,runtime_gate,qa_comment
BZA-dashboard,dashboard,대시보드,DASHBOARD,1,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-organizations,organizations,조직,ORGANIZATION,3,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-employees,employees,직원,EMPLOYEE,4,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-positions,positions,직급,EMPLOYEE,3,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-jobTitles,jobTitles,직책,EMPLOYEE,3,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-assignments,assignments,발령·겸직,EMPLOYEE,3,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-organizationResponsibilities,organizationResponsibilities,조직 책임,ORGANIZATION,3,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-users,users,사용자,AUTHORIZATION,3,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-roles,roles,역할,AUTHORIZATION,3,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-userRoles,userRoles,사용자 Role,AUTHORIZATION,3,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-menus,menus,메뉴,AUTHORIZATION,5,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-permissions,permissions,권한,AUTHORIZATION,3,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-permissionTools,permissionTools,권한 분석,AUTHORIZATION,3,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-approvalInbox,approvalInbox,결재 처리,APPROVAL,1,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-approvalSubmissions,approvalSubmissions,결재 상신,APPROVAL,8,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-approvalPolicies,approvalPolicies,결재 정책,APPROVAL,3,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-approvalSimulation,approvalSimulation,경로 Simulation,APPROVAL,1,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-approvalDelegations,approvalDelegations,결재 위임,APPROVAL,2,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-sessions,sessions,내 세션,AUTHORIZATION,2,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-audits,audits,업무 감사,AUDIT,2,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-notifications,notifications,알림,SETTING,4,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-attachments,attachments,첨부파일,ATTACHMENT,5,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-savedSearches,savedSearches,저장 검색,SETTING,3,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-settings,settings,업무 설정,SETTING,1,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-downloads,downloads,다운로드 정책,SETTING,1,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
BZA-downloadAudits,downloadAudits,다운로드 감사,AUDIT,1,,재검수 요청,미검증,미검증,미검증,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/src/app/routes.ts,cpf-biz-admin/frontend/src/features/** + generated client,authenticated Chromium/Firefox/WebKit,Static active route operation closure PASS; browser/auth/error runtime unverified.
