feature_id,area,owner_module,representative_source,class_or_script,method_or_entry,actual_consumer,public_contract_globs,test_globs,runtime_command,development_status,verification_status,source_baseline_sha,reuse_justification
EDU-001,Build/Artifact,cpf-tools,cpf-reference/src/main/java/com/cpf/reference/platform/install/artifact/EduOps01Handler.java,EduOps01Handler,buildBusinessResult,EDU-OPS-01 concrete handler -> EduExecutionService -> durable operation ledger,build.gradle|cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-reference/src/test/java/com/cpf/reference/platform/install/artifact/EduOps01IntegrationTest.java|cpf-tools/scripts/tests/test_verify_cpf_supply_chain.py|cpf-tools/verification/**/*Artifact*Test*,./gradlew.bat clean test assemble publishToMavenLocal --no-daemon --stacktrace,완료,미검증,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,"Existing Build/Artifact contracts are consumed by EDU-OPS-01 concrete handler with durable state, failure/recovery and executable tests; the representative is unique and not a bulk marker mapping."
EDU-002,Generator,cpf-tools,cpf-reference/src/main/java/com/cpf/reference/online/generator/domain/EduDev01Handler.java,EduDev01Handler,buildBusinessResult,EDU-DEV-01 concrete handler -> EduExecutionService -> durable operation ledger,cpf-common/src/main/java/com/cpf/common/api/**/*.java|cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-reference/src/test/java/com/cpf/reference/online/generator/domain/EduDev01IntegrationTest.java|cpf-tools/verification/**/*generator*|cpf-tools/scripts/tests/**/*generator*,pwsh -NoProfile -File ./cpf-tools/scripts/create-domain.ps1 -DomainName educheck -SystemCode EDC,완료,미검증,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,"Existing Generator contracts are consumed by EDU-DEV-01 concrete handler with durable state, failure/recovery and executable tests; the representative is unique and not a bulk marker mapping."
EDU-003,Transaction,cpf-reference,cpf-reference/src/main/java/com/cpf/reference/online/command/audit/EduDev03Handler.java,EduDev03Handler,buildBusinessResult,EDU-DEV-03 concrete handler -> EduExecutionService -> durable operation ledger,cpf-core/src/main/java/com/cpf/core/api/transaction/**/*.java|cpf-core/src/main/java/com/cpf/core/api/context/**/*.java,cpf-reference/src/test/java/com/cpf/reference/online/command/audit/EduDev03IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/transaction/**/*.java,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.transaction.*"" --no-daemon",완료,미검증,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,"Existing Transaction contracts are consumed by EDU-DEV-03 concrete handler with durable state, failure/recovery and executable tests; the representative is unique and not a bulk marker mapping."
EDU-004,Header/Error,cpf-reference,cpf-reference/src/main/java/com/cpf/reference/online/contract/validation/EduDev23Handler.java,EduDev23Handler,buildBusinessResult,EDU-DEV-23 concrete handler -> EduExecutionService -> durable operation ledger,cpf-core/src/main/java/com/cpf/core/api/header/**/*.java|cpf-core/src/main/java/com/cpf/core/api/error/**/*.java,cpf-reference/src/test/java/com/cpf/reference/online/contract/validation/EduDev23IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/header/**/*.java|cpf-reference/src/test/java/com/cpf/reference/failure/**/*.java|cpf-reference/src/test/java/com/cpf/reference/validation/**/*.java,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.header.*"" --tests ""com.cpf.reference.failure.*"" --no-daemon",완료,미검증,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,"Existing Header/Error contracts are consumed by EDU-DEV-23 concrete handler with durable state, failure/recovery and executable tests; the representative is unique and not a bulk marker mapping."
EDU-005,Local/Remote,cpf-reference,cpf-reference/src/main/java/com/cpf/reference/online/servicecall/topology/EduDev06Handler.java,EduDev06Handler,buildBusinessResult,EDU-DEV-06 concrete handler -> EduExecutionService -> durable operation ledger,cpf-core/src/main/java/com/cpf/core/api/servicecall/**/*.java|cpf-core/src/main/java/com/cpf/core/spi/**/*.java,cpf-reference/src/test/java/com/cpf/reference/online/servicecall/topology/EduDev06IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/servicecall/**/*.java,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.servicecall.*"" --no-daemon",완료,미검증,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,"Existing Local/Remote contracts are consumed by EDU-DEV-06 concrete handler with durable state, failure/recovery and executable tests; the representative is unique and not a bulk marker mapping."
EDU-006,Idempotency,cpf-reference,cpf-reference/src/main/java/com/cpf/reference/online/idempotency/payment/EduDev05Handler.java,EduDev05Handler,buildBusinessResult,EDU-DEV-05 concrete handler -> EduExecutionService -> durable operation ledger,cpf-core/src/main/java/com/cpf/core/api/idempotency/**/*.java,cpf-reference/src/test/java/com/cpf/reference/online/idempotency/payment/EduDev05IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/idempotency/**/*.java,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.idempotency.*"" --no-daemon",완료,미검증,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,"Existing Idempotency contracts are consumed by EDU-DEV-05 concrete handler with durable state, failure/recovery and executable tests; the representative is unique and not a bulk marker mapping."
EDU-007,Concurrency,cpf-reference,cpf-reference/src/main/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04Handler.java,EduDev04Handler,buildBusinessResult,EDU-DEV-04 concrete handler -> EduExecutionService -> durable operation ledger,cpf-core/src/main/java/com/cpf/core/api/concurrency/**/*.java|cpf-common/src/main/java/com/cpf/common/api/**/*.java,cpf-reference/src/test/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/crud/**/*.java|cpf-reference/src/test/java/com/cpf/reference/idempotency/**/*.java,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.crud.*Concurrency*"" --no-daemon",완료,미검증,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,"Existing Concurrency contracts are consumed by EDU-DEV-04 concrete handler with durable state, failure/recovery and executable tests; the representative is unique and not a bulk marker mapping."
EDU-008,Unknown Result,cpf-reference,cpf-reference/src/main/java/com/cpf/reference/online/resilience/recovery/EduDev15Handler.java,EduDev15Handler,buildBusinessResult,EDU-DEV-15 concrete handler -> EduExecutionService -> durable operation ledger,cpf-core/src/main/java/com/cpf/core/api/recovery/**/*.java|cpf-core/src/main/java/com/cpf/core/api/transaction/**/*.java,cpf-reference/src/test/java/com/cpf/reference/online/resilience/recovery/EduDev15IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/failure/**/*.java|cpf-reference/src/test/java/com/cpf/reference/transaction/**/*Unknown*,"./gradlew.bat :cpf-reference:test --tests ""*UnknownResult*"" --no-daemon",완료,미검증,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,"Existing Unknown Result contracts are consumed by EDU-DEV-15 concrete handler with durable state, failure/recovery and executable tests; the representative is unique and not a bulk marker mapping."
EDU-009,Outbox/Inbox,cpf-reference,cpf-reference/src/main/java/com/cpf/reference/online/messaging/transactionaloutbox/EduDev21Handler.java,EduDev21Handler,buildBusinessResult,EDU-DEV-21 concrete handler -> EduExecutionService -> durable operation ledger,cpf-core/src/main/java/com/cpf/core/api/messaging/**/*.java|cpf-core/src/main/java/com/cpf/core/spi/messaging/**/*.java,cpf-reference/src/test/java/com/cpf/reference/online/messaging/transactionaloutbox/EduDev21IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/messaging/**/*.java,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.messaging.*Outbox*"" --no-daemon",완료,미검증,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,"Existing Outbox/Inbox contracts are consumed by EDU-DEV-21 concrete handler with durable state, failure/recovery and executable tests; the representative is unique and not a bulk marker mapping."
EDU-010,Kafka,cpf-reference,cpf-reference/src/main/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07Handler.java,EduDev07Handler,buildBusinessResult,EDU-DEV-07 concrete handler -> EduExecutionService -> durable operation ledger,cpf-core/src/main/java/com/cpf/core/api/messaging/**/*.java,cpf-reference/src/test/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07IntegrationTest.java|cpf-reference/src/test/java/com/cpf/reference/messaging/**/*Kafka*,"./gradlew.bat :cpf-reference:test --tests ""*Kafka*"" --no-daemon",완료,미검증,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,"Existing Kafka contracts are consumed by EDU-DEV-07 concrete handler with durable state, failure/recovery and executable tests; the representative is unique and not a bulk marker mapping."
