requirement_id,title,owner,implementation_package,source,resource_contract,unit_test,integration_test,failure_test,recovery_test,concurrency_test,business_states,exception_scenarios,workflow_steps,failure_points,development_status,verification_status,canonical_requirement_ids,qa36_relationship,self_requirement_ids,source_origin,runtime_observation,source_sha,verification_evidence,feature_pack,feature_toggle,optional_feature,generated_domain_dependency,product_module_dependency,database_owner
EDU-DEV-01,Generator 기반 신규 업무 영역 생성,cpf-reference,com.cpf.reference.online.generator.domain,cpf-reference/src/main/java/com/cpf/reference/online/generator/domain/EduDev01Handler.java,cpf-reference/src/main/resources/edu/dev/01/scenario-contract.json,cpf-reference/src/test/java/com/cpf/reference/online/generator/domain/EduDev01UnitTest.java,cpf-reference/src/test/java/com/cpf/reference/online/generator/domain/EduDev01IntegrationTest.java,cpf-reference/src/test/java/com/cpf/reference/online/generator/domain/EduDev01FailureTest.java,cpf-reference/src/test/java/com/cpf/reference/online/generator/domain/EduDev01RecoveryTest.java,cpf-reference/src/test/java/com/cpf/reference/online/generator/domain/EduDev01ConcurrencyTest.java,PLANNED|VALIDATED|GENERATED|VERIFIED,같은 Module명|같은 SystemCode|Port 중복|Route 중복|지원하지 않는 DB Vendor|생성 중 Process 종료|기존 파일 Hash 변경 시 덮어쓰기 시도,VALIDATE|AUTHORIZE|SCOPE|DEDUPE|VERSION_CHECK|PREVIEW|CHECKSUM|MUTATE|COMMIT|OUTBOX|EXTERNAL_SEND|ACK|AUDIT|OBSERVE,BEFORE_COMMIT|AFTER_COMMIT|BEFORE_EXTERNAL_SEND|AFTER_EXTERNAL_SEND|RESPONSE_LOST|PROCESS_KILL,완료,미검증,ONBOARD-DOMAIN|SAMPLE-EDU|TEST-FAULT,DETAILS_CANONICAL_AND_EXECUTABLE_SCENARIO,CPF-SELF-DEV-001|CPF-SELF-DEV-005|CPF-SELF-DEV-030,CPF_CUSTOMER_MANUAL_EDU_IMPLEMENTATION_REQUIREMENTS.md,cpf-reference functional package + registered concrete consumer + refDB ledger; merged Java25/3DB/runtime evidence pending,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,Overlay compile/self-test and static consumer/DB parity PASS; exact Java25/refDB runtime evidence pending Codex,core,,false,NONE,NONE,refDB
EDU-DEV-02,권한·범위가 적용된 목록·상세 조회,cpf-reference,com.cpf.reference.online.query.scoped,cpf-reference/src/main/java/com/cpf/reference/online/query/scoped/EduDev02Handler.java,cpf-reference/src/main/resources/edu/dev/02/scenario-contract.json,cpf-reference/src/test/java/com/cpf/reference/online/query/scoped/EduDev02UnitTest.java,cpf-reference/src/test/java/com/cpf/reference/online/query/scoped/EduDev02IntegrationTest.java,cpf-reference/src/test/java/com/cpf/reference/online/query/scoped/EduDev02FailureTest.java,cpf-reference/src/test/java/com/cpf/reference/online/query/scoped/EduDev02RecoveryTest.java,cpf-reference/src/test/java/com/cpf/reference/online/query/scoped/EduDev02ConcurrencyTest.java,RECEIVED|VALIDATED|APPLIED|SUCCEEDED,size 초과|허용하지 않는 sort field|최대 기간 초과|존재하지 않는 ID|권한 밖 조직|DB Timeout|부분 데이터 Source 지연,VALIDATE|AUTHORIZE|SCOPE|VERSION_CHECK|QUERY_SNAPSHOT|AUDIT|OBSERVE,TIMEOUT,완료,미검증,DB-MIGRATION|SAMPLE-EDU|TEST-FAULT,DETAILS_CANONICAL_AND_EXECUTABLE_SCENARIO,CPF-SELF-DEV-001|CPF-SELF-DEV-005|CPF-SELF-DEV-029,CPF_CUSTOMER_MANUAL_EDU_IMPLEMENTATION_REQUIREMENTS.md,cpf-reference functional package + registered concrete consumer + refDB ledger; merged Java25/3DB/runtime evidence pending,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,Overlay compile/self-test and static consumer/DB parity PASS; exact Java25/refDB runtime evidence pending Codex,core,,false,NONE,NONE,refDB
EDU-DEV-03,등록·수정·상태 변경과 감사,cpf-reference,com.cpf.reference.online.command.audit,cpf-reference/src/main/java/com/cpf/reference/online/command/audit/EduDev03Handler.java,cpf-reference/src/main/resources/edu/dev/03/scenario-contract.json,cpf-reference/src/test/java/com/cpf/reference/online/command/audit/EduDev03UnitTest.java,cpf-reference/src/test/java/com/cpf/reference/online/command/audit/EduDev03IntegrationTest.java,cpf-reference/src/test/java/com/cpf/reference/online/command/audit/EduDev03FailureTest.java,cpf-reference/src/test/java/com/cpf/reference/online/command/audit/EduDev03RecoveryTest.java,cpf-reference/src/test/java/com/cpf/reference/online/command/audit/EduDev03ConcurrencyTest.java,PENDING|ACTIVE|SUSPENDED|CLOSED,사유 누락|허용되지 않은 상태 전이|권한 없음|Version 충돌|감사 저장 실패|Outbox 저장 실패|응답 유실,VALIDATE|AUTHORIZE|SCOPE|DEDUPE|VERSION_CHECK|MUTATE|COMMIT|OUTBOX|EXTERNAL_SEND|ACK|RECONCILE|AUDIT|OBSERVE,BEFORE_COMMIT|AFTER_COMMIT|BEFORE_EXTERNAL_SEND|AFTER_EXTERNAL_SEND|RESPONSE_LOST|PROCESS_KILL,완료,미검증,EVENT-OUTBOX|SAMPLE-EDU|TEST-FAULT,DETAILS_CANONICAL_AND_EXECUTABLE_SCENARIO,CPF-SELF-DEV-001|CPF-SELF-DEV-005|CPF-SELF-DEV-013,CPF_CUSTOMER_MANUAL_EDU_IMPLEMENTATION_REQUIREMENTS.md,cpf-reference functional package + registered concrete consumer + refDB ledger; merged Java25/3DB/runtime evidence pending,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,Overlay compile/self-test and static consumer/DB parity PASS; exact Java25/refDB runtime evidence pending Codex,core,,false,NONE,NONE,refDB
EDU-DEV-04,동시 수정과 예상 Version 충돌,cpf-reference,com.cpf.reference.online.concurrency.optimisticlock,cpf-reference/src/main/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04Handler.java,cpf-reference/src/main/resources/edu/dev/04/scenario-contract.json,cpf-reference/src/test/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04UnitTest.java,cpf-reference/src/test/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04IntegrationTest.java,cpf-reference/src/test/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04FailureTest.java,cpf-reference/src/test/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04RecoveryTest.java,cpf-reference/src/test/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04ConcurrencyTest.java,VERSION_CONFLICT,동일 Version 동시 요청|오래된 Version|재시도 중 또 다른 변경|응답 유실 후 성공 여부 불명|DB Deadlock,VALIDATE|AUTHORIZE|SCOPE|DEDUPE|VERSION_CHECK|MUTATE|COMMIT|RECONCILE|AUDIT|OBSERVE,BEFORE_COMMIT|AFTER_COMMIT|RESPONSE_LOST|PROCESS_KILL,완료,미검증,DB-MIGRATION|SAMPLE-EDU|TEST-FAULT,DETAILS_CANONICAL_AND_EXECUTABLE_SCENARIO,CPF-SELF-DEV-001|CPF-SELF-DEV-005|CPF-SELF-DEV-029,CPF_CUSTOMER_MANUAL_EDU_IMPLEMENTATION_REQUIREMENTS.md,cpf-reference functional package + registered concrete consumer + refDB ledger; merged Java25/3DB/runtime evidence pending,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,Overlay compile/self-test and static consumer/DB parity PASS; exact Java25/refDB runtime evidence pending Codex,core,,false,NONE,NONE,refDB
EDU-DEV-05,지급 등록 멱등성·응답 유실·결과 대사,cpf-reference,com.cpf.reference.online.idempotency.payment,cpf-reference/src/main/java/com/cpf/reference/online/idempotency/payment/EduDev05Handler.java,cpf-reference/src/main/resources/edu/dev/05/scenario-contract.json,cpf-reference/src/test/java/com/cpf/reference/online/idempotency/payment/EduDev05UnitTest.java,cpf-reference/src/test/java/com/cpf/reference/online/idempotency/payment/EduDev05IntegrationTest.java,cpf-reference/src/test/java/com/cpf/reference/online/idempotency/payment/EduDev05FailureTest.java,cpf-reference/src/test/java/com/cpf/reference/online/idempotency/payment/EduDev05RecoveryTest.java,cpf-reference/src/test/java/com/cpf/reference/online/idempotency/payment/EduDev05ConcurrencyTest.java,RECEIVED|PROCESSING|SUCCEEDED|FAILED|UNKNOWN_RESULT|RECONCILED,같은 Key·같은 본문|같은 Key·다른 본문|PROCESSING 중 재호출|DB Commit 전 중단|DB Commit 후 응답 유실|외부 이체 전송 후 응답 유실|Operation 만료 후 재호출,VALIDATE|AUTHORIZE|SCOPE|DEDUPE|VERSION_CHECK|MUTATE|COMMIT|OUTBOX|EXTERNAL_SEND|ACK|RECONCILE|AUDIT|OBSERVE,BEFORE_COMMIT|AFTER_COMMIT|BEFORE_EXTERNAL_SEND|AFTER_EXTERNAL_SEND|RESPONSE_LOST|PROCESS_KILL,완료,미검증,DB-MIGRATION|SAMPLE-EDU|TEST-FAULT,DETAILS_CANONICAL_AND_EXECUTABLE_SCENARIO,CPF-SELF-DEV-001|CPF-SELF-DEV-005|CPF-SELF-DEV-029,CPF_CUSTOMER_MANUAL_EDU_IMPLEMENTATION_REQUIREMENTS.md,cpf-reference functional package + registered concrete consumer + refDB ledger; merged Java25/3DB/runtime evidence pending,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,Overlay compile/self-test and static consumer/DB parity PASS; exact Java25/refDB runtime evidence pending Codex,core,,false,NONE,NONE,refDB
EDU-DEV-06,같은 애플리케이션·분리 서비스 호출 동등성,cpf-reference,com.cpf.reference.online.servicecall.topology,cpf-reference/src/main/java/com/cpf/reference/online/servicecall/topology/EduDev06Handler.java,cpf-reference/src/main/resources/edu/dev/06/scenario-contract.json,cpf-reference/src/test/java/com/cpf/reference/online/servicecall/topology/EduDev06UnitTest.java,cpf-reference/src/test/java/com/cpf/reference/online/servicecall/topology/EduDev06IntegrationTest.java,cpf-reference/src/test/java/com/cpf/reference/online/servicecall/topology/EduDev06FailureTest.java,cpf-reference/src/test/java/com/cpf/reference/online/servicecall/topology/EduDev06RecoveryTest.java,cpf-reference/src/test/java/com/cpf/reference/online/servicecall/topology/EduDev06ConcurrencyTest.java,UNKNOWN_RESULT,Remote 연결 실패|응답 Timeout|잘못된 JSON|하위 서비스 4xx/5xx|호출 후 응답 유실|서비스 주소 변경|다중 인스턴스 일부 장애,VALIDATE|AUTHORIZE|SCOPE|DEDUPE|VERSION_CHECK|CLAIM_LEASE|MUTATE|COMMIT|OUTBOX|EXTERNAL_SEND|ACK|RECONCILE|AUDIT|OBSERVE,BEFORE_COMMIT|AFTER_COMMIT|BEFORE_EXTERNAL_SEND|AFTER_EXTERNAL_SEND|RESPONSE_LOST|PARTIAL_TARGET_FAILURE|TIMEOUT|PROCESS_KILL|LEASE_LOST,완료,미검증,GWY-ROUTING|SAMPLE-EDU|TEST-FAULT,DETAILS_CANONICAL_AND_EXECUTABLE_SCENARIO,CPF-SELF-DEV-001|CPF-SELF-DEV-005|CPF-SELF-DEV-008,CPF_CUSTOMER_MANUAL_EDU_IMPLEMENTATION_REQUIREMENTS.md,cpf-reference functional package + registered concrete consumer + refDB ledger; merged Java25/3DB/runtime evidence pending,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,Overlay compile/self-test and static consumer/DB parity PASS; exact Java25/refDB runtime evidence pending Codex,core,,false,NONE,NONE,refDB
EDU-DEV-07,Kafka Outbox·Inbox·중복 소비·재처리,cpf-reference,com.cpf.reference.online.messaging.outboxinbox,cpf-reference/src/main/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07Handler.java,cpf-reference/src/main/resources/edu/dev/07/scenario-contract.json,cpf-reference/src/test/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07UnitTest.java,cpf-reference/src/test/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07IntegrationTest.java,cpf-reference/src/test/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07FailureTest.java,cpf-reference/src/test/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07RecoveryTest.java,cpf-reference/src/test/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07ConcurrencyTest.java,NEW|PUBLISHED|RECEIVED|APPLIED|FAILED|DLQ,같은 Event 두 번 전달|Publisher 중단|Consumer Commit 전 종료|Kafka Ack 유실|순서 역전|Schema Version 불일치|Poison Message|DLQ 재처리 중 중복,VALIDATE|AUTHORIZE|SCOPE|DEDUPE|VERSION_CHECK|CLAIM_LEASE|MUTATE|COMMIT|OUTBOX|EXTERNAL_SEND|ACK|RECONCILE|AUDIT|OBSERVE,BEFORE_COMMIT|AFTER_COMMIT|BEFORE_EXTERNAL_SEND|AFTER_EXTERNAL_SEND|RESPONSE_LOST|PROCESS_KILL|LEASE_LOST,완료,미검증,DB-MIGRATION|SAMPLE-EDU|TEST-FAULT,DETAILS_CANONICAL_AND_EXECUTABLE_SCENARIO,CPF-SELF-DEV-001|CPF-SELF-DEV-005|CPF-SELF-DEV-029,CPF_CUSTOMER_MANUAL_EDU_IMPLEMENTATION_REQUIREMENTS.md,cpf-reference functional package + registered concrete consumer + refDB ledger; merged Java25/3DB/runtime evidence pending,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,Overlay compile/self-test and static consumer/DB parity PASS; exact Java25/refDB runtime evidence pending Codex,core,,false,NONE,NONE,refDB
EDU-DEV-08,파일 업로드·검사·첨부·다운로드,cpf-reference,com.cpf.reference.online.file.attachment,cpf-reference/src/main/java/com/cpf/reference/online/file/attachment/EduDev08Handler.java,cpf-reference/src/main/resources/edu/dev/08/scenario-contract.json,cpf-reference/src/test/java/com/cpf/reference/online/file/attachment/EduDev08UnitTest.java,cpf-reference/src/test/java/com/cpf/reference/online/file/attachment/EduDev08IntegrationTest.java,cpf-reference/src/test/java/com/cpf/reference/online/file/attachment/EduDev08FailureTest.java,cpf-reference/src/test/java/com/cpf/reference/online/file/attachment/EduDev08RecoveryTest.java,cpf-reference/src/test/java/com/cpf/reference/online/file/attachment/EduDev08ConcurrencyTest.java,UPLOADING|UPLOADED|SCANNING|AVAILABLE|REJECTED|FAILED|EXPIRED|DELETED,허용하지 않는 확장자|MIME 위조|Chunk 누락|업로드 중단|Hash 불일치|검사 실패/Timeout|Storage 장애|권한 밖 Download|만료 파일,VALIDATE|AUTHORIZE|SCOPE|DEDUPE|VERSION_CHECK|CHECKSUM|MUTATE|COMMIT|AUDIT|OBSERVE,BEFORE_COMMIT|AFTER_COMMIT|RESPONSE_LOST|TIMEOUT|PROCESS_KILL,완료,미검증,REF-FILE|SAMPLE-EDU|TEST-FAULT,DETAILS_CANONICAL_AND_EXECUTABLE_SCENARIO,CPF-SELF-DEV-001|CPF-SELF-DEV-005|CPF-SELF-DEV-013,CPF_CUSTOMER_MANUAL_EDU_IMPLEMENTATION_REQUIREMENTS.md,cpf-reference functional package + registered concrete consumer + refDB ledger; merged Java25/3DB/runtime evidence pending,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,Overlay compile/self-test and static consumer/DB parity PASS; exact Java25/refDB runtime evidence pending Codex,core,,false,NONE,NONE,refDB
EDU-DEV-09,외부 REST 신용조회와 결과 미확정,cpf-reference,com.cpf.reference.online.counterparty.rest,cpf-reference/src/main/java/com/cpf/reference/online/counterparty/rest/EduDev09Handler.java,cpf-reference/src/main/resources/edu/dev/09/scenario-contract.json,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09UnitTest.java,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09IntegrationTest.java,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09FailureTest.java,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09RecoveryTest.java,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09ConcurrencyTest.java,REQUESTED|SENDING|SENT|SUCCEEDED|FAILED|UNKNOWN_RESULT|RECONCILED,DNS/연결 실패|Connect Timeout|Read Timeout|5xx|429|Malformed JSON|응답 Signature 오류|요청 전송 후 Timeout|상태 조회도 Timeout|상대 중복 응답,VALIDATE|AUTHORIZE|SCOPE|VERSION_CHECK|QUERY_SNAPSHOT|OUTBOX|EXTERNAL_SEND|ACK|RECONCILE|AUDIT|OBSERVE,BEFORE_EXTERNAL_SEND|AFTER_EXTERNAL_SEND|TIMEOUT,완료,미검증,REF-FILE|SAMPLE-EDU|TEST-FAULT,DETAILS_CANONICAL_AND_EXECUTABLE_SCENARIO,CPF-SELF-DEV-001|CPF-SELF-DEV-005|CPF-SELF-DEV-013,CPF_CUSTOMER_MANUAL_EDU_IMPLEMENTATION_REQUIREMENTS.md,cpf-reference functional package + registered concrete consumer + refDB ledger; merged Java25/3DB/runtime evidence pending,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,Overlay compile/self-test and static consumer/DB parity PASS; exact Java25/refDB runtime evidence pending Codex,core,,false,NONE,NONE,refDB
EDU-DEV-10,고정길이 전문 기관 이체,cpf-reference,com.cpf.reference.online.counterparty.fixedwidth,cpf-reference/src/main/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10Handler.java,cpf-reference/src/main/resources/edu/dev/10/scenario-contract.json,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10UnitTest.java,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10IntegrationTest.java,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10FailureTest.java,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10RecoveryTest.java,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10ConcurrencyTest.java,CREATED|ENCODED|SENT|ACKNOWLEDGED|REJECTED|UNKNOWN_RESULT|RECONCILED,문자 Byte 길이 초과|잘못된 Encoding|전문 길이 부족/초과|Header 거래번호 불일치|응답 Code 미등록|지연 응답|부분 수신|중복 응답,VALIDATE|AUTHORIZE|SCOPE|DEDUPE|VERSION_CHECK|MUTATE|COMMIT|OUTBOX|EXTERNAL_SEND|ACK|RECONCILE|AUDIT|OBSERVE,BEFORE_COMMIT|AFTER_COMMIT|BEFORE_EXTERNAL_SEND|AFTER_EXTERNAL_SEND|RESPONSE_LOST|TIMEOUT|PROCESS_KILL,완료,미검증,REF-UNKNOWN|SAMPLE-EDU|TEST-FAULT,DETAILS_CANONICAL_AND_EXECUTABLE_SCENARIO,CPF-SELF-DEV-001|CPF-SELF-DEV-005|CPF-SELF-DEV-019,CPF_CUSTOMER_MANUAL_EDU_IMPLEMENTATION_REQUIREMENTS.md,cpf-reference functional package + registered concrete consumer + refDB ledger; merged Java25/3DB/runtime evidence pending,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,Overlay compile/self-test and static consumer/DB parity PASS; exact Java25/refDB runtime evidence pending Codex,core,,false,NONE,NONE,refDB
