route_id,backend_menu_id,label,group,component,implementation_type,review_status,finding,required_gate,review_sha
dashboard,DASHBOARD,운영 대시보드,home,../features/dashboard/DashboardPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
topology,TOPOLOGY,서비스 토폴로지,home,../features/topology/TopologyPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
capacity,CAPACITY,용량·SLO,home,../features/capacity/CapacityPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
logs,LOG_LIST,거래 로그,monitoring,../features/logs/LogsPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
transactionGroups,LOG_LIST,거래 그룹,online,../features/transaction-groups/TransactionGroupsPage.vue,dedicated-advanced,완료,Dedicated feature page; maintain strengths but close remaining capability and runtime evidence.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
transactions,TRANSACTION_META,거래 메타,online,../features/transactions/TransactionsPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
remoteLogs,REMOTE_LOG,원격 로그,monitoring,../features/remote-logs/RemoteLogsPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
auditLogs,AUDIT_LOG,감사 로그,monitoring,../features/audit-logs/AuditLogsPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
businessCalendar,BUSINESS_CALENDAR,영업일 · 휴일,framework,../features/business-calendar/BusinessCalendarPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
logLevel,DYNAMIC_LOG,동적 로그,monitoring,../features/log-level/LogLevelPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
logPolicies,LOG_POLICY,로그 정책,monitoring,../features/log-policies/LogPoliciesPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
standardExecutions,STANDARD_EXECUTION,표준 실행,online,../features/standard-executions/StandardExecutionsPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
channelPolicy,CHANNEL_POLICY,채널 정책,online,../features/channel-policy/ChannelPolicyPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
serviceRegistry,SERVICE_REGISTRY,서비스 레지스트리,online,../features/service-registry/ServiceRegistryPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
gateway-dashboard,GATEWAY_DASHBOARD,Gateway 대시보드,online,../features/gateway-operations/GatewayOperationsPage.vue,shared-gateway-page,부분 구현,Nine menu IDs share GatewayOperationsPage; route-specific tab/deep-link contract incomplete.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
gateway-servers,GATEWAY_SERVERS,Gateway 연동 서버,online,../features/gateway-operations/GatewayOperationsPage.vue,shared-gateway-page,부분 구현,Nine menu IDs share GatewayOperationsPage; route-specific tab/deep-link contract incomplete.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
gateway-groups,GATEWAY_GROUPS,Gateway 서버 그룹,online,../features/gateway-operations/GatewayOperationsPage.vue,shared-gateway-page,부분 구현,Nine menu IDs share GatewayOperationsPage; route-specific tab/deep-link contract incomplete.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
gateway-routes,GATEWAY_ROUTES,Gateway 경로·라우팅,online,../features/gateway-operations/GatewayOperationsPage.vue,shared-gateway-page,부분 구현,Nine menu IDs share GatewayOperationsPage; route-specific tab/deep-link contract incomplete.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
gateway-security,GATEWAY_SECURITY,Gateway 보안·제한,online,../features/gateway-operations/GatewayOperationsPage.vue,shared-gateway-page,부분 구현,Nine menu IDs share GatewayOperationsPage; route-specific tab/deep-link contract incomplete.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
gateway-health,GATEWAY_HEALTH,Gateway Health·연결시험,online,../features/gateway-operations/GatewayOperationsPage.vue,shared-gateway-page,부분 구현,Nine menu IDs share GatewayOperationsPage; route-specific tab/deep-link contract incomplete.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
gateway-transactions,GATEWAY_TRANSACTIONS,Gateway 거래 조회,online,../features/gateway-operations/GatewayOperationsPage.vue,shared-gateway-page,부분 구현,Nine menu IDs share GatewayOperationsPage; route-specific tab/deep-link contract incomplete.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
gateway-log-policies,GATEWAY_LOG_POLICY,Gateway 로그 정책,online,../features/gateway-operations/GatewayOperationsPage.vue,shared-gateway-page,부분 구현,Nine menu IDs share GatewayOperationsPage; route-specific tab/deep-link contract incomplete.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
gateway-apply-status,GATEWAY_APPLY_STATUS,Gateway 적용 상태·이력,online,../features/gateway-operations/GatewayOperationsPage.vue,shared-gateway-page,부분 구현,Nine menu IDs share GatewayOperationsPage; route-specific tab/deep-link contract incomplete.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
runtimeControl,RUNTIME_CONTROL,Runtime Change Center,online,../features/runtime-control/RuntimeControlPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
maintenance,MAINTENANCE,점검·Drain,framework,../features/maintenance/MaintenancePage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
cache,CACHE,캐시,framework,../features/cache/CachePage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
configs,CONFIG,설정,framework,../features/configs/ConfigsPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
responseCodes,RESPONSE_CODE,응답코드,framework,../features/response-codes/ResponseCodesPage.vue,dedicated-or-specialized,재확인 필요,Route/component exists; full operation/backend/permission/browser closure not established in this review.,menu-route-component-operation-openapi-backend-permission-audit-e2e,e1f8bef7b7193522f2cd8e36cc6857dd1ff6694a
