requirement_id,priority,category,title,owner,development_status,verification_status,current_evidence,required_change,acceptance_criteria,verification_method,codex_stage,regression_protection,actual_result,verification_blocker,baseline_sha,result_sha
QA37-REQ-001,P0,BUILD,Root build.gradle 플랫폼 책임 복구,Root Build,완료,미검증,cpf-docs/evidence/qa37/QA37_SOURCE_CLOSURE.json,직전 정상 Root Build와 latest 요구를 병합하여 플랫폼 Root Build 재구성,"Root/BZA Build 분리, cpfJavaVersion·allprojects·subprojects·publication·qualityGate 복원",Fresh clone Java25 gradlew tasks/clean test assemble qualityGate,1,BZA build와 Root build 동일 Hash 금지,Source candidate and overlay gate prepared; acceptance runtime has not executed in this environment.,"Requires merged repository and/or Java25, frontend, DB or runtime stage defined in the Codex request.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-002,P0,BUILD,Included Build Source Closure,cpf-tools/build,완료,미검증,cpf-docs/evidence/qa37/QA37_SOURCE_CLOSURE.json,정식 Source 복원 또는 완전 이관,"Dangling includeBuild 0, Fresh clone plugin/BOM resolve",Empty Gradle home configuration + included build tests,1,cpf-tools/build/** ignore 보호,Source candidate and overlay gate prepared; acceptance runtime has not executed in this environment.,"Requires merged repository and/or Java25, frontend, DB or runtime stage defined in the Codex request.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-003,P0,GOVERNANCE,Current Work Request QA37 Primary 전환,Governance,완료,완료,cpf-docs/evidence/qa37/QA37_SOURCE_CLOSURE.json,QA37·EDU32·Manual135·Canonical/QA36/SELF 관계 명시,"존재 경로 100%, Primary/Child 관계 단일",Path existence + hierarchy lint,1,존재하지 않는 경로 Negative fixture,Overlay static/contract gate executed with exit code 0; no runtime success is implied.,,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-004,P0,EVIDENCE,latest exact-SHA Evidence 계약,Evidence,완료,재확인 필요,cpf-docs/evidence/qa37/QA37_SOURCE_CLOSURE.json,Two-phase source/result evidence와 final exact-SHA read-only evidence,"HEAD=origin/master=resultSha, clean tree, command/exit/output",Read-only exact SHA Gate,7,과거 SHA 승계 실패,Contract/source prepared; exact result SHA verification remains pending.,"Requires applied result SHA, final package/evidence or post-push clean-tree verification.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-005,P0,DOC_BOUNDARY,README·연결 Manual 보호 경계 사실 정합,Governance,완료,완료,cpf-docs/evidence/qa37/QA37_SOURCE_CLOSURE.json,해당 문서 비관여·별도 Stream 표시·개발 Overlay 제외,QA37 변경 목록에 README/연결 Guide 0건,Git diff allowlist gate,1,Protected doc 변경 시 fail,Overlay static/contract gate executed with exit code 0; no runtime success is implied.,,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-006,P0,STATUS,113건 완료 판정 재개방,QA,완료,완료,cpf-docs/evidence/qa37/QA37_SOURCE_CLOSURE.json,115건 전수 최신 Git 재판정,Requirement별 Source/API/SQL/Consumer/Test 상태 분리,Bidirectional trace review,1,완료행 Source Closure 강제,Overlay static/contract gate executed with exit code 0; no runtime success is implied.,,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-007,P0,CI,latest Commit CI Required Gate 실행,CI,완료,재확인 필요,.github/workflows/cpf-qa37-source-closure.yml,Java25·Frontend·Static DB Required CI 실행 가능화,Required jobs 모두 latest SHA에서 success,GitHub Actions exact SHA,7,workflow self-dirty 차단,Contract/source prepared; exact result SHA verification remains pending.,"Requires applied result SHA, final package/evidence or post-push clean-tree verification.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-008,P0,OVERLAY,Root Overlay Path Collision 방지,Packaging,완료,완료,cpf-docs/evidence/qa37/QA37_SOURCE_CLOSURE.json,Source path→target path 1:1 검증과 duplicate-content anomaly gate,"Root-relative path 일치, 모듈 build의 Root 오배치 0",Overlay apply to clean fixture + hash compare,1,동일 basename 오배치 Negative fixture,Overlay static/contract gate executed with exit code 0; no runtime success is implied.,,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-009,P0,SOURCE_OWNERSHIP,Product Source와 Tool 산출물 분리 집계,Architecture,완료,완료,cpf-docs/evidence/qa37/QA37_SOURCE_CLOSURE.json,Product/Test/Generated/Tool/Matrix/Evidence 별도 집계,Requirement 완료가 Product Source 또는 검증된 기존 Source와 연결,Change manifest classification review,1,Tool-only closure fail,Overlay static/contract gate executed with exit code 0; no runtime success is implied.,,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-010,P0,CODEX,Codex 검수 시점 통제,QA,완료,완료,cpf-docs/evidence/qa37/QA37_SOURCE_CLOSURE.json,QA37 개발·검증·사용자 Push 후 Codex 수행,Codex가 final exact SHA에서만 시작,Handover and review index check,1,P0 실패 시 Runtime 중단,Overlay static/contract gate executed with exit code 0; no runtime success is implied.,,1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-011,P0,EDU32,EDU 32 완료 상태 초기화,cpf-reference/Product Owners,완료,미검증,cpf-tools/governance/cpf-edu-executable-catalog.json|cpf-docs/quality/CPF_20260801_QA37_EDU32_SOURCE_MAPPING.csv|cpf-tools/scripts/verify-cpf-qa37-edu32-source-closure.py,EDU-001~032를 재확인 필요/미검증으로 시작,32행 상태 재개방,Merged root path/symbol/test inspection + targeted test,2,EDU negative fixture,Source candidate and overlay gate prepared; acceptance runtime has not executed in this environment.,"Requires merged repository and/or Java25, frontend, DB or runtime stage defined in the Codex request.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-012,P0,EDU32,개발 모드 Source Glob 실해석,cpf-reference/Product Owners,완료,미검증,cpf-tools/governance/cpf-edu-executable-catalog.json|cpf-docs/quality/CPF_20260801_QA37_EDU32_SOURCE_MAPPING.csv|cpf-tools/scripts/verify-cpf-qa37-edu32-source-closure.py,Source/Test/Public Contract를 release 전에도 resolve,존재하지 않는 경로 즉시 실패,Merged root path/symbol/test inspection + targeted test,2,EDU negative fixture,Source candidate and overlay gate prepared; acceptance runtime has not executed in this environment.,"Requires merged repository and/or Java25, frontend, DB or runtime stage defined in the Codex request.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-013,P0,EDU32,Class·Method·Bean Mapping,cpf-reference/Product Owners,완료,미검증,cpf-tools/governance/cpf-edu-executable-catalog.json|cpf-docs/quality/CPF_20260801_QA37_EDU32_SOURCE_MAPPING.csv|cpf-tools/scripts/verify-cpf-qa37-edu32-source-closure.py,각 EDU의 실제 실행 Symbol 기록,32개 모두 Symbol 존재,Merged root path/symbol/test inspection + targeted test,2,EDU negative fixture,Source candidate and overlay gate prepared; acceptance runtime has not executed in this environment.,"Requires merged repository and/or Java25, frontend, DB or runtime stage defined in the Codex request.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-014,P0,EDU32,실제 cpf-reference Consumer,cpf-reference/Product Owners,완료,미검증,cpf-tools/governance/cpf-edu-executable-catalog.json|cpf-docs/quality/CPF_20260801_QA37_EDU32_SOURCE_MAPPING.csv|cpf-tools/scripts/verify-cpf-qa37-edu32-source-closure.py,Public API/SPI 소비 코드 확인·보완,Consumer 없는 EDU 0,Merged root path/symbol/test inspection + targeted test,2,EDU negative fixture,Source candidate and overlay gate prepared; acceptance runtime has not executed in this environment.,"Requires merged repository and/or Java25, frontend, DB or runtime stage defined in the Codex request.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-015,P0,EDU32,표준 Job Pack Consumer,cpf-reference/Product Owners,완료,미검증,cpf-tools/governance/cpf-edu-executable-catalog.json|cpf-docs/quality/CPF_20260801_QA37_EDU32_SOURCE_MAPPING.csv|cpf-tools/scripts/verify-cpf-qa37-edu32-source-closure.py,Batch EDU를 허용 Job Pack에 구현,Tasklet/Chunk/HA 등 실제 Job 존재,Merged root path/symbol/test inspection + targeted test,2,EDU negative fixture,Source candidate and overlay gate prepared; acceptance runtime has not executed in this environment.,"Requires merged repository and/or Java25, frontend, DB or runtime stage defined in the Codex request.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
QA37-REQ-016,P0,EDU32,기존 Source 재사용 근거,cpf-reference/Product Owners,완료,미검증,cpf-tools/governance/cpf-edu-executable-catalog.json|cpf-docs/quality/CPF_20260801_QA37_EDU32_SOURCE_MAPPING.csv|cpf-tools/scripts/verify-cpf-qa37-edu32-source-closure.py,재사용별 Source·Class·Method·Test·SHA 기록,근거 없는 재사용 0,Merged root path/symbol/test inspection + targeted test,2,EDU negative fixture,Source candidate and overlay gate prepared; acceptance runtime has not executed in this environment.,"Requires merged repository and/or Java25, frontend, DB or runtime stage defined in the Codex request.",1edd96c6dcc69b0b4d6e9e22a0709d910d7cfb04,PENDING_USER_APPLY_COMMIT_PUSH
