path,change_type,category,sha256_before,sha256_after,bytes_before,bytes_after,source_identity
cpf-admin/src/main/java/com/cpf/admin/approval/controller/AdmApprovalController.java,MODIFY,ADM_BACKOFFICE,02418e18faf19f55c4cfae7d56f599d866d070acd985d5e551c0ff7eb74aa94e,657ad1799eb529aa157e84a005a588d1f7cb09e397cdf793183d540a43107900,5396,5367,79264c2975bd0b8504a0e2f8ec375070c08699ebcb512e26323d90d7e39490fb
cpf-admin/src/main/java/com/cpf/admin/opr/capability/AdmCapabilityManagementController.java,MODIFY,ADM_BACKOFFICE,1154dabc40a973a59bf99c00a15a86b2b3fc7d3306e4833f5f1bdc32bc122575,f199218c82271c1fa02efb062c580ea6df308348be3b47e83f2b74c2ea960493,11110,11093,79264c2975bd0b8504a0e2f8ec375070c08699ebcb512e26323d90d7e39490fb
cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmOperationPermissionProjectionService.java,MODIFY,ADM_BACKOFFICE,e174a4ffb2f871f797a20a299965dbfa122d9f9cd899ed7062e8fc92f4685e16,2a23d1d551aabf46fd12a1b89a7fa56eeb58afac1edb69137a5055505b9ef532,6636,6633,79264c2975bd0b8504a0e2f8ec375070c08699ebcb512e26323d90d7e39490fb
cpf-admin/src/main/java/com/cpf/admin/opr/service/AdmSessionService.java,MODIFY,ADM_BACKOFFICE,8fdae7458ea45181cc9df6cc45e30bcdd1cbb30f886ed2ec79578430f9836da4,63c72d6317788e178fb98253051ce30933c1079571ca38c4c1798ca78651e401,19831,19829,79264c2975bd0b8504a0e2f8ec375070c08699ebcb512e26323d90d7e39490fb
cpf-backoffice-web/src/main/java/com/cpf/backoffice/web/shared/routing/BackofficeOperationRouteCatalog.java,MODIFY,ADM_BACKOFFICE,c0fdf699556541535d1ee4af7bcb75c58357a3f99acf2a576ad0927921c36822,38c3e789f2ccec59d039eae546bc5b166cc22b32cfb3abec09c2fe825eaf3f02,3326,3316,79264c2975bd0b8504a0e2f8ec375070c08699ebcb512e26323d90d7e39490fb
cpf-batch/agent/bin/run.ps1,ADD,BATCH_RUNTIME_PROFILE_SHELL,,d387a58f845e061001ab754b0a268756ba11e055e99976713add0b1f096db8ff,0,2950,79264c2975bd0b8504a0e2f8ec375070c08699ebcb512e26323d90d7e39490fb
cpf-batch/agent/bin/run.sh,ADD,BATCH_RUNTIME_PROFILE_SHELL,,7adca0041e4a1a9ccbff939a345e98e6c784b2434b748f6b3aececf65daa2f7f,0,2372,79264c2975bd0b8504a0e2f8ec375070c08699ebcb512e26323d90d7e39490fb
cpf-batch/agent/bin/stop.ps1,ADD,BATCH_RUNTIME_PROFILE_SHELL,,60a971daaf9b091883589e3b1ba1cae4f4fdb26ecc22edfd7f26bd1bbfe533bd,0,1271,79264c2975bd0b8504a0e2f8ec375070c08699ebcb512e26323d90d7e39490fb
cpf-batch/agent/bin/stop.sh,ADD,BATCH_RUNTIME_PROFILE_SHELL,,e12e2e425e9a416a66369adef03cf43a151e5116caa6505b3d04e654ddcc559d,0,948,79264c2975bd0b8504a0e2f8ec375070c08699ebcb512e26323d90d7e39490fb
cpf-batch/agent/src/main/resources/application-dev.yml,ADD,BATCH_RUNTIME_PROFILE_SHELL,,a1029acdf7d0e098ecacc18d6991188b48d8b581b7a794fbbc030d19433b6b87,0,216,79264c2975bd0b8504a0e2f8ec375070c08699ebcb512e26323d90d7e39490fb
