source_path,classification,replacement_path,requirement_id,delete_status,protected_check
cpf-core/src/main/java/com/cpf/core/api/util/CpfAttributes.java,MOVE_FOUNDATION,cpf-foundation/src/main/java/com/cpf/core/api/util/CpfAttributes.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfClock.java,MOVE_FOUNDATION,cpf-foundation/src/main/java/com/cpf/core/api/util/CpfClock.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfDates.java,MOVE_FOUNDATION,cpf-foundation/src/main/java/com/cpf/core/api/util/CpfDates.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfDecimals.java,MOVE_FOUNDATION,cpf-foundation/src/main/java/com/cpf/core/api/util/CpfDecimals.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfIds.java,MOVE_FOUNDATION,cpf-foundation/src/main/java/com/cpf/core/api/util/CpfIds.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfLists.java,MOVE_FOUNDATION,cpf-foundation/src/main/java/com/cpf/core/api/util/CpfLists.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfMaps.java,MOVE_FOUNDATION,cpf-foundation/src/main/java/com/cpf/core/api/util/CpfMaps.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfNumbers.java,MOVE_FOUNDATION,cpf-foundation/src/main/java/com/cpf/core/api/util/CpfNumbers.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfStrings.java,MOVE_FOUNDATION,cpf-foundation/src/main/java/com/cpf/core/api/util/CpfStrings.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfTimes.java,MOVE_FOUNDATION,cpf-foundation/src/main/java/com/cpf/core/api/util/CpfTimes.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfValidation.java,MOVE_FOUNDATION,cpf-foundation/src/main/java/com/cpf/core/api/util/CpfValidation.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfValues.java,MOVE_FOUNDATION,cpf-foundation/src/main/java/com/cpf/core/api/util/CpfValues.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfFiles.java,MOVE_CAPABILITY,cpf-starters/file/attachment/src/main/java/com/cpf/core/api/util/CpfFiles.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfHashes.java,MOVE_CAPABILITY,cpf-starters/security/secret/src/main/java/com/cpf/core/api/util/CpfHashes.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java,MOVE_CAPABILITY,cpf-starters/profiles/web-api/src/main/java/com/cpf/core/api/util/CpfHeaders.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfJson.java,MOVE_CAPABILITY,cpf-starters/foundation/base/src/main/java/com/cpf/core/api/util/CpfJson.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/api/util/CpfPages.java,REMOVE_CANDIDATE,cpf-core/src/main/java/com/cpf/core/api/page/CpfPage.java,NXT-UTIL-001,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/internal/broker/CpfBrokerClientAdapter.java,MOVE_CAPABILITY,cpf-starters/foundation/base/src/main/java/com/cpf/starter/foundation/base/internal/broker/CpfBrokerClientAdapter.java,NXT-ARCH-002,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/internal/locking/DefaultCpfLockManager.java,MOVE_CAPABILITY,cpf-starters/data/lock-valkey/src/main/java/com/cpf/starter/data/lock/valkey/internal/DefaultCpfLockManager.java,NXT-ARCH-002,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/internal/state/InMemoryCpfStateStore.java,MOVE_CAPABILITY,cpf-starters/foundation/base/src/main/java/com/cpf/starter/foundation/base/internal/state/InMemoryCpfStateStore.java,NXT-ARCH-002,PENDING_USER_APPROVAL,PASS
cpf-core/src/main/java/com/cpf/core/common/execution/CpfExecutionCatalogRepository.java,MOVE_PROVIDER,cpf-starters/data/persistence-jdbc/src/main/java/com/cpf/core/common/execution/CpfExecutionCatalogRepository.java,NXT-ARCH-002,PENDING_USER_APPROVAL,PASS
