path,status,reason,protected
cpf-admin/frontend/e2e/integration-closure-r6.spec.ts,READY_TO_DELETE,현행 integration-closure.spec.ts로 안정 이름 currentization 완료,N
cpf-admin/frontend/scripts/test-r6-runtime-route-contract.mjs,READY_TO_DELETE,더 강한 canonical route/generated-client contract gate로 대체된 중복 R6 test를 제거,N
cpf-admin/frontend/src/generated/orval/model/admAuthLogoutParams.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admAuthMeParams.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admCacheControlRequest.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/admCacheEvictKeyRequest.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admCacheEvictNamespaceRequest.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admCacheReconcileRequest.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admCacheRefreshParams.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admChannelRefreshSnapshotParams.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/admDynamicLogLevelRegisterParams.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admDynamicLogLevelRemoveParams.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admFeatureFlagDecisionRequest.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/admFeatureFlagKillSwitchRequest.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/admFeatureFlagOverrideRequest.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/admFeatureFlagSetKillSwitchParams.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admFeatureFlagSetKillSwitchRequest.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admFileJobApplyRequest.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admFileJobCancelRequest.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admFileJobResolveUnknownRequest.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admFileJobRetryRequest.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admFileJobRollbackRequest.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admIntegrationCorrectionApprovalRequest.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/admIntegrationCorrectionExecutionRequest.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/admIntegrationDataQualityReplayParams.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/admIntegrationRecord.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/admResilienceDecisionRequest.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/admResiliencePolicyRequest.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/admSecretRotateRequest.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-admin/frontend/src/generated/orval/model/admServiceRegistryChangeInstanceStateRequest.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/cpfLogLevel.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/cpfRuntimeActualState.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/cpfTabularFormat.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/instanceCommand.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/recoveryTarget.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-admin/frontend/src/generated/orval/model/unknownResolution.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-biz-admin/frontend/src/generated/orval/model/bzaAuthChangePasswordParams.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-biz-admin/frontend/src/generated/orval/model/bzaAuthMeParams.ts,READY_TO_DELETE,현재 canonical OpenAPI/Orval 재생성 결과에서 제거된 stale generated model이며 실제 Consumer가 없음,N
cpf-biz-admin/frontend/src/generated/orval/model/bzaBackofficeActApprovalRequest.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-biz-admin/frontend/src/generated/orval/model/bzaBackofficeCreateApprovalRequest.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-biz-admin/frontend/src/generated/orval/model/bzaBackofficeFindApprovalsParams.ts,READY_TO_DELETE,현재 OpenAPI/Orval public contract에서 제거된 operation/schema의 stale generated artifact이며 canonical regeneration 결과에는 존재하지 않음,N
cpf-docs/governance/history/CPF_DOMAIN_LIFECYCLE_HISTORY.csv,READY_TO_DELETE,필요한 현재 결정은 canonical governance 문서에 병합되었으며 Git history 비의존 정책에 따라 과거 ledger를 제거,N
cpf-docs/governance/history/CPF_QA_DOCUMENT_HISTORY_LEDGER.csv,READY_TO_DELETE,필요한 현재 결정은 canonical governance 문서에 병합되었으며 Git history 비의존 정책에 따라 과거 ledger를 제거,N
cpf-docs/governance/history/CPF_STARTER_ARCHITECTURE_DECISION_LEDGER.csv,READY_TO_DELETE,필요한 현재 결정은 canonical governance 문서에 병합되었으며 Git history 비의존 정책에 따라 과거 ledger를 제거,N
cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md,READY_TO_DELETE,세대형 legal artifact를 안정된 THIRD_PARTY_NOTICES.md로 currentize하여 구 파일을 제거,N
