path,classification,forbidden_imports
cpf-core/src/main/java/com/cpf/core/api/admin/CpfOwnerAdminCommand.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/admin/CpfOwnerAdminOperationsPort.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/admin/CpfOwnerAdminQuery.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/ai/CpfAiOperations.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/ai/CpfAiPolicy.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/ai/CpfAiProvider.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/ai/CpfAiRequest.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/ai/CpfAiResponse.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/ai/CpfAiRisk.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/ai/CpfAiUsage.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/archive/CpfArchiveChecksum.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/archive/CpfArchiveEntry.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/archive/CpfArchiveFormat.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/archive/CpfArchivePolicy.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/archive/CpfArchiveRequest.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/archive/CpfArchiveResult.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/archive/CpfArchives.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/archive/CpfArchiveService.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/archive/CpfExtractedArchiveEntry.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/attachment/CpfAttachmentContent.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/attachment/CpfAttachmentStoragePort.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/attachment/CpfAttachmentStream.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/attachment/CpfMultipartUpload.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/attachment/CpfObjectStorageMetadata.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/attachment/CpfObjectStorageOperations.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/attachment/CpfObjectStorageRequest.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/attachment/CpfStoredAttachment.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/base/CpfApplicationFacade.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/base/CpfBaseController.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/base/CpfBaseService.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/base/CpfCommand.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/base/CpfQuery.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/base/CpfRepositoryPort.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/base/CpfRequest.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/base/CpfResponse.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchEvent.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchEventPublisher.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchEventType.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchExecutionRequest.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchExecutionResult.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchLogPaths.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationType.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOwnerUnknownResultException.java,KEEP_CORE,
cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java,KEEP_CORE,
