execution_order,requirement_id,phase_id,phase_name,work_package_id,priority,owner_module,requirement_group,capability,feature,function_type,predecessor_phase_ids,prerequisite_requirement_ids,blocking_phase_gate_id,parallel_execution_rule,change_freeze_rule,development_status,verification_status
07-00015129,CPF-FR-015129,P07,Gateway·Batch·Messaging·외부연계·운영 Runtime,P07-BATCH-SPRING-BATCH,P0,cpf-batch,BATCH,Spring Batch,Conditional Flow,OPERATIONS,P05;P06,CPF-GATE-06,CPF-GATE-07,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
07-00015131,CPF-FR-015131,P07,Gateway·Batch·Messaging·외부연계·운영 Runtime,P07-BATCH-SPRING-BATCH,P0,cpf-batch,BATCH,Spring Batch,Conditional Flow,COMPATIBILITY,P05;P06,CPF-GATE-06,CPF-GATE-07,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
07-00015133,CPF-FR-015133,P07,Gateway·Batch·Messaging·외부연계·운영 Runtime,P07-BATCH-SPRING-BATCH,P0,cpf-batch,BATCH,Spring Batch,Parallel Step,CONTRACT,P05;P06,CPF-GATE-06,CPF-GATE-07,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
07-00015134,CPF-FR-015134,P07,Gateway·Batch·Messaging·외부연계·운영 Runtime,P07-BATCH-SPRING-BATCH,P0,cpf-batch,BATCH,Spring Batch,Parallel Step,IMPLEMENTATION,P05;P06,CPF-GATE-06,CPF-GATE-07,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
07-00015135,CPF-FR-015135,P07,Gateway·Batch·Messaging·외부연계·운영 Runtime,P07-BATCH-SPRING-BATCH,P0,cpf-batch,BATCH,Spring Batch,Parallel Step,STATE_DATA,P05;P06,CPF-GATE-06,CPF-GATE-07,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
07-00015136,CPF-FR-015136,P07,Gateway·Batch·Messaging·외부연계·운영 Runtime,P07-BATCH-SPRING-BATCH,P0,cpf-batch,BATCH,Spring Batch,Parallel Step,SECURITY,P05;P06,CPF-GATE-06,CPF-GATE-07,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
07-00015137,CPF-FR-015137,P07,Gateway·Batch·Messaging·외부연계·운영 Runtime,P07-BATCH-SPRING-BATCH,P0,cpf-batch,BATCH,Spring Batch,Parallel Step,OPERATIONS,P05;P06,CPF-GATE-06,CPF-GATE-07,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
07-00015139,CPF-FR-015139,P07,Gateway·Batch·Messaging·외부연계·운영 Runtime,P07-BATCH-SPRING-BATCH,P0,cpf-batch,BATCH,Spring Batch,Parallel Step,COMPATIBILITY,P05;P06,CPF-GATE-06,CPF-GATE-07,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
07-00015141,CPF-FR-015141,P07,Gateway·Batch·Messaging·외부연계·운영 Runtime,P07-BATCH-SPRING-BATCH,P0,cpf-batch,BATCH,Spring Batch,Partition,CONTRACT,P05;P06,CPF-GATE-06,CPF-GATE-07,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
07-00015142,CPF-FR-015142,P07,Gateway·Batch·Messaging·외부연계·운영 Runtime,P07-BATCH-SPRING-BATCH,P0,cpf-batch,BATCH,Spring Batch,Partition,IMPLEMENTATION,P05;P06,CPF-GATE-06,CPF-GATE-07,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
07-00015143,CPF-FR-015143,P07,Gateway·Batch·Messaging·외부연계·운영 Runtime,P07-BATCH-SPRING-BATCH,P0,cpf-batch,BATCH,Spring Batch,Partition,STATE_DATA,P05;P06,CPF-GATE-06,CPF-GATE-07,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
