old_directory,new_directory,reason
CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2,CX-PATH-01-98b974f2,Windows 프로젝트 루트 상대경로 200자 제한 준수; Codex/QA 상태는 변경하지 않고 파일 경로만 축약
CX-05-F160-MARIADB-V136-LIFECYCLE,CX-PATH-02-805f0aae,Windows 프로젝트 루트 상대경로 200자 제한 준수; Codex/QA 상태는 변경하지 않고 파일 경로만 축약
CX-05-F162-F163-F168-MARIADB-V135-LIFECYCLE,CX-PATH-03-209317be,Windows 프로젝트 루트 상대경로 200자 제한 준수; Codex/QA 상태는 변경하지 않고 파일 경로만 축약
CX-05-F162-F163-F168-MARIADB-V135-LIFECYCLE-RERUN1,CX-PATH-04-c8b437db,Windows 프로젝트 루트 상대경로 200자 제한 준수; Codex/QA 상태는 변경하지 않고 파일 경로만 축약
CX-05-F162-F163-F168-MARIADB-V135-LIFECYCLE-RERUN2,CX-PATH-05-d6ab9e40,Windows 프로젝트 루트 상대경로 200자 제한 준수; Codex/QA 상태는 변경하지 않고 파일 경로만 축약
CX-05-F162-F163-F168-MARIADB-V135-LIFECYCLE-RERUN3,CX-PATH-06-78405b86,Windows 프로젝트 루트 상대경로 200자 제한 준수; Codex/QA 상태는 변경하지 않고 파일 경로만 축약
CX-05-F162-MARIADB-LIFECYCLE-RERUN1,CX-PATH-07-106ce721,Windows 프로젝트 루트 상대경로 200자 제한 준수; Codex/QA 상태는 변경하지 않고 파일 경로만 축약
CX-05-F163-MARIADB-LIFECYCLE-RERUN2,CX-PATH-08-a542fbaf,Windows 프로젝트 루트 상대경로 200자 제한 준수; Codex/QA 상태는 변경하지 않고 파일 경로만 축약
CX-05-F163-MARIADB-LIFECYCLE-RERUN3,CX-PATH-09-d4afbdae,Windows 프로젝트 루트 상대경로 200자 제한 준수; Codex/QA 상태는 변경하지 않고 파일 경로만 축약
CX-05-F165-MARIADB-LIFECYCLE-RERUN4,CX-PATH-10-4a2d706f,Windows 프로젝트 루트 상대경로 200자 제한 준수; Codex/QA 상태는 변경하지 않고 파일 경로만 축약
CX-05-F167-MARIADB-LIFECYCLE-RERUN5,CX-PATH-11-e6aaffda,Windows 프로젝트 루트 상대경로 200자 제한 준수; Codex/QA 상태는 변경하지 않고 파일 경로만 축약
CX-05-F178-F205-POSTGRESQL-V136-LIFECYCLE-RERUN6,CX-PATH-12-b8feb499,Windows 프로젝트 루트 상대경로 200자 제한 준수; Codex/QA 상태는 변경하지 않고 파일 경로만 축약
CX-05-F206-F208-F211-F216-F217-F219-F221-F224-F225-F226-F227-F228-F229-F230-F231-F232-F236-F237-F244-F245-F246-F247-F248-F249-F250-F251-CP-TWO-WORKER-RUNTIME-RERUN27,CX-PATH-13-b5ddc658,Windows 프로젝트 루트 상대경로 200자 제한 준수; Codex/QA 상태는 변경하지 않고 파일 경로만 축약
