path,reason,approved,precondition,lifecycle,user_execution_required,replacement_path,user_approved,user_approval_ref,user_approved_at
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F218-TWO-WORKER-RUNTIME-RERUN3/two-worker/processes/bat-smoke-worker-1/worker.stderr.log,RT-01 repository-resident raw process/runtime log is noncanonical evidence and must be regenerated only outside the repository,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:36:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F218-TWO-WORKER-RUNTIME-RERUN3/two-worker/processes/bat-smoke-worker-1/worker.stdout.log,RT-01 repository-resident raw process/runtime log is noncanonical evidence and must be regenerated only outside the repository,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:36:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F218-TWO-WORKER-RUNTIME-RERUN3/two-worker/processes/bat-smoke-worker-2/worker.stderr.log,RT-01 repository-resident raw process/runtime log is noncanonical evidence and must be regenerated only outside the repository,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:36:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F218-TWO-WORKER-RUNTIME-RERUN3/two-worker/processes/bat-smoke-worker-2/worker.stdout.log,RT-01 repository-resident raw process/runtime log is noncanonical evidence and must be regenerated only outside the repository,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:36:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F218-TWO-WORKER-RUNTIME-RERUN3/two-worker/processes/logs/cpf-runtime/bat-smoke-instance-1/runtime.log,RT-01 repository-resident raw process/runtime log is noncanonical evidence and must be regenerated only outside the repository,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:36:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F218-TWO-WORKER-RUNTIME-RERUN3/two-worker/processes/logs/cpf-runtime/bat-smoke-instance-2/runtime.log,RT-01 repository-resident raw process/runtime log is noncanonical evidence and must be regenerated only outside the repository,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:36:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F220-TWO-WORKER-RUNTIME-RERUN5/two-worker/processes/bat-smoke-worker-1/worker.stderr.log,RT-01 repository-resident raw process/runtime log is noncanonical evidence and must be regenerated only outside the repository,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:36:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F220-TWO-WORKER-RUNTIME-RERUN5/two-worker/processes/bat-smoke-worker-1/worker.stdout.log,RT-01 repository-resident raw process/runtime log is noncanonical evidence and must be regenerated only outside the repository,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:36:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F220-TWO-WORKER-RUNTIME-RERUN5/two-worker/processes/bat-smoke-worker-2/worker.stderr.log,RT-01 repository-resident raw process/runtime log is noncanonical evidence and must be regenerated only outside the repository,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:36:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F206-F208-F211-F216-F217-F219-F220-TWO-WORKER-RUNTIME-RERUN5/two-worker/processes/bat-smoke-worker-2/worker.stdout.log,RT-01 repository-resident raw process/runtime log is noncanonical evidence and must be regenerated only outside the repository,true,SATISFIED,PENDING_USER_EXECUTION,true,,true,USER-20260826-FINAL-1PCT,2026-08-26T13:36:00+09:00
