path,action,requirement_ids,size_bytes,sha256,baseline_sha,protected_path,notes
build.gradle,ADD_OR_REPLACE,FDEV-025,112173,47722e5bcebfed4c668583ed32f9d8b4c5dd7ab8982a9692348312612fa78768,a8be27a34bdac0b7c075e06d6e86571244c96421,N,No deletion; root-relative overlay payload
cpf-admin/frontend/openapi/cpf-openapi.json,ADD_OR_REPLACE,FDEV-016,408501,22d22c4f6a74c436b2ac9f5eb663341e2b66027e2cf2ae92d4e8da6828cf27b8,a8be27a34bdac0b7c075e06d6e86571244c96421,N,No deletion; root-relative overlay payload
cpf-admin/frontend/scripts/enrich-adm-openapi-contract.mjs,ADD_OR_REPLACE,FDEV-016,27564,e50d62413bbcf87e4be1c964b8b77ee79cc9685e77a71bd25e641c1fca67a562,a8be27a34bdac0b7c075e06d6e86571244c96421,N,No deletion; root-relative overlay payload
cpf-admin/frontend/scripts/write-operation-contract.mjs,ADD_OR_REPLACE,FDEV-016,4461,0232af21dc3a812a5991007a5e0c40e77f92fdee1c2a36ae031682aa0568f5b9,a8be27a34bdac0b7c075e06d6e86571244c96421,N,No deletion; root-relative overlay payload
cpf-admin/frontend/scripts/write-route-operation-contract.mjs,ADD_OR_REPLACE,FDEV-016,7039,bee10a3fb5bc4d551f1a3659841c69e4458cdd08536f04f66ab8d95bf7ee261a,a8be27a34bdac0b7c075e06d6e86571244c96421,N,No deletion; root-relative overlay payload
cpf-admin/frontend/src/app/routes.ts,ADD_OR_REPLACE,FDEV-016,39109,2bfc735b336cc2f0bc9e0c409e4fa328ef831c7c3ce0a239164aa74f3b2c840e,a8be27a34bdac0b7c075e06d6e86571244c96421,N,No deletion; root-relative overlay payload
cpf-admin/frontend/src/features/approvals/ApprovalsPage.vue,ADD_OR_REPLACE,FDEV-016,13021,d2de81ea59b50815f3161278e63c4248ec52d165ee8665c09402d06b042e9537,a8be27a34bdac0b7c075e06d6e86571244c96421,N,No deletion; root-relative overlay payload
cpf-admin/frontend/src/features/integration-closure/IntegrationClosurePage.vue,ADD_OR_REPLACE,"FDEV-014,FDEV-016",12796,ca04e45f857761af422939f145197ac361343b90b6e871ae344d2b5bf52fc0d7,a8be27a34bdac0b7c075e06d6e86571244c96421,N,No deletion; root-relative overlay payload
cpf-admin/frontend/src/features/integration-closure/integrationClosureApi.test.ts,ADD_OR_REPLACE,"FDEV-014,FDEV-016",2054,98d922751603caa1535adc295da03a066c1d37f8fd18f8505d764df63380ba83,a8be27a34bdac0b7c075e06d6e86571244c96421,N,No deletion; root-relative overlay payload
cpf-admin/frontend/src/features/integration-closure/integrationClosureApi.ts,ADD_OR_REPLACE,"FDEV-014,FDEV-016",2229,94d5d5caf7cb88a2aaf0cde7787edee810cb99928701b5baf23f95cbfe5b21c7,a8be27a34bdac0b7c075e06d6e86571244c96421,N,No deletion; root-relative overlay payload
cpf-admin/frontend/src/features/integration-closure/integrationClosureIdempotency.test.ts,ADD_OR_REPLACE,"FDEV-014,FDEV-016",3221,eefd7a658d4f1ce2b80c24526d4989fc2e8a9a55f3c2fe9927adf4352bd67284,a8be27a34bdac0b7c075e06d6e86571244c96421,N,No deletion; root-relative overlay payload
cpf-admin/frontend/src/features/integration-closure/integrationClosureIdempotency.ts,ADD_OR_REPLACE,"FDEV-014,FDEV-016",4275,ec7184c539affb13700bfb9a5aebf2b4317ebdad07b66a04ccb3f60ef8096087,a8be27a34bdac0b7c075e06d6e86571244c96421,N,No deletion; root-relative overlay payload
