file_path,file_type,size_bytes,sha256,source_session,change_status,related_exact_id_ref,related_request_id_ref,verification_result
cpf-admin/frontend/playwright.config.ts,TS,1847,ded53cf344d711086db4b13154b024bb6fb85c655df20e00a186b69a308404e2,,FINAL_PACKAGE,,,HASHED
cpf-admin/frontend/src/app/methods/integrationClosureMethods.ts,TS,1354,a2467c63913fc60b9c69e56747b522b3063382fe05ba4df87bc80154773f2398,,FINAL_PACKAGE,,,HASHED
cpf-admin/frontend/src/app/methods/routeClosureMethods.ts,TS,14795,8646b1b0032832b30a029eda6ef22db94b11736e055bbcc6bd401d334205ec88,,FINAL_PACKAGE,,,HASHED
cpf-admin/frontend/src/generated/integrationClosureApi.ts,TS,2012,2ba5c8afa01b62d4c2a8809d5e240385daa7b77c78818125b74276a3300f4b9b,,FINAL_PACKAGE,,,HASHED
cpf-admin/frontend/src/state/createAdmState.ts,TS,22909,b2650e409851e6956135b5ea84476fe3f841b4be17b9f54f9330021d91196492,,FINAL_PACKAGE,,,HASHED
cpf-admin/frontend/src/stores/admConsoleStore.ts,TS,6671,a4d110f8da4a4bb9c2f1665874f8754abd485141d70eb37f8dd9772d8772b925,,FINAL_PACKAGE,,,HASHED
cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmIntegrationClosureController.java,JAVA,3572,f5aa5dde064dac12a3952e2e6e8d6ab5d6d8b721580c1df235c18b99f90a1b0e,,FINAL_PACKAGE,,,HASHED
cpf-admin/src/main/java/com/cpf/admin/opr/integration/AdmIntegrationClosureService.java,JAVA,1565,cb3ee7f9e9dad4d39e83ace8e022c8361195e0a6f1435f29b24b19a4547fa7c5,,FINAL_PACKAGE,,,HASHED
cpf-common/src/main/java/com/cpf/common/data/encryption/CpfProtectedRecordService.java,JAVA,2013,365e222fd46c8d11687d44684c7c6e9ab4d2842f39dc0c5949c85f1864efc0ee,,FINAL_PACKAGE,,,HASHED
cpf-common/src/main/java/com/cpf/common/data/encryption/DefaultCpfFieldEncryptionOperations.java,JAVA,3688,58c962dd360c1433b64c277a5843f4d942bfce918a6e5cc8faf1c25ba7f196b0,,FINAL_PACKAGE,,,HASHED
cpf-common/src/main/java/com/cpf/common/data/quality/InMemoryCpfDataQualityOperations.java,JAVA,4594,8c5dacc5addd8cebb085e8cfb0c8539bfd76e95ae2401828aeae14fb40bd5370,,FINAL_PACKAGE,,,HASHED
cpf-common/src/main/java/com/cpf/common/security/crypto/JceCpfCryptoOperations.java,JAVA,6621,269506879a194c6b94ba2b2bf15e9c74ca6419fdbad80ec97898488a0ef8e751,,FINAL_PACKAGE,,,HASHED
cpf-common/src/main/java/com/cpf/common/time/CpfLeaseTimeService.java,JAVA,1398,e0e3c165c80ef24071d793e26246ecd9b2ead5c63d59902007795e1b795ff690,,FINAL_PACKAGE,,,HASHED
cpf-common/src/main/java/com/cpf/common/time/DeterministicCpfTimeOperations.java,JAVA,827,2a9c1cd8726d786db26a89efb8304e9c023aff21b68265019670a05f94a6bb45,,FINAL_PACKAGE,,,HASHED
cpf-common/src/main/java/com/cpf/common/time/SystemCpfTimeOperations.java,JAVA,1054,c046b009a058b0f439cfda91afde72e69efd43aa0ad9cdda75c0a8e884a36d1c,,FINAL_PACKAGE,,,HASHED
cpf-core/src/main/java/com/cpf/core/api/data/encryption/CpfEncryptedField.java,JAVA,482,602a17455cd495eb96e0ede6e117df1645964ebf7d020187b9fbd7c8e6554abb,,FINAL_PACKAGE,,,HASHED
cpf-core/src/main/java/com/cpf/core/api/data/encryption/CpfFieldClassification.java,JAVA,141,3db9dbbbfd9af7f042553d762db6d25bfe9a3aaeed69c77fb53e30f6097143ee,,FINAL_PACKAGE,,,HASHED
cpf-core/src/main/java/com/cpf/core/api/data/encryption/CpfFieldEncryptionOperations.java,JAVA,506,4db7ae86dfa4b3609e940297aeb1956be4d5fd5bc13ee67e0a41be3219ae86f6,,FINAL_PACKAGE,,,HASHED
cpf-core/src/main/java/com/cpf/core/api/data/quality/CpfDataQualityDecision.java,JAVA,406,da918eee457bc6cec2d17ef6701e1f88ab0538ce866fa611b1a1c9525dbc49cf,,FINAL_PACKAGE,,,HASHED
