work_item_id,canonical_requirement_id,domain_file,priority,owner,work_type,axis,axis_title,canonical_goal,mandatory_results,implementation_proposals,scenario_classes,applicable_gates,standards,dependencies,baseline_sha,development_status,verification_status,evidence_ref,open_issue,next_action
CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP,CMN-EXTENSION,20_COMMON_DATA_DB_PART_01.md,P2,cpf-common,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,고객 Header·User Context·Validation·Error Mapping·Masking·Audit·Web Client 정책을 cpf-core SPI 위에서 확장하며 기술 Engine을 중복 소유하지 않는다.,"Canonical Owner Module·Package·State Owner와 실제 Consumer를 코드 기준으로 확정한다. || Public API·SPI·Internal, 입력·출력·오류·lifecycle·thread-safety·version 계약을 정의한다. || 역방향/순환 의존, Internal 참조, 선택 OSS type 노출, Dual Primary와 owner 없는 공통기능을 제거 또는 이관 대상으로 등록한다. || Local/Remote/Async/Batch 등 적용 topology에서 계약 동등성과 trust boundary를 정의한다.",기존 정식 Package와 Contract를 우선 재사용하고 새 Module은 실제 Owner가 없을 때만 제안한다. || 복잡한 기술 세부는 Internal로 숨기고 고객 확장 지점만 안정 SPI로 노출한다.,contract compatibility;unsupported capability;invalid configuration;internal access negative fixture,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF,,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER,CMN-EXTENSION,20_COMMON_DATA_DB_PART_01.md,P2,cpf-common,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,고객 Header·User Context·Validation·Error Mapping·Masking·Audit·Web Client 정책을 cpf-core SPI 위에서 확장하며 기술 Engine을 중복 소유하지 않는다.,"Interface/DTO/Marker가 아닌 안전한 기본 구현·Provider·AutoConfiguration·상태 저장을 제공한다. || Bean/Route/SQL/API/Frontend/Script를 실제 Product Consumer 호출 경로에 연결한다. || 설정 safe default, validation, capability detection, lifecycle start/stop와 resource cleanup을 구현한다. || Consumer 없는 추상화나 Sample-only 구현이면 완료하지 않고 실제 Consumer 연결 또는 통합/폐기 후보로 처리한다.",Leaf Starter와 조건부 AutoConfiguration을 사용해 선택하지 않은 Runtime 의존을 유입하지 않는다. || 제품 Consumer와 Reference Consumer를 분리하되 동일 Public Contract를 사용한다.,normal consumer flow;missing provider;invalid property;startup/shutdown;resource cleanup,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE,CMN-EXTENSION,20_COMMON_DATA_DB_PART_01.md,P2,cpf-common,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,고객 Header·User Context·Validation·Error Mapping·Masking·Audit·Web Client 정책을 cpf-core SPI 위에서 확장하며 기술 Engine을 중복 소유하지 않는다.,"연결 CPF-FR Requirement와 CPF-SC Scenario를 논리 원장에서 전수 추출해 이 Work Package에 매핑한다. || 목표 환경을 먼저 실제 실행하고, 불가능할 때 최대 대체검증과 남은 실제 Runtime 차이를 분리한다. || 각 Scenario에 Test Method·Assertion·실제 결과·Evidence를 개별 연결한다. || 명령, 환경/version, 시간, exit code, report/artifact hash, sanitization과 baseline/working-tree 상태를 기록한다.",공통 Test Harness는 재사용하되 각 Requirement/Scenario의 Acceptance 근거를 개별 기록한다. || 긴 로그는 별도 Evidence로 두고 원장에는 핵심 결과와 경로를 남긴다.,direct validation;alternative validation;negative fixture;regression;evidence schema failure,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,CMN-EXTENSION,20_COMMON_DATA_DB_PART_01.md,P2,cpf-common,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,고객 Header·User Context·Validation·Error Mapping·Masking·Audit·Web Client 정책을 cpf-core SPI 위에서 확장하며 기술 Engine을 중복 소유하지 않는다.,"AuthN/AuthZ, object/property/function 권한, trust boundary, secure default와 입력/자원 한도를 적용한다. || Secret/PII/credential masking, raw access, download/export와 Evidence sanitization을 적용한다. || 조회·상태·오류·timeline·control·reason·approval·SoD·expiry·immutable audit를 제공한다. || Metric/alert/runbook와 자동복구 allowlist/attempt limit/rollback/escalation을 연결한다.",Owner Command/Query API를 통해 운영하고 ADM/BZA가 Owner DB를 직접 갱신하지 않게 한다. || OWASP ASVS/API Security negative scenario를 관련 Test Kit에 매핑한다.,unauthenticated;unauthorized object/property;approval expired;self approval;secret leak;unsafe operation,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,CMN-EXTENSION,20_COMMON_DATA_DB_PART_01.md,P2,cpf-common,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,고객 Header·User Context·Validation·Error Mapping·Masking·Audit·Web Client 정책을 cpf-core SPI 위에서 확장하며 기술 Engine을 중복 소유하지 않는다.,DB/SQL/Query 영향 여부를 반드시 판정하고 N/A면 실제 호출 경로 근거를 기록한다. || Canonical Model/Query Contract→Generator/Template→Generated SQL/Mapper→Fresh Init/Seed→Migration/Rollback/Reapply 순서로 변경한다. || MariaDB/PostgreSQL/Oracle의 type/default/paging/locking/error/index/FK/transaction 차이를 전수 반영한다. || Repository/Mapper/DTO/Service/API/Frontend/Batch/ADM/BZA/Sample/EDU 소비자를 모두 점검한다.,Vendor-native SQL을 유지하되 Canonical Metadata에서 생성/검증 가능한 구조를 우선한다. || 파괴적 변경은 expand→migrate→contract와 compatibility window를 사용한다.,fresh install;double seed;upgrade;migration interruption;rollback/forward recovery;drift;vendor difference,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,CMN-SAMPLE-DB,20_COMMON_DATA_DB_PART_01.md,P2,cpf-common,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cmnDB의 단일 Golden Sample Table로 CRUD/Search/Paging/Validation/duplicate/optimistic lock/commit/rollback을 3 Vendor에서 검증한다.,"Canonical Owner Module·Package·State Owner와 실제 Consumer를 코드 기준으로 확정한다. || Public API·SPI·Internal, 입력·출력·오류·lifecycle·thread-safety·version 계약을 정의한다. || 역방향/순환 의존, Internal 참조, 선택 OSS type 노출, Dual Primary와 owner 없는 공통기능을 제거 또는 이관 대상으로 등록한다. || Local/Remote/Async/Batch 등 적용 topology에서 계약 동등성과 trust boundary를 정의한다.",기존 정식 Package와 Contract를 우선 재사용하고 새 Module은 실제 Owner가 없을 때만 제안한다. || 복잡한 기술 세부는 Internal로 숨기고 고객 확장 지점만 안정 SPI로 노출한다.,contract compatibility;unsupported capability;invalid configuration;internal access negative fixture,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF,,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER,CMN-SAMPLE-DB,20_COMMON_DATA_DB_PART_01.md,P2,cpf-common,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cmnDB의 단일 Golden Sample Table로 CRUD/Search/Paging/Validation/duplicate/optimistic lock/commit/rollback을 3 Vendor에서 검증한다.,"Interface/DTO/Marker가 아닌 안전한 기본 구현·Provider·AutoConfiguration·상태 저장을 제공한다. || Bean/Route/SQL/API/Frontend/Script를 실제 Product Consumer 호출 경로에 연결한다. || 설정 safe default, validation, capability detection, lifecycle start/stop와 resource cleanup을 구현한다. || Consumer 없는 추상화나 Sample-only 구현이면 완료하지 않고 실제 Consumer 연결 또는 통합/폐기 후보로 처리한다.",Leaf Starter와 조건부 AutoConfiguration을 사용해 선택하지 않은 Runtime 의존을 유입하지 않는다. || 제품 Consumer와 Reference Consumer를 분리하되 동일 Public Contract를 사용한다.,normal consumer flow;missing provider;invalid property;startup/shutdown;resource cleanup,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-SAMPLE-DB-03-VERIFICATION_EVIDENCE,CMN-SAMPLE-DB,20_COMMON_DATA_DB_PART_01.md,P2,cpf-common,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cmnDB의 단일 Golden Sample Table로 CRUD/Search/Paging/Validation/duplicate/optimistic lock/commit/rollback을 3 Vendor에서 검증한다.,"연결 CPF-FR Requirement와 CPF-SC Scenario를 논리 원장에서 전수 추출해 이 Work Package에 매핑한다. || 목표 환경을 먼저 실제 실행하고, 불가능할 때 최대 대체검증과 남은 실제 Runtime 차이를 분리한다. || 각 Scenario에 Test Method·Assertion·실제 결과·Evidence를 개별 연결한다. || 명령, 환경/version, 시간, exit code, report/artifact hash, sanitization과 baseline/working-tree 상태를 기록한다.",공통 Test Harness는 재사용하되 각 Requirement/Scenario의 Acceptance 근거를 개별 기록한다. || 긴 로그는 별도 Evidence로 두고 원장에는 핵심 결과와 경로를 남긴다.,direct validation;alternative validation;negative fixture;regression;evidence schema failure,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-SAMPLE-DB-02-IMPLEMENTATION_CONSUMER,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-SAMPLE-DB-04-FAILURE_RECOVERY,CMN-SAMPLE-DB,20_COMMON_DATA_DB_PART_01.md,P2,cpf-common,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cmnDB의 단일 Golden Sample Table로 CRUD/Search/Paging/Validation/duplicate/optimistic lock/commit/rollback을 3 Vendor에서 검증한다.,"정상, invalid, timeout, cancellation, dependency failure, partial failure와 resource exhaustion을 구현한다. || side-effect 전/후, commit/send/ACK/response loss의 UNKNOWN을 구분하고 durable state에 기록한다. || Retry budget, idempotency, lease/fencing, restart/reclaim, reconcile/compensation/manual resolution을 적용한다. || 다중 JVM/process와 process-kill 이후 중복·stale writer·blind retry를 방지한다.",명시적 상태 전이와 가상 Clock/Failure Injection 가능한 구조를 사용한다. || 공통 CPF resilience/locking/reconciliation 계약을 재사용하고 기능별 복제 Engine을 만들지 않는다.,timeout;cancel;dependency outage;partial failure;unknown result;duplicate;process kill;reconcile,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
CPF-WP-CMN-SAMPLE-DB-05-DATA_MIGRATION,CMN-SAMPLE-DB,20_COMMON_DATA_DB_PART_01.md,P2,cpf-common,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cmnDB의 단일 Golden Sample Table로 CRUD/Search/Paging/Validation/duplicate/optimistic lock/commit/rollback을 3 Vendor에서 검증한다.,DB/SQL/Query 영향 여부를 반드시 판정하고 N/A면 실제 호출 경로 근거를 기록한다. || Canonical Model/Query Contract→Generator/Template→Generated SQL/Mapper→Fresh Init/Seed→Migration/Rollback/Reapply 순서로 변경한다. || MariaDB/PostgreSQL/Oracle의 type/default/paging/locking/error/index/FK/transaction 차이를 전수 반영한다. || Repository/Mapper/DTO/Service/API/Frontend/Batch/ADM/BZA/Sample/EDU 소비자를 모두 점검한다.,Vendor-native SQL을 유지하되 Canonical Metadata에서 생성/검증 가능한 구조를 우선한다. || 파괴적 변경은 expand→migrate→contract와 compatibility window를 사용한다.,fresh install;double seed;upgrade;migration interruption;rollback/forward recovery;drift;vendor difference,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,2b259ea45f3ad1a93bfefd5e7d3bc35f3406bf06,미구현,미검증,,,전체 Scope 분석 후 dependency 순서로 구현
