entity_type,exact_id,previous_status,previous_completion_evidence,reopen_reason,affected_change,affected_consumer,required_rework,required_regression,reopened_at,final_status
CPF_SC,CPF-SC-018069,미완료|재확인 필요,EVID:CPF_SC:CPF-SC-018069,S01-S06 integration request/runtime shared blocker,final integration bundles,사용자·운영자·Service,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_SC,CPF-SC-018071,미완료|재확인 필요,EVID:CPF_SC:CPF-SC-018071,S01-S06 integration request/runtime shared blocker,final integration bundles,사용자·운영자·Service,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_SC,CPF-SC-018102,미완료|재확인 필요,EVID:CPF_SC:CPF-SC-018102,S01-S06 integration request/runtime shared blocker,final integration bundles,사용자·운영자·Service,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_SC,CPF-SC-018103,미완료|재확인 필요,EVID:CPF_SC:CPF-SC-018103,S01-S06 integration request/runtime shared blocker,final integration bundles,사용자·운영자·Service,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_SC,CPF-SC-018104,미완료|재확인 필요,EVID:CPF_SC:CPF-SC-018104,S01-S06 integration request/runtime shared blocker,final integration bundles,사용자·운영자·Service,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_SC,CPF-SC-018118,미완료|재확인 필요,EVID:CPF_SC:CPF-SC-018118,S01-S06 integration request/runtime shared blocker,final integration bundles,사용자·운영자·Service,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_SC,CPF-SC-018119,미완료|재확인 필요,EVID:CPF_SC:CPF-SC-018119,S01-S06 integration request/runtime shared blocker,final integration bundles,사용자·운영자·Service,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_SC,CPF-SC-018120,미완료|재확인 필요,EVID:CPF_SC:CPF-SC-018120,S01-S06 integration request/runtime shared blocker,final integration bundles,사용자·운영자·Service,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_SC,CPF-SC-018121,미완료|재확인 필요,EVID:CPF_SC:CPF-SC-018121,S01-S06 integration request/runtime shared blocker,final integration bundles,사용자·운영자·Service,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_SC,CPF-SC-018122,미완료|재확인 필요,EVID:CPF_SC:CPF-SC-018122,S01-S06 integration request/runtime shared blocker,final integration bundles,사용자·운영자·Service,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
