entity_type,exact_id,previous_status,previous_completion_evidence,reopen_reason,affected_change,affected_consumer,required_rework,required_regression,reopened_at,final_status
CPF_FR,CPF-FR-000010,완료|미검증,EVID:CPF_FR:CPF-FR-000010,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000055,완료|미검증,EVID:CPF_FR:CPF-FR-000055,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000056,완료|미검증,EVID:CPF_FR:CPF-FR-000056,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000057,완료|미검증,EVID:CPF_FR:CPF-FR-000057,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000058,완료|미검증,EVID:CPF_FR:CPF-FR-000058,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000059,완료|미검증,EVID:CPF_FR:CPF-FR-000059,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000060,완료|미검증,EVID:CPF_FR:CPF-FR-000060,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000071,완료|미검증,EVID:CPF_FR:CPF-FR-000071,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000089,완료|미검증,EVID:CPF_FR:CPF-FR-000089,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000090,완료|미검증,EVID:CPF_FR:CPF-FR-000090,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000091,완료|미검증,EVID:CPF_FR:CPF-FR-000091,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000093,완료|미검증,EVID:CPF_FR:CPF-FR-000093,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000094,완료|미검증,EVID:CPF_FR:CPF-FR-000094,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000095,미완료|미검증,EVID:CPF_FR:CPF-FR-000095,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000116,완료|미검증,EVID:CPF_FR:CPF-FR-000116,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000117,완료|미검증,EVID:CPF_FR:CPF-FR-000117,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000118,완료|미검증,EVID:CPF_FR:CPF-FR-000118,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000119,완료|미검증,EVID:CPF_FR:CPF-FR-000119,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000120,완료|미검증,EVID:CPF_FR:CPF-FR-000120,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000121,완료|미검증,EVID:CPF_FR:CPF-FR-000121,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000132,완료|미검증,EVID:CPF_FR:CPF-FR-000132,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000149,완료|미검증,EVID:CPF_FR:CPF-FR-000149,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000162,미완료|완료,EVID:CPF_FR:CPF-FR-000162,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000163,완료|미검증,EVID:CPF_FR:CPF-FR-000163,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000164,완료|미검증,EVID:CPF_FR:CPF-FR-000164,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000165,완료|미검증,EVID:CPF_FR:CPF-FR-000165,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000166,완료|미검증,EVID:CPF_FR:CPF-FR-000166,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000167,완료|미검증,EVID:CPF_FR:CPF-FR-000167,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000168,완료|미검증,EVID:CPF_FR:CPF-FR-000168,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000177,완료|미검증,EVID:CPF_FR:CPF-FR-000177,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000178,완료|미검증,EVID:CPF_FR:CPF-FR-000178,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
CPF_FR,CPF-FR-000179,완료|미검증,EVID:CPF_FR:CPF-FR-000179,S01-S06 integration request/runtime shared blocker,final integration bundles,모든 CPF Module·고객 확장 개발자,source/consumer/request closure,direct or equivalent verification,2026-08-06T05:14:50+09:00,완료
