path,reason,approved,precondition,lifecycle,user_execution_required,replacement_path,user_approved,user_approval_ref,user_approved_at
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/cleanup/profile.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/cleanup/profile.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/codex-summary.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/codex-summary.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/database-install.mariadb.109027fbe612.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/database-install.mariadb.109027fbe612.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/freshinstall.logs/mariadb_FreshInstall_20260823_194843_903.docker/output/fresh-install/database-profile-install-result.sanitized.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/freshinstall.logs/mariadb_FreshInstall_20260823_194843_903.docker/output/fresh-install/database-profile-install-result.sanitized.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/freshinstall.logs/mariadb_FreshInstall_20260823_194843_903.docker/profile.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/freshinstall.logs/mariadb_FreshInstall_20260823_194843_903.docker/profile.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/freshinstall.logs/mariadb_FreshInstall_20260823_194843_903.docker/request.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/freshinstall.logs/mariadb_FreshInstall_20260823_194843_903.docker/request.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/freshinstall.plan.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/freshinstall.plan.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/freshinstall.result.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/freshinstall.result.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/prepare-pre-current-docker/profile.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/prepare-pre-current-docker/profile.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/prepare-pre-current-docker/rollback.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/prepare-pre-current-docker/rollback.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/prepare-pre-current.dry-run.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/prepare-pre-current.dry-run.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/rollbackreapply.logs/mariadb_RollbackReapply_20260823_194907_803.rollback-dry-run.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/rollbackreapply.logs/mariadb_RollbackReapply_20260823_194907_803.rollback-dry-run.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/rollbackreapply.logs/mariadb_RollbackReapply_20260823_194907_803.upgrade-dry-run.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/rollbackreapply.logs/mariadb_RollbackReapply_20260823_194907_803.upgrade-dry-run.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/rollbackreapply.logs/mariadb_RollbackReapply_20260823_194908_795.docker/output/reapply.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/rollbackreapply.logs/mariadb_RollbackReapply_20260823_194908_795.docker/output/reapply.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/rollbackreapply.logs/mariadb_RollbackReapply_20260823_194908_795.docker/output/rollback.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/rollbackreapply.logs/mariadb_RollbackReapply_20260823_194908_795.docker/output/rollback.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/rollbackreapply.logs/mariadb_RollbackReapply_20260823_194908_795.docker/profile.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/rollbackreapply.logs/mariadb_RollbackReapply_20260823_194908_795.docker/profile.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
cpf-docs/work/evidence/codex/current/CX-05-F160-F212-MARIADB-V136-LIFECYCLE-RERUN2/rollbackreapply.logs/mariadb_RollbackReapply_20260823_194908_795.docker/request.json,Windows 프로젝트 루트 상대경로+파일명 200자 제한 적용; 동일 Evidence를 짧은 Alias 경로로 이동,true,SATISFIED,PENDING_USER_EXECUTION,true,cpf-docs/work/evidence/codex/current/CX-PATH-01-98b974f2/rollbackreapply.logs/mariadb_RollbackReapply_20260823_194908_795.docker/request.json,true,USER-20260825-WINDOWS-PATH-200,2026-08-25T16:17:00+09:00
