action,path,before_sha256,after_sha256,owner,source_identity
MODIFY,cpf-docs/work/current/CODEX_NEXT_WORK_INSTRUCTION.md,7b467f8e702af2c32959eacd1952210805deca12df244897690095eafef70954,5cea06b9150cd750dad0105e406befd7221374c5c38c15946db8b4140e35ef0e,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-docs/work/current/CPF_CANONICAL_DEVELOPMENT_CLOSURE_INVENTORY.csv,a02626815da23fc32b44107dc943f2d3e409c5718780f85391db165397c165ac,a6dcc6f800750151380b9abe08e102bb613e21ea65ea9dcbf5e2182dd08ca942,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-docs/work/current/CPF_DEVELOPER_REQUIREMENT_REVIEW.csv,f7ed55c070e1b000de64fa0017ec79883dec1d0b78add01791403489aaa673e5,ab99505bdbd899c7a2ab5ef69dcfdeea1634fbc77a97a476a5ae27a04ca81844,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-docs/work/current/CPF_DEVELOPER_REQUIREMENT_REVIEW.md,e7fdaab459d6e9af2a3c485116fc1b61082e30e7adbbdb416f81f02fd4d57de0,187a35fbf5b89425c1599141d8d33c2fd58c7ae2b44a2295ff2a8bfd3e9aa93a,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-docs/work/current/CPF_DEVELOPMENT_COMPLETION_REVIEW.csv,61dc97e5aa0a72f79be9d2f23da8bb55f97964d51d3d9dda8ff3ba3061b02b32,7cd774dcf5fb365e9662ebaee848f13511eb9cc1bf8867929d4f1f038f6720d1,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-docs/work/current/CPF_DEVELOPMENT_COMPLETION_REVIEW.md,246cca2d09f26057e60b279571690cf5fc5192775fc26ebcb07c3e1265ed0dd3,9a24ff2ba18f95d979cc78e32be629f67dacd042b6d894903bcc3d2b930ff237,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-docs/work/current/CPF_DEVELOPMENT_HANDOVER.md,1cf138117ed5d8ed79c5d72dcfad7ed45fadf02338dbcc5f9b5bcf12ee0a5242,c7352b2fa35a9af05f88f5c62e8d8cabb6b9236f41b600d23a9e9f832adf93b3,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-docs/work/current/CPF_FINAL_DELIVERY_INDEX.md,eb0d3de960967ff2a375be458cc2ab2922792be9d2010f99f0a4209961fc34ab,92e6a4182b805ecc5397a691aaf3d7f9a982c432b900bf4f350bed137a7b34ab,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-docs/work/current/CPF_FINAL_LOCAL_APPLY_RUNTIME_COMMANDS.md,048764dc0da89298a6db7bd3047d0a2a03e463aa73f824e2cd66f45d9cc69942,8375e86a2d440f68bfa0ea82bd2bb38fa20a92fd540e68bfbf59f907c3c2d3e6,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-docs/work/current/CPF_QA24_DEVELOPMENT_CLOSURE_INVENTORY.csv,4c1580deeee54704d2737a8706a984f463947f080d2c1564a714430d062d4fe2,dc0a6659cb634b7bad6f3bb0ecc89350ab2b163c8293f4ebd8e5f81624a61de1,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-docs/work/current/OPEN_ISSUES.md,3c5ba75dfb3093a62c17620691be46aff310d1f20fa50ff34c181949087f1959,46ea4805674284250dbbf783fcd5854ef4fb467c619a0d433c8019610ad3e3c9,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-docs/work/current/REQUIREMENT_STATUS.csv,53c72e67684dcb4e97123df0e6f7f386d65ce1a38fb5356c1ae5571224e39e5b,544dfb7d672d1282692dacbcef0a7a21c99d60198aac0bb3d242f6d27f9a37c7,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-docs/work/current/SOURCE_IDENTITY.json,9bd85a6ce2d7455ed77a48b623d91e74531f46e9d5f51cfd3c4f606ed41364c8,d80a4c155c0244e6f8b52ea98456009d80f26d27365db1c7ab4271eb7c60ceae,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-docs/work/current/TEST_AND_EVIDENCE.md,5bdcee929a7158d012cb40eac997d541ee7137c7aeaa7469fa449a18327731b4,34eb6889253b704e3049aba3c36f83509fd9dc6723b441c78e9ebfb286985a64,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
ADD,cpf-docs/work/evidence/current/devgpt/QA24_VSCODE_UTF8_FINAL_REPLAY.log,,dd0e23a574f5ace1ec48a62464f1ff69a7ff6c2bddec46d5293deb7d225b99fa,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
ADD,cpf-docs/work/evidence/current/devgpt/QA24_VSCODE_UTF8_FINAL_STATIC.log,,916b4cffcc1ac6c3e653fef510f98e977214b3cca3ed25bd72f0a7b274d1b043,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/build/cpf-root-conventions.gradle,be507c672f7c00ce4f8648e6f2373081d8d0b8bfa55f80e6b6f6f893bd183360,372c3f42f90247537192cde1a4b4fb0a05c0942509c2d6adbdc3771b7a838673,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/contracts/openapi/verify-cpf-runtime-openapi-release.ps1,52f324af745ba9af20fcb3008c5781f0568bc8b82d2f37c48571794db17a8952,6f0f2e8dfa99fc575c5831408d85066141d6989ec21dee9fee2fa621c6de599e,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/db/tools/backup-cpf-database.ps1,13b9521b2802bd3fdbe83d119178a669106c6ee5cf92a196927a0feb87910b06,61abe9dae166819382283d54f7e9de9d780dbba9ed4d0466601384fd54519203,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/db/tools/invoke-cpf-pitr-restore.ps1,90b107c24da6d8b0acdb5f988285eabf789998555e2f1f3f1ceba71c64ed44a2,48a330cad81deb43c6b26e68b6eb65e22755c477aab23a4aac1009039820b263,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/db/tools/restore-cpf-database.ps1,5d6fc0fc18ca4355856b95abe54fedc9e76c79fd4a82187d8f58b0fc57096383,158236b469edd36fd1f8943e804951bf2b7f3513346d10088b5de2b6d7991dec,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/db/verification/cleanup-cpf-local-runtime-db.ps1,077e0c47e800528b28cef2b819e28ca0ab52956058ed428da5faea885f3cb154,22a72845dced26db14b39b9b54f01d654229696ebfbfa7165918f1d6b4b1e3e7,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/db/verification/invoke-cpf-db-runtime-matrix.ps1,7d1294b97c56ca2c65cd4bc8ae341fccbd4e07cf00b1b3c0d097a6e8a983d674,8bb15d9b8aceb1f531ef7e9bd384e76f6e99bfcc0a4757936e426a1d9e50fc89,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/db/verification/prepare-cpf-local-backoffice-bootstrap.ps1,2ff6eac89c6d1874b4b132e89c2e042e9786892f465201b5c325a0db1a327005,c9ab5d88a3bf22e84d06112319539f349199e8375dba2a0c7e0a4a60ef7c28e8,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/db/verification/prepare-cpf-local-runtime-db.ps1,e28ad6c071f7bafc002f799be4ff12f61ce266754361cb356965cf0c04a82079,55082bada4c1feaecffcdf96ed59408ce0b64c388d928bd53822fcf2f8e1dd19,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/environment/docker-development-test/CPF_도커_개발테스트환경_전체설치.ps1,4155d3851ef10ba2b9110463379efb8561785f590c5fcb2c605622ce1c33264d,1006ac8a2aebbb160bfeed567daa34ee454a53d8d8153b0b1edb914a9c7e9f08,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/environment/docker-development-test/ensure-cpf-runtime-secrets.ps1,473991fac74b1c37c65bf89c9fa95b26c2d8696385ca2cafec6e7dbd31fabe8b,8f87510165fd95536545a0077bfb71c585e3035930b8bb9cba4564e52f7fbddc,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/environment/docker-development-test/run-cache-provider-live.ps1,1dab52e07310d9a7ea8f887e09334cd04502455bcba03df77b371a4b0842d415,22c42ef3a83539d3b7360292015c12da07fcb92b2de988eec2b3e0cc9ff813a2,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/environment/docker-development-test/run-qa39-runtime-validation.ps1,106275b75679d6604be6820decd59e8c54aedef932fd5179541bb20283f87167,85160ac94ebb90122d9754c6a73805208f730b6e83fe3a26f1962b8333d851c5,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/generator/verification/smoke-generated-domain-lifecycle.ps1,91ff977eeacf6fa93278e5d3e973e6a83a6513129313856717e1e9e78e02af17,aedf2c777b67585d099f76233eec65980cf0c8227e6bec7394a5bcede68febaf,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/runtime/tools/check-local-runtime-topology.ps1,c91f6891cec05e52c2823ec09869dfbf3ed570010730bac3d957f16d24252a62,a94085e5b1439570d02d482130aed7bceb570ead288817e202cd11e6e96b4368,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/runtime/tools/cpf-resource-policy.ps1,a26f57aed55d989bcabd77864a5673759be2b2fc1f4f185a9d0d7b164c7f0a65,a594c17d5aa7d0644e68a154c43fe07ad5369507b7badbe3df336047f86f5ac5,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/runtime/tools/runtime-start-services.ps1,a059b33100d09133760fb9f0b9d8caca889ce4d3b1cf55a9a4e977931107268c,4409063030297b5038c27033a9502e10571944ffc580326868e378b89aa3e51d,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/runtime/tools/smoke-adm-runtime.ps1,18aec96bb51198f543a43e26e35c0463d0dec756c1432f86317f825e6f64ff24,2b17c143887ab622085e9e83b0394e701ccaf1a249a0b6b6b8d9d7bcef5c60fb,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/runtime/tools/smoke-bat-runtime.ps1,3394bfd1c936dd085bf64751e7407a64bd7e73eb7bc49c629abe81b197d77bb0,fdb2550911d01b176b34a951acaf931e2f10618c38324f4ad6698c1557032792,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/runtime/tools/smoke-bat-trace-boost-runtime.ps1,1698c0b1f1910818a758694c764bf364ac5f71845cc1616821bba3ec3eb10d15,c817619392a388833eed87e393044f04cac2451b91cb2bee6561fb2191a2b472,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/runtime/tools/smoke-bat-two-worker-runtime.ps1,be2215c5ae69db61a0a49561da97550f2848001dc11cb5a2f10e16518b1e45fe,db1a34f4ff9ec377d27eb1424852dcff0dbf27d32593799fa161cb813c29abcc,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/runtime/tools/smoke-integrated-log-correlation.ps1,b8300a73891fd0978e946b804f4a4dcc206021be2793a0baa1485543562d2432,14bc4f4427588840d3f55d93bfc25d270fd6c5de60a181bb948404b65a1da860,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/runtime/tools/smoke-kafka-reliability.ps1,e0e558ebeb8dffeca998dc535a5586b88362aa465a6d2cb88c8dd2c1a017b823,78944215614c1d74edda23d10ccd1d736b1d071bc62df8b1fc416644c9b31407,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/runtime/tools/smoke-log-policy-runtime.ps1,35b58a5aef508b1fa2a429f79935bec11ec3ab5e8aa040182e4dea3eb5b172d6,f4854764c91d90fca7d8cfdf73a10dd6f01708377a0f2bc715501dfa36691b69,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/runtime/tools/start-cpf-local.ps1,9451b6ee44157ad2f1f45bcf8233ca3f8deaf2d3d9709de2d45c7bcf6227b76a,3572592d465b5dc21679078f3f515508623d066c1e81a1428ff5695518b8b231,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/runtime/tools/stop-cpf-local.ps1,bf082889c593e3385ff5cd3dcd9204151d4bfbbfc0608d9ab997e9a713c18618,204f97cdff2bf656386d4a4b270806dfba383467d6e904a79e2d9084b29d4efb,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/testing/tools/tests/test_cpf_local_full_validation_contract.py,6494acf391004e777585d923249a281c99e58a27676a99d8d7a4e87deb1f5147,d93ea613b60a8b03ba31b28f4cf8fecceafde3ba399549d78ebb54cf30629b03,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/testing/tools/tests/test_cpf_required_full_runtime_contract.py,2b90b71effb8b639445b2d38b8351393cd7d8b4fe13bc6de27faf2c43cb2e436,7c3215ba53ca05bf6bc38b9debf01f3491522fe533aeb562c655fe90b56867d0,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/verification/tests/test_cpf_vscode_classpath_output_contract.py,4e97c5d705508b99f2829a080456869c2d20abd5a9825ee34ed62aefb45a0081,e68321816adec0fc4188b4a6b4fdbffd8c56a426a30c1efe73e1012e55ebb042,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/verification/tests/test_runtime_utf8_boundary_contract.py,5e7ca0fa5c18e8d0bbcb267417d0dfdb7a787a1d75552943b9e65e7f7fe7a3f8,0f0552c5c1c4ccb651f2f12e37ce673278c89bad11892bc218ada408a9da0208,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/verification/tools/invoke-cpf-data-retention.ps1,00988243a8be5897b55ec30e59ac73bfa02cae212b2d5dcac233009a1f59b9e8,e60f5677e78d5947e9b924d5e6ad24fae305a26b0ca72dfe044699fac093b74b,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/verification/tools/run-adm-audit-multi-instance.ps1,30a4431818488b377c33579e06dd28296ee8fbaf780dde90cffeb3c27ce6547b,c7b97dc615eba7ced69bb5e94be72d4a418af2a6efb70a47e21ba052cf0db020,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/verification/tools/run-cpf-local-full-validation.ps1,dc6a2978f46999dfe312be8e77a392a6e902308ba830c6727989f1bb9f757140,e49ada1ec95f2ffad70c82de4df1ad22bbbce6896fd88bcb512a24c9bb8cd652,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/verification/tools/run-cpf-required-full-runtime-validation.ps1,fcd35277545db23448bb446dd20b4b494e04245c3ca7eafa980c89c5c8f5a648,c60e0a3188a9650e81ca4f766243c7241db2ce19cf714707f5e7b6c20a5422f1,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
MODIFY,cpf-tools/verification/tools/smoke-backoffice-ui.ps1,e4bbcb2ca98ba90c72861b31e195d5e842985a7c1e3d551a7a11b7735bf629fc,5c22c5c8ff18b92a0ff7116a7a80877e77083c7a9fd2814b4da640e4f2a6ff62,DevGPT,b162d358b4f127f7c4e3a816f89dcc8ab5fc2f66423ec7c37cbbefd6414fde9e
