path,action,owner_session,canonical_requirement_id,reason,baseline_sha,sha256
cpf-admin/frontend/e2e/center-cut-recovery.spec.ts,ADD,DEVGPT-V9-S05,ADM-CENTER,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,0882e920ced2af1b7a20ae88137b679a0d6b772b05581d5ceb2fbfeb714b5c40
cpf-admin/frontend/openapi/cpf-openapi.json,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,89ea915ddeea17ed81a813ff464b244741026139a4dfd33c5d1eb1ead926a35a
cpf-admin/frontend/package.json,MODIFY,DEVGPT-V9-S05,ADM-AUTH,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,0ad90668663e7b7b951ee46dcfcfae9963a73887b855da35fede0c7b1ccbdf31
cpf-admin/frontend/scripts/test-adm-mfa-login-contract.mjs,ADD,DEVGPT-V9-S05,ADM-AUTH,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,18ac91d71bb9ed5b81b02041b6bdfaa4ae77245d3e5ec57be56958f6ba279df9
cpf-admin/frontend/scripts/test-approval-consumer-contract.mjs,ADD,DEVGPT-V9-S05,ADM-APPROVAL,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,b924ef3a893801380cd1702199b17cf62a1f35bb66415ff41c541e887ab513d8
cpf-admin/frontend/scripts/test-center-cut-execution-contract.mjs,ADD,DEVGPT-V9-S05,ADM-CENTER,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,ffaf0e416f2e99025aaa72530138fd81e187a11ff0c2f6d056c2cb52cbb0ca64
cpf-admin/frontend/scripts/validate-openapi.mjs,MODIFY,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,de6ada3439e6cb05a718fab5fdc73a43dc08e6f3a7c100200ffc8ea75fe838e1
cpf-admin/frontend/scripts/verify-operation-consumer.mjs,MODIFY,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,b69c338adea442ab71404af15a81a43c795cbc6964c0f4e87a9136f8f7bc40e2
cpf-admin/frontend/src/App.vue,MODIFY,DEVGPT-V9-S05,ADM-AUTH,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,c13b2832681fbffab831e4a400447655d8b092124c434f608345dcb0c6adf7ed
cpf-admin/frontend/src/app/methods/accessMethods.ts,MODIFY,DEVGPT-V9-S05,ADM-AUTH,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,357990144d76829ad2104637d30683a1a475b4e29360968f6237f822a81a27b9
cpf-admin/frontend/src/app/routes.ts,MODIFY,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,f8251cda90c39b937ed3828bcf5f739132a0d6a92f5c5c6ed94bd0fe64bdcf69
cpf-admin/frontend/src/components/DangerousActionDialog.vue,MODIFY,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,e133a027b5919039dc3ec724b646c3aedf1e7e1d7fe18c9284ef30756641050a
cpf-admin/frontend/src/features/approvals/ApprovalsPage.vue,MODIFY,DEVGPT-V9-S05,ADM-APPROVAL,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,1fd5f7a9d3aa29a4b3a466fa8fc77b77ccc9a457f600a4c631336e90d2882592
cpf-admin/frontend/src/features/batch-center-cut/BatchCenterCutPage.vue,MODIFY,DEVGPT-V9-S05,ADM-CENTER,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,239a8a29fdfa78b86abc2b6526dd5b007bfbacbc83a68260955b14a7eb1de0c8
cpf-admin/frontend/src/features/batch-runtime-control/api.ts,MODIFY,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,6fc0d772d871e1d1a652399cc148d96723a256e88437f75e5ae948c4f19902bd
cpf-admin/frontend/src/generated/.cpf-openapi-source.json,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,226d798142640584761b8604a75055ce14e7d01214dc1757086fc2c91212bd8a
cpf-admin/frontend/src/generated/adm-route-operation-contract.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,ebd64720a2e1fc3db964cc230b6f09f057712339271d491a9bc5fd05071a2b6c
cpf-admin/frontend/src/generated/cpf-api.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,92a9c4fbe867c69642626dedf8311f7f89e3a66f29116ed575df04f75cbd6214
cpf-admin/frontend/src/generated/cpf-operation-contract.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,83846e8a630b2ad46295313748ac2db2fc89972e79b1714f48e2eb8873b0f69c
cpf-admin/frontend/src/generated/orval/cpf-api.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,cc4f7686733a83c4ea6b9671fe99ed6fd1955580fcea3b7737a99bc41ad89d28
cpf-admin/frontend/src/generated/orval/model/admApiPermissionRoleUpdateRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,d7403f4dffd3c359cb0530b1fe1bea464b70af5726ef769c6addbd3f816fe7dd
cpf-admin/frontend/src/generated/orval/model/admApiPermissionSaveRequest.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,7ad3a8ed6205a1fbc56f3fbfec82126412526c28ab593fb0334a83078e5c7202
cpf-admin/frontend/src/generated/orval/model/admApprovalPoliciesParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,7f6d8ae468b9f88118cc6c75ae6d10fc9663bdd42e006ca015eeafcc935d51cb
cpf-admin/frontend/src/generated/orval/model/admAuditDeliveryListParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,26c9bc02373749cdf0e1b205542e18b84a2bd368a8ace0fb0c091eb6af5f94d6
cpf-admin/frontend/src/generated/orval/model/admAuditDeliveryRetryParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,e07d10e21e28d1199136a96fd9f8e7a46eb9caa3279b731fa8e28e4ceb6e191b
cpf-admin/frontend/src/generated/orval/model/admAuditLogFindAuditLogsParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,85c1cbc8a95231960f7f54360b57a4b95ec44ad58426e3cdc65fe0bea1838297
cpf-admin/frontend/src/generated/orval/model/admAuthLogoutParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,4905dd2363c45f12cfca1c132ade92d53454ded76e072f9f0bbaeb0e2c8cc58d
cpf-admin/frontend/src/generated/orval/model/admAuthMeParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,ecadd13118ac838ebf2a546e99a624d9f984136c81be8d05b08ea071443b5318
cpf-admin/frontend/src/generated/orval/model/admBatchFindExecutionPageParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,4f97c747c1efd8574d32412d7d4994f9e61560dbe4f1bc6aae92d94d37f4a360
cpf-admin/frontend/src/generated/orval/model/admBatchFindExecutionTargetsParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,cc03d460e4075ddccd37c037b629bcc4a57d9b03c4424b1b91adb2bdf1d268c2
cpf-admin/frontend/src/generated/orval/model/admBatchFindExecutionsParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,e05f31ffb63746af9bebe305df45c51ceb45c2abec73ac226ca8c5764301f31e
cpf-admin/frontend/src/generated/orval/model/admBatchFindGhostCandidatesParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,6bc9979dc7f97709d3eaa859b8da6eb99249d5ca507edcd438f4699e4189f59d
cpf-admin/frontend/src/generated/orval/model/admBatchFindLocksParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,153254c6420ac7008b30b9fd0a8bd93a92de8b9100719eaad3f8f433d92b9869
cpf-admin/frontend/src/generated/orval/model/admBatchFindOperationLogsParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,8c1f90c04d7f6d1b022e39ed9af7c930d3b528b924fb864c1eebcd8f44c9c89d
cpf-admin/frontend/src/generated/orval/model/admBatchFindRelationsParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,22a17959f342a54bfc309d245aebe8d4ffd06fa6b5168c0da8678586916a666b
cpf-admin/frontend/src/generated/orval/model/admBatchFindStepExecutionsParams.ts,REGENERATE,DEVGPT-V9-S05,ADM-UX,"S05 exact-scope remediation, Center-Cut integration, or deterministic generated-client parity",af12a0c8851a2e8d20e9e42964d8dacc0266af03,480d9b33ec30e1ff6880f90ac23df5e1d0a4581fc95b32e7c92edd93323f4752
