path,reason,source_baseline
cpf-docs/guides/00_프레임워크안내.docx,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/00_프레임워크안내.pdf,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/01_개발자매뉴얼.docx,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/01_개발자매뉴얼.pdf,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/02_배치개발매뉴얼.docx,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/02_배치개발매뉴얼.pdf,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/03_ADM개발자매뉴얼.docx,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/03_ADM개발자매뉴얼.pdf,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/04_ADM운영자매뉴얼.docx,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/04_ADM운영자매뉴얼.pdf,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/05_플랫폼운영매뉴얼.docx,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/05_플랫폼운영매뉴얼.pdf,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/06_빠른시작_초기설정가이드.docx,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/06_빠른시작_초기설정가이드.pdf,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/07_Starter_공통기능활용가이드.docx,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/07_Starter_공통기능활용가이드.pdf,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/08_온라인거래_트랜잭션_MSA호출예제가이드.docx,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/08_온라인거래_트랜잭션_MSA호출예제가이드.pdf,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/09_Generator_업무도메인생성가이드.docx,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/09_Generator_업무도메인생성가이드.pdf,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/10_설정_프로파일_환경가이드.docx,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
cpf-docs/guides/10_설정_프로파일_환경가이드.pdf,REPLACED_MANUAL,CPF_FULL_SOURCE_FOR_NEXT_QA(3).zip
