path,sha256,bytes
.github/workflows/cpf-qa39-final-required.yml,ae728d2ecaddd4829fd3e624e1db17a708c6a38f292370315dff7e5e37100748,6318
CPF_QA39_FINAL_CLEANUP.ps1,badd21646332633da9c676cc3dfc97bcce79d827ac020eac8961a0e56f69f3a3,4314
build.gradle,5bcd8d5721772b6705966a44fdcbff8834c430f7cb82e1bf421f41e7ddbc5af8,108391
cpf-admin/frontend/openapi/cpf-openapi.json,72dfbea60e1c528d86b967de3dd675ccd52df3af99fa1ac5750b7f27fa07e0ea,191875
cpf-admin/frontend/src/app/routes.ts,11cffa009e07793b4795db7b12a523fd8f2ecda7997a9d08ab077f7133d19a47,36113
cpf-admin/frontend/src/features/feature-flags/FeatureFlagsPage.test.ts,7c84412d862387101bf6ed22f0223424df1f9a63cb57585caf0b636bc153ef7a,391
cpf-admin/frontend/src/features/feature-flags/FeatureFlagsPage.vue,c445deb2d15b9fc4ce38216a685d83faa7549351d2658b8734aab9244e751c7b,5459
cpf-admin/frontend/src/features/resilience-policies/ResiliencePoliciesPage.test.ts,5d43f9444ddf7a43eab0187751de944349a12d11bf29450da623b612425deaa8,390
cpf-admin/frontend/src/features/resilience-policies/ResiliencePoliciesPage.vue,a5c418edfb7fe2a9f41ce10464a69b0d891d6f56aba0a31e71ba14e7874a2b28,3942
cpf-admin/frontend/src/generated/.cpf-openapi-source.json,67f5ca459578c3e354314d75918c5039b67dd17824e417d0a5add50d62c41b8a,1350
cpf-admin/frontend/src/generated/adm-route-operation-contract.ts,1649aaf9b500cd6753882d74b6897be2e5ac76b2a5ff8f666d3d97ff2bfb4cdb,108216
cpf-admin/frontend/src/generated/cpf-api.ts,aabadee9976178c1ac784c075a14499d56ac41b066c267a650f89eead7b4735e,107841
cpf-admin/frontend/src/generated/cpf-operation-contract.ts,26e6a584912fa77bb8edd42ad66fda42c3271689975bc3b4cbaa4dc8cffd1338,46768
cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmFeatureFlagController.java,f00c6b76bb1b344079d42c4a9a9eb9c7971e1cc9bea11ffee5ced1d1eb5afe6f,7643
cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmResiliencePolicyController.java,e6654bf441f94c48c3c474e8e1d37d111e01e631b301df080948495867b794a7,6013
cpf-batch/scheduler/build.gradle,a0a10e6d33f440803f5c7ce6030a2506549f2b9904d3d89a080d936a31c0c8e5,1462
cpf-batch/worker/build.gradle,7f448addd93d3d1bd865b6d38ddab44289a2779c7c7d3c3953a7a5c56b2fae24,1470
cpf-batch/worker/src/main/java/com/cpf/batch/worker/CpfBatchWorkerIdentity.java,0a2e6ecda51da5c77e8846ea9926ce9d3aa69c6a7e75302e8cc5aed392ad937f,1786
cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerRuntimeState.java,3959a7142825f53410dae15489eaadfeb8087edc6a54e34cbcfc88423e3c65e0,8854
cpf-batch/worker/src/main/java/com/cpf/batch/worker/WorkerRegistryReporter.java,86228a1ce358c1ea67ec8cb6c84cbb70a8502b1db8c3b61cebf034668e6b3f6c,4587
