path,change_type,finding_id,requirement_ids,scenario_ids,before_sha256,after_sha256,consumer,test,status
cpf-reference/src/main/java/com/cpf/reference/messaging/ReferenceBrokerPublishEducationSample.java,MODIFY,QA12B-EVT-001,CPF-FR-004029|CPF-FR-004033|CPF-FR-004034|CPF-FR-004039|CPF-FR-004046|CPF-FR-004073|CPF-FR-004078|CPF-FR-004079|CPF-FR-004081|CPF-FR-004082|CPF-FR-004083|CPF-FR-004086|CPF-FR-004087,CPF-SC-000793|CPF-SC-000794,37cf2a537ff24aed67dec1a3bd0a6d991aab6f7cd6ba6ffcd0cc12bc4fc5645e,c37adad0c49cbc28432e6629e6e203ae8f9b1452a760a8032ea3c35ff469542d,ReferenceMessagingEducationController /messaging/enqueue → ReferenceBrokerPublishEducationSample.publish → CpfBrokerClient.enqueue,ReferenceBrokerPublishEducationSampleTest;ReferenceMessagingEducationControllerTest;independent javac harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-reference/src/main/java/com/cpf/reference/messaging/controller/ReferenceMessagingEducationController.java,MODIFY,QA12B-EVT-001,CPF-FR-004029|CPF-FR-004033|CPF-FR-004034|CPF-FR-004039|CPF-FR-004046|CPF-FR-004073|CPF-FR-004078|CPF-FR-004079|CPF-FR-004081|CPF-FR-004082|CPF-FR-004083|CPF-FR-004086|CPF-FR-004087,CPF-SC-000793|CPF-SC-000794,4392cccbb1efefcde5c29a247b76949ee3157b2727d055de3f829656f8ff60dd,c9a851d9ba9d54c3546b389159ea00d303d572a55abf8c3cd63d9d16e9e4de71,ReferenceMessagingEducationController /messaging/enqueue → ReferenceBrokerPublishEducationSample.publish → CpfBrokerClient.enqueue,ReferenceBrokerPublishEducationSampleTest;ReferenceMessagingEducationControllerTest;independent javac harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-reference/src/test/java/com/cpf/reference/messaging/ReferenceBrokerPublishEducationSampleTest.java,MODIFY,QA12B-EVT-001,CPF-FR-004029|CPF-FR-004033|CPF-FR-004034|CPF-FR-004039|CPF-FR-004046|CPF-FR-004073|CPF-FR-004078|CPF-FR-004079|CPF-FR-004081|CPF-FR-004082|CPF-FR-004083|CPF-FR-004086|CPF-FR-004087,CPF-SC-000793|CPF-SC-000794,877353b4f9da8da7192c13e3fad57ef04afbfefa2b7752e90f0f8c08dc025aed,9a3690acf88391b4ccc0b641d271c74a2670d00ff5265716d7c49cead2eff915,ReferenceMessagingEducationController /messaging/enqueue → ReferenceBrokerPublishEducationSample.publish → CpfBrokerClient.enqueue,ReferenceBrokerPublishEducationSampleTest;ReferenceMessagingEducationControllerTest;independent javac harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-reference/src/test/java/com/cpf/reference/messaging/controller/ReferenceMessagingEducationControllerTest.java,ADD,QA12B-EVT-001,CPF-FR-004029|CPF-FR-004033|CPF-FR-004034|CPF-FR-004039|CPF-FR-004046|CPF-FR-004073|CPF-FR-004078|CPF-FR-004079|CPF-FR-004081|CPF-FR-004082|CPF-FR-004083|CPF-FR-004086|CPF-FR-004087,CPF-SC-000793|CPF-SC-000794,,6978cf0cd4967e2c88e19e03fe73f17a3449e087d5a096ea38cf29948bb02a22,ReferenceMessagingEducationController /messaging/enqueue → ReferenceBrokerPublishEducationSample.publish → CpfBrokerClient.enqueue,ReferenceBrokerPublishEducationSampleTest;ReferenceMessagingEducationControllerTest;independent javac harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/messaging/jms/src/main/java/com/cpf/starter/jms/CpfJmsBrokerClient.java,MODIFY,QA12B-EVT-002,CPF-FR-004094|CPF-FR-004095|CPF-FR-004097|CPF-FR-004100|CPF-FR-004107|CPF-FR-004134|CPF-FR-004139|CPF-FR-004140|CPF-FR-004142|CPF-FR-004143|CPF-FR-004144|CPF-FR-004147|CPF-FR-004148|CPF-FR-004155|CPF-FR-004156|CPF-FR-004158|CPF-FR-004161|CPF-FR-004168|CPF-FR-004195|CPF-FR-004200|CPF-FR-004201|CPF-FR-004203|CPF-FR-004204|CPF-FR-004205|CPF-FR-004208|CPF-FR-004209|CPF-FR-004216|CPF-FR-004217|CPF-FR-004219|CPF-FR-004222|CPF-FR-004229|CPF-FR-004256|CPF-FR-004261|CPF-FR-004262|CPF-FR-004264|CPF-FR-004265|CPF-FR-004266|CPF-FR-004269|CPF-FR-004270|CPF-FR-004277|CPF-FR-004278|CPF-FR-004280|CPF-FR-004283|CPF-FR-004290|CPF-FR-004317|CPF-FR-004322|CPF-FR-004323|CPF-FR-004325|CPF-FR-004326|CPF-FR-004327|CPF-FR-004330|CPF-FR-004331,CPF-SC-000805|CPF-SC-000806|CPF-SC-000816|CPF-SC-000817|CPF-SC-000818|CPF-SC-000828|CPF-SC-000829|CPF-SC-000830|CPF-SC-000840|CPF-SC-000841|CPF-SC-000842|CPF-SC-000852,5c6ccbfc3f40aa5259fe8041445953c8c388a4acf238a2affd0b185eabf0c22d,0797bcae15a53c5392b14cd24f0817d487ee63be9b44863e49b5da01ed36d428,CpfBrokerClient.enqueue → JMS/IBM MQ/Rabbit provider send,Provider client repository Test + independent fake-provider Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/messaging/jms/src/test/java/com/cpf/starter/jms/CpfJmsBrokerClientTest.java,ADD,QA12B-EVT-002,CPF-FR-004094|CPF-FR-004095|CPF-FR-004097|CPF-FR-004100|CPF-FR-004107|CPF-FR-004134|CPF-FR-004139|CPF-FR-004140|CPF-FR-004142|CPF-FR-004143|CPF-FR-004144|CPF-FR-004147|CPF-FR-004148|CPF-FR-004155|CPF-FR-004156|CPF-FR-004158|CPF-FR-004161|CPF-FR-004168|CPF-FR-004195|CPF-FR-004200|CPF-FR-004201|CPF-FR-004203|CPF-FR-004204|CPF-FR-004205|CPF-FR-004208|CPF-FR-004209|CPF-FR-004216|CPF-FR-004217|CPF-FR-004219|CPF-FR-004222|CPF-FR-004229|CPF-FR-004256|CPF-FR-004261|CPF-FR-004262|CPF-FR-004264|CPF-FR-004265|CPF-FR-004266|CPF-FR-004269|CPF-FR-004270|CPF-FR-004277|CPF-FR-004278|CPF-FR-004280|CPF-FR-004283|CPF-FR-004290|CPF-FR-004317|CPF-FR-004322|CPF-FR-004323|CPF-FR-004325|CPF-FR-004326|CPF-FR-004327|CPF-FR-004330|CPF-FR-004331,CPF-SC-000805|CPF-SC-000806|CPF-SC-000816|CPF-SC-000817|CPF-SC-000818|CPF-SC-000828|CPF-SC-000829|CPF-SC-000830|CPF-SC-000840|CPF-SC-000841|CPF-SC-000842|CPF-SC-000852,,d091730daa3ffbe41c437e3fde182a9112404dfcfc02bb2c2813c3b1e81e859b,CpfBrokerClient.enqueue → JMS/IBM MQ/Rabbit provider send,Provider client repository Test + independent fake-provider Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/messaging/ibm-mq/src/main/java/com/cpf/starter/ibmmq/CpfIbmMqBrokerClient.java,MODIFY,QA12B-EVT-002,CPF-FR-004094|CPF-FR-004095|CPF-FR-004097|CPF-FR-004100|CPF-FR-004107|CPF-FR-004134|CPF-FR-004139|CPF-FR-004140|CPF-FR-004142|CPF-FR-004143|CPF-FR-004144|CPF-FR-004147|CPF-FR-004148|CPF-FR-004155|CPF-FR-004156|CPF-FR-004158|CPF-FR-004161|CPF-FR-004168|CPF-FR-004195|CPF-FR-004200|CPF-FR-004201|CPF-FR-004203|CPF-FR-004204|CPF-FR-004205|CPF-FR-004208|CPF-FR-004209|CPF-FR-004216|CPF-FR-004217|CPF-FR-004219|CPF-FR-004222|CPF-FR-004229|CPF-FR-004256|CPF-FR-004261|CPF-FR-004262|CPF-FR-004264|CPF-FR-004265|CPF-FR-004266|CPF-FR-004269|CPF-FR-004270|CPF-FR-004277|CPF-FR-004278|CPF-FR-004280|CPF-FR-004283|CPF-FR-004290|CPF-FR-004317|CPF-FR-004322|CPF-FR-004323|CPF-FR-004325|CPF-FR-004326|CPF-FR-004327|CPF-FR-004330|CPF-FR-004331,CPF-SC-000805|CPF-SC-000806|CPF-SC-000816|CPF-SC-000817|CPF-SC-000818|CPF-SC-000828|CPF-SC-000829|CPF-SC-000830|CPF-SC-000840|CPF-SC-000841|CPF-SC-000842|CPF-SC-000852,f3455705fdaa6c42b1de8ff6095b6233484ed32c64983b54dcacc676a2300bfa,d33970b45f87980494b00ed7813a456e1096893a6f5ba40c3b8731b438900c2d,CpfBrokerClient.enqueue → JMS/IBM MQ/Rabbit provider send,Provider client repository Test + independent fake-provider Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/messaging/ibm-mq/src/test/java/com/cpf/starter/ibmmq/CpfIbmMqBrokerClientTest.java,ADD,QA12B-EVT-002,CPF-FR-004094|CPF-FR-004095|CPF-FR-004097|CPF-FR-004100|CPF-FR-004107|CPF-FR-004134|CPF-FR-004139|CPF-FR-004140|CPF-FR-004142|CPF-FR-004143|CPF-FR-004144|CPF-FR-004147|CPF-FR-004148|CPF-FR-004155|CPF-FR-004156|CPF-FR-004158|CPF-FR-004161|CPF-FR-004168|CPF-FR-004195|CPF-FR-004200|CPF-FR-004201|CPF-FR-004203|CPF-FR-004204|CPF-FR-004205|CPF-FR-004208|CPF-FR-004209|CPF-FR-004216|CPF-FR-004217|CPF-FR-004219|CPF-FR-004222|CPF-FR-004229|CPF-FR-004256|CPF-FR-004261|CPF-FR-004262|CPF-FR-004264|CPF-FR-004265|CPF-FR-004266|CPF-FR-004269|CPF-FR-004270|CPF-FR-004277|CPF-FR-004278|CPF-FR-004280|CPF-FR-004283|CPF-FR-004290|CPF-FR-004317|CPF-FR-004322|CPF-FR-004323|CPF-FR-004325|CPF-FR-004326|CPF-FR-004327|CPF-FR-004330|CPF-FR-004331,CPF-SC-000805|CPF-SC-000806|CPF-SC-000816|CPF-SC-000817|CPF-SC-000818|CPF-SC-000828|CPF-SC-000829|CPF-SC-000830|CPF-SC-000840|CPF-SC-000841|CPF-SC-000842|CPF-SC-000852,,99c82e4227f83746975ec2eb9293f6acc5a5688cce232a75fdbf986c8e0c74a8,CpfBrokerClient.enqueue → JMS/IBM MQ/Rabbit provider send,Provider client repository Test + independent fake-provider Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/messaging/rabbitmq/src/main/java/com/cpf/starter/rabbitmq/CpfRabbitMqBrokerClient.java,MODIFY,QA12B-EVT-002,CPF-FR-004094|CPF-FR-004095|CPF-FR-004097|CPF-FR-004100|CPF-FR-004107|CPF-FR-004134|CPF-FR-004139|CPF-FR-004140|CPF-FR-004142|CPF-FR-004143|CPF-FR-004144|CPF-FR-004147|CPF-FR-004148|CPF-FR-004155|CPF-FR-004156|CPF-FR-004158|CPF-FR-004161|CPF-FR-004168|CPF-FR-004195|CPF-FR-004200|CPF-FR-004201|CPF-FR-004203|CPF-FR-004204|CPF-FR-004205|CPF-FR-004208|CPF-FR-004209|CPF-FR-004216|CPF-FR-004217|CPF-FR-004219|CPF-FR-004222|CPF-FR-004229|CPF-FR-004256|CPF-FR-004261|CPF-FR-004262|CPF-FR-004264|CPF-FR-004265|CPF-FR-004266|CPF-FR-004269|CPF-FR-004270|CPF-FR-004277|CPF-FR-004278|CPF-FR-004280|CPF-FR-004283|CPF-FR-004290|CPF-FR-004317|CPF-FR-004322|CPF-FR-004323|CPF-FR-004325|CPF-FR-004326|CPF-FR-004327|CPF-FR-004330|CPF-FR-004331,CPF-SC-000805|CPF-SC-000806|CPF-SC-000816|CPF-SC-000817|CPF-SC-000818|CPF-SC-000828|CPF-SC-000829|CPF-SC-000830|CPF-SC-000840|CPF-SC-000841|CPF-SC-000842|CPF-SC-000852,072ca53e88ea328ccba3564677b1410fcb18b56e7a194b3e51120e04f8826376,068a28628780d3b91359455404942abd3c18d70f85b3ad1885e8885d1a2225a9,CpfBrokerClient.enqueue → JMS/IBM MQ/Rabbit provider send,Provider client repository Test + independent fake-provider Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/messaging/rabbitmq/src/test/java/com/cpf/starter/rabbitmq/CpfRabbitMqBrokerClientTest.java,ADD,QA12B-EVT-002,CPF-FR-004094|CPF-FR-004095|CPF-FR-004097|CPF-FR-004100|CPF-FR-004107|CPF-FR-004134|CPF-FR-004139|CPF-FR-004140|CPF-FR-004142|CPF-FR-004143|CPF-FR-004144|CPF-FR-004147|CPF-FR-004148|CPF-FR-004155|CPF-FR-004156|CPF-FR-004158|CPF-FR-004161|CPF-FR-004168|CPF-FR-004195|CPF-FR-004200|CPF-FR-004201|CPF-FR-004203|CPF-FR-004204|CPF-FR-004205|CPF-FR-004208|CPF-FR-004209|CPF-FR-004216|CPF-FR-004217|CPF-FR-004219|CPF-FR-004222|CPF-FR-004229|CPF-FR-004256|CPF-FR-004261|CPF-FR-004262|CPF-FR-004264|CPF-FR-004265|CPF-FR-004266|CPF-FR-004269|CPF-FR-004270|CPF-FR-004277|CPF-FR-004278|CPF-FR-004280|CPF-FR-004283|CPF-FR-004290|CPF-FR-004317|CPF-FR-004322|CPF-FR-004323|CPF-FR-004325|CPF-FR-004326|CPF-FR-004327|CPF-FR-004330|CPF-FR-004331,CPF-SC-000805|CPF-SC-000806|CPF-SC-000816|CPF-SC-000817|CPF-SC-000818|CPF-SC-000828|CPF-SC-000829|CPF-SC-000830|CPF-SC-000840|CPF-SC-000841|CPF-SC-000842|CPF-SC-000852,,e347846d08f2d819563f1994882a716ddd9f2fa3b97fee8e305b03a016bf8ac5,CpfBrokerClient.enqueue → JMS/IBM MQ/Rabbit provider send,Provider client repository Test + independent fake-provider Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
