scenario_id,linked_requirement_id,canonical_requirement_ids,priority,area,scenario_type,title,actor,preconditions,test_data,steps,expected_result,failure_criteria,environment,topology,required_evidence,execution_status,baseline_sha,evidence_path,open_issue,next_action,execution_phase_id,execution_phase_name,execution_order,work_package_id,predecessor_phase_ids,blocking_phase_gate_id,feature_key,QA_검수여부,QA_검수회차,QA_검수결과,QA_검사내용,QA_미통과사유,QA_판정상태,QA_검수evidence
CPF-SC-000865,CPF-FR-004393,EVENT-DLQ,P0,MESSAGING,POSITIVE,[EVENT-DLQ] 정상 수직 흐름,Messaging 개발자·운영자,최신 exact SHA; 유효 입력과 권한,정상 데이터,요청→검증→처리→저장/전달→응답→감사,정상 상태·side effect·tracking 일치,Mock-only 또는 Consumer 미호출,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,실패,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,개발GPT 교차검토·잔여 재개발 → Codex 독립검토 → Java25/3DB/Broker Scenario 재실행,P05,Starter·Capability·Provider 기본 구현,05-00000865,P05-MESSAGING-EVENT-DLQ,P03;P04,CPF-GATE-05,EVENT-DLQ,예,QA-12B-R5,미통과,[EVENT-DLQ] 정상 수직 흐름를 Controller→Service→Replay facade→JDBC repository→Frontend/OpenAPI 경로와 전후 Harness로 검수했다. EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md
CPF-SC-000866,CPF-FR-004393,EVENT-DLQ,P0,MESSAGING,INVALID,[EVENT-DLQ] 입력·경계 오류,Messaging 개발자·운영자,최신 exact SHA; 유효 Session,invalid/empty/oversize/unknown enum,각 invalid 제출,표준 field/path 오류·side effect 0,500/raw exception/부분 저장,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,실패,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md,QA가 blank ID/reason/limit/time range 선행검증을 보완했으나 교차검토와 전체 API 오류 응답 검증이 남았다.,개발GPT 교차검토·잔여 재개발 → Codex 독립검토 → Java25/3DB/Broker Scenario 재실행,P05,Starter·Capability·Provider 기본 구현,05-00000866,P05-MESSAGING-EVENT-DLQ,P03;P04,CPF-GATE-05,EVENT-DLQ,예,QA-12B-R5,미통과,[EVENT-DLQ] 입력·경계 오류를 Controller→Service→Replay facade→JDBC repository→Frontend/OpenAPI 경로와 전후 Harness로 검수했다. QA가 blank ID/reason/limit/time range 선행검증을 보완했으나 교차검토와 전체 API 오류 응답 검증이 남았다.,QA가 blank ID/reason/limit/time range 선행검증을 보완했으나 교차검토와 전체 API 오류 응답 검증이 남았다.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md
CPF-SC-000867,CPF-FR-004393,EVENT-DLQ,P0,MESSAGING,UNAUTHORIZED,[EVENT-DLQ] 미인증·권한 부족,Messaging 개발자·운영자,최신 exact SHA; 권한 없는 principal,401/403 대상,UI 직접 URL/API/Method 호출,Server 거부·Audit·민감정보 0,버튼만 숨김/default allow,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,실패,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,개발GPT 교차검토·잔여 재개발 → Codex 독립검토 → Java25/3DB/Broker Scenario 재실행,P05,Starter·Capability·Provider 기본 구현,05-00000867,P05-MESSAGING-EVENT-DLQ,P03;P04,CPF-GATE-05,EVENT-DLQ,예,QA-12B-R5,미통과,[EVENT-DLQ] 미인증·권한 부족를 Controller→Service→Replay facade→JDBC repository→Frontend/OpenAPI 경로와 전후 Harness로 검수했다. EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md
CPF-SC-000868,CPF-FR-004393,EVENT-DLQ,P0,MESSAGING,CONFLICT,[EVENT-DLQ] Version·Hash 충돌,Messaging 개발자·운영자,최신 exact SHA; 기존 version,stale expectedVersion/다른 hash,동시/재시도 요청,409·기존 결과 보존·lost update 0,후행 요청 덮어씀,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,실패,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,개발GPT 교차검토·잔여 재개발 → Codex 독립검토 → Java25/3DB/Broker Scenario 재실행,P05,Starter·Capability·Provider 기본 구현,05-00000868,P05-MESSAGING-EVENT-DLQ,P03;P04,CPF-GATE-05,EVENT-DLQ,예,QA-12B-R5,미통과,[EVENT-DLQ] Version·Hash 충돌를 Controller→Service→Replay facade→JDBC repository→Frontend/OpenAPI 경로와 전후 Harness로 검수했다. EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md
CPF-SC-000869,CPF-FR-004393,EVENT-DLQ,P0,MESSAGING,DUPLICATE,[EVENT-DLQ] 중복 요청,Messaging 개발자·운영자,최신 exact SHA; 같은 operationId,동일/상이 payload,동시·순차 중복,"동일 replay, 다른 payload conflict",side effect 2회,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,실패,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,개발GPT 교차검토·잔여 재개발 → Codex 독립검토 → Java25/3DB/Broker Scenario 재실행,P05,Starter·Capability·Provider 기본 구현,05-00000869,P05-MESSAGING-EVENT-DLQ,P03;P04,CPF-GATE-05,EVENT-DLQ,예,QA-12B-R5,미통과,[EVENT-DLQ] 중복 요청를 Controller→Service→Replay facade→JDBC repository→Frontend/OpenAPI 경로와 전후 Harness로 검수했다. EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md
CPF-SC-000870,CPF-FR-004393,EVENT-DLQ,P0,MESSAGING,TIMEOUT_PRE,[EVENT-DLQ] Side effect 전 Timeout,Messaging 개발자·운영자,최신 exact SHA; dependency delay,connect/header timeout,timeout 주입,retryable failure·side effect 0,UNKNOWN/성공 오인,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,실패,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,개발GPT 교차검토·잔여 재개발 → Codex 독립검토 → Java25/3DB/Broker Scenario 재실행,P05,Starter·Capability·Provider 기본 구현,05-00000870,P05-MESSAGING-EVENT-DLQ,P03;P04,CPF-GATE-05,EVENT-DLQ,예,QA-12B-R5,미통과,[EVENT-DLQ] Side effect 전 Timeout를 Controller→Service→Replay facade→JDBC repository→Frontend/OpenAPI 경로와 전후 Harness로 검수했다. EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md
CPF-SC-000871,CPF-FR-004393,EVENT-DLQ,P0,MESSAGING,RESPONSE_LOSS,[EVENT-DLQ] Side effect 후 응답 유실,Messaging 개발자·운영자,최신 exact SHA; Owner commit,commit 후 reset,응답 차단,UNKNOWN·blind retry 금지·reconcile,자동 실패/무조건 retry,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,실패,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,개발GPT 교차검토·잔여 재개발 → Codex 독립검토 → Java25/3DB/Broker Scenario 재실행,P05,Starter·Capability·Provider 기본 구현,05-00000871,P05-MESSAGING-EVENT-DLQ,P03;P04,CPF-GATE-05,EVENT-DLQ,예,QA-12B-R5,미통과,[EVENT-DLQ] Side effect 후 응답 유실를 Controller→Service→Replay facade→JDBC repository→Frontend/OpenAPI 경로와 전후 Harness로 검수했다. EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md
CPF-SC-000872,CPF-FR-004393,EVENT-DLQ,P0,MESSAGING,PARTIAL,[EVENT-DLQ] 부분 실패,Messaging 개발자·운영자,최신 exact SHA; 다중 대상/항목,일부 target failure,group 실행,개별 성공/실패/unknown 보존,전체 성공/실패로 축약,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,실패,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md,원본 replay는 outbox 부재 시 3회 DB mutation 후 예외가 재현됐고 QA transaction/precheck 보완은 교차검토 전이다.,개발GPT 교차검토·잔여 재개발 → Codex 독립검토 → Java25/3DB/Broker Scenario 재실행,P05,Starter·Capability·Provider 기본 구현,05-00000872,P05-MESSAGING-EVENT-DLQ,P03;P04,CPF-GATE-05,EVENT-DLQ,예,QA-12B-R5,미통과,[EVENT-DLQ] 부분 실패를 Controller→Service→Replay facade→JDBC repository→Frontend/OpenAPI 경로와 전후 Harness로 검수했다. 원본 replay는 outbox 부재 시 3회 DB mutation 후 예외가 재현됐고 QA transaction/precheck 보완은 교차검토 전이다.,원본 replay는 outbox 부재 시 3회 DB mutation 후 예외가 재현됐고 QA transaction/precheck 보완은 교차검토 전이다.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md
CPF-SC-000873,CPF-FR-004393,EVENT-DLQ,P0,MESSAGING,PROCESS_KILL,[EVENT-DLQ] Process Kill·Restart,Messaging 개발자·운영자,최신 exact SHA; durable state,worker kill,claim/apply 후 종료·재기동,lease 회수·stale fencing·복구,고아 상태·중복,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,실패,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,개발GPT 교차검토·잔여 재개발 → Codex 독립검토 → Java25/3DB/Broker Scenario 재실행,P05,Starter·Capability·Provider 기본 구현,05-00000873,P05-MESSAGING-EVENT-DLQ,P03;P04,CPF-GATE-05,EVENT-DLQ,예,QA-12B-R5,미통과,[EVENT-DLQ] Process Kill·Restart를 Controller→Service→Replay facade→JDBC repository→Frontend/OpenAPI 경로와 전후 Harness로 검수했다. EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md
CPF-SC-000874,CPF-FR-004393,EVENT-DLQ,P0,MESSAGING,MULTI_INSTANCE,[EVENT-DLQ] 다중 Instance,Messaging 개발자·운영자,최신 exact SHA; 2개 이상,공유 DB/queue,동시 처리·failover·rejoin,version/state 일치·중복 0,local state 의존,Java25·적용 DB/Provider/Browser/Process 환경,Local/Remote·single/multi-instance 중 적용,source SHA·command·environment·start/end·exit code·pre/post state·report/artifact hash·sanitization,실패,f97655c1299936a1101bc3ec10239265ec3b502e,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,개발GPT 교차검토·잔여 재개발 → Codex 독립검토 → Java25/3DB/Broker Scenario 재실행,P05,Starter·Capability·Provider 기본 구현,05-00000874,P05-MESSAGING-EVENT-DLQ,P03;P04,CPF-GATE-05,EVENT-DLQ,예,QA-12B-R5,미통과,[EVENT-DLQ] 다중 Instance를 Controller→Service→Replay facade→JDBC repository→Frontend/OpenAPI 경로와 전후 Harness로 검수했다. EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,EVENT-DLQ replay approval·masking·version/CAS·UNKNOWN/fault·multi-instance 중 해당 Scenario Acceptance 축이 실제 제품 경로에서 미완결이다.,미통과,cpf-docs/evidence/qa/QA_PARALLEL_12WAY_QA-12B_R5_f97655c/EVENT_DLQ_BEFORE_AFTER.md
