path,status,oldSha256,newSha256,sizeBytes,reason
cpf-docs/governance/documentation-harness/ANTI_PATTERN_CATALOG.md,MODIFIED,14AC0F05BD60721D34E8DC0B767C52B721EFBF45D570C8B3795C92713D0E0C70,B10379E063C689110ADD81417B7CF322EB3864541D5ED8E53468D79D2D0E21EF,5840,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/AUTHORING_EXECUTION_PROTOCOL.md,MODIFIED,001159CDCB928C1F3A9D7142429AC4090DC1564683A56B9EEE8514BABDD9CEF5,260D2D47ACF30D9D33085750A02D04D50F7AE3009A1E0F500629552FB6069714,1731,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/CONTENT_COMPRESSION_STANDARD.md,MODIFIED,F32C516EC4E3645B0A7F171C164DECC379E189DD2D54CE1107ED20596C8A37EA,9C3175ADF3605590C76D3CE70AD0DE1AC347E5BB7D8EBE5739DC220B98495FA7,4340,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/CPF_DOCUMENTATION_HARNESS.md,MODIFIED,57F5F32B51FA75764D566AF05F4DC365D6EC5DE979FF9D6E2C29F72A63703BC3,C29D1627F61256EA503805CFE0FE2B70B0768B3F209C52E726BB77E33CAF9674,7342,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/DELETE_MANIFEST.json,MODIFIED,DAF2CE29CDD181F21C165700381E7527A1D0E54FD563AB650AF732A2E339E0F3,563D002444308FDFA65FEAE52B41A951D9E01BD1C524FBF0E14F8CD97CFC525E,8270,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/DELETE_MANIFEST.txt,MODIFIED,AE6637E652251A09B7D920BC0CF141457878004B72243A95B727E891EBBB2094,870481B094C0CC721F4B6FFEDF88051F15E31A945FB5E40D5CDB514E6BDE0E88,3844,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/DOCUMENT_DESIGN_PLAYBOOK.md,MODIFIED,AEB671D27AD03C0D8BDC9BC9BB2138A67F0CF3565A3294D3B206DE55F82E1F1B,41D9D70978BABEEEED6AF5AF6F1130BF8FFED0C31D7E66DC4995DA7552AF485E,4401,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/DOCUMENT_PROFILE_CATALOG.md,MODIFIED,286C037832CAAFD4C595F8616BEC9C23952B563A37271FCF59C0A6F9447A1967,036E87133B64ED4A7A7F22F383543A3A8856DE2F0AC9C7D3582B56819FCC7696,14648,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/DOCUMENT_QUALITY_STANDARD.md,MODIFIED,C41AFFC3D7E92452E68DD8ADAE948FE7F7429495645354B9BFE304DC69E3B78A,88667EC75ED1C26F8E58280F53F88815FCFC4AFAFF21579D5E5CA8962C809F87,9220,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/FINAL_GATE_CHECKLIST.md,MODIFIED,1CD6B1664304DA2B8A2E75CB0779AA28F1A6AB492B52F921943A8EF48BD56EC4,F4A6E7C659A51CB99A626D102D3215149C3D93E74903934D9C07B7A06D350BE3,5157,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/GOLDEN_REFERENCE_STANDARD.md,MODIFIED,9233AF12410A806C8E92AC9410C899C3FB3198C7AEE8C71F2BF8A770DC5B2EDE,23F19CA6933EB1C9D497EB78AB2E0985E972AD53FBEA9FE3EEFCDA1B1C375A86,2265,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/HARD_GATE_POLICY.md,MODIFIED,DFBE1B6F93E3ED1AC897AC1F2D6A1C7640211E2A78D98D121D4BA8E4D2EB12CA,4CB97B43B0AB3A83E61951B9AA2532AE61BAC15ACBA02DCC529FFED47319C082,6309,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/HARNESS_DIAGNOSTIC_AND_REINFORCEMENT.md,ADDED,,409CA70931E9BDA7A57E17B50CB793F8C176F829D4B65495701C47F35FCFE196,1945,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/INFORMATION_ARCHITECTURE_AND_READER_NEEDS.md,MODIFIED,E1010E4924F055E181B4E47654B1506EEFA616D569CFC435249726009F3D2C92,29C735F1F83C3C035265E44E736B3828B36E40755FCFEE5CBE75EC9F9C031523,2316,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/MANUAL_REVIEW_SCORECARD.md,MODIFIED,2DE110DF45480BB889A300559A065A21877D0825E01DBE7B296B80A666243ED4,CA895943C239DB6F5FC61248A914466527447EE756BCAF45CD7959267FF3E8CB,4370,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/READABILITY_AND_ACTIONABILITY_STANDARD.md,ADDED,,88D746FD1DC804DC2380732673B33F63C771B01DF4BEBC6EA4D7FB631942B4D9,4039,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/README.md,MODIFIED,85BE015CDC2E3A3E46048FBCCFCE1EB5135C02268D6F6BF4A46FCE3A44A74A9B,6F117E948B52AB68F618F8E0E691B6FED485F5CAF03BE7FEB511EAB97CE84997,5517,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/README_BROCHURE_AND_AI_TEXT_STANDARD.md,MODIFIED,2CF90D2FC807F6AD5A0D1A3EA3B6358641AFC27B961C742BCA2303AFD4162E65,32554338C1FD8F9824CAFF8F68C38622DED2386C038719BEA4BBB63BC332B10D,3822,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/README_VISUAL_STORYBOARD.md,MODIFIED,A6950015EDB6AF46C51616BB17411BD6A4EBCA556B6D7610A4E1F47B4E85AB9C,DA9C68D20F0E509C88981AB89812A6CD01DDA99CE7D88701621F866F38CEFA66,1998,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/RENDERED_PAGE_COMPOSITION_STANDARD.md,ADDED,,9ECC29C91C37BFD600A9DC2BFBD02653ED7F64741A081C73FEF6905AB36729F5,631,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/SOURCE_BASELINE.json,MODIFIED,569EB2E603F8AB5F08D3CC177A3C4AACDE6338AAAF3CA706030D4341D3616996,E2780AC4EBD66E7F3FA110E8BE9896DEAB9B7A3557F549F459EFC9B772B69C29,7739,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/SOURCE_CAPABILITY_INVENTORY.json,MODIFIED,3C3AE87C0187718A2F603AD686142E1D37DC3B6EE27FAF89500BAD0EF4D67537,F2F52663FB6F357161813D58E885CCD0BB2305353E9946105C987AA4C0189C05,37833,Documentation Harness 2.12.0
cpf-docs/governance/documentation-harness/SOURCE_CURRENTIZATION_STANDARD.md,ADDED,,869F74C92591520862B11EF570027FAC74989D08248596D989BB4B9580005EC6,1114,Documentation Harness 2.12.0
