scope_type,exact_id,owner,source_file,ledger_part,status
WORK_ITEM,CPF-WP-GWY-ENTRY-01-CONTRACT_OWNERSHIP,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-ENTRY-02-IMPLEMENTATION_CONSUMER,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-ENTRY-03-VERIFICATION_EVIDENCE,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-ENTRY-04-FAILURE_RECOVERY,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-ENTRY-05-DATA_MIGRATION,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-ROUTING-01-CONTRACT_OWNERSHIP,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-ROUTING-02-IMPLEMENTATION_CONSUMER,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-ROUTING-03-VERIFICATION_EVIDENCE,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-ROUTING-04-FAILURE_RECOVERY,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-ROUTING-05-DATA_MIGRATION,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-ROUTING-06-GENERATION_COMPATIBILITY,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-TRUST-01-CONTRACT_OWNERSHIP,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-TRUST-02-IMPLEMENTATION_CONSUMER,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-TRUST-03-VERIFICATION_EVIDENCE,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-TRUST-04-FAILURE_RECOVERY,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-RESILIENCE-01-CONTRACT_OWNERSHIP,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-RESILIENCE-02-IMPLEMENTATION_CONSUMER,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-RESILIENCE-03-VERIFICATION_EVIDENCE,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-GWY-RESILIENCE-04-FAILURE_RECOVERY,cpf-gateway,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-API-LIMIT-01-CONTRACT_OWNERSHIP,cpf-gateway + cpf-core contract,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-API-LIMIT-02-IMPLEMENTATION_CONSUMER,cpf-gateway + cpf-core contract,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-API-LIMIT-03-VERIFICATION_EVIDENCE,cpf-gateway + cpf-core contract,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-API-LIMIT-04-FAILURE_RECOVERY,cpf-gateway + cpf-core contract,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-INST-01-CONTRACT_OWNERSHIP,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-INST-02-IMPLEMENTATION_CONSUMER,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-INST-03-VERIFICATION_EVIDENCE,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-INST-04-FAILURE_RECOVERY,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
