self_review_id,entity_type,exact_id,review_path,sha256,size_bytes,review_result,baseline_sha,reviewed_at
SELF:CPF_FR:CPF-FR-014106,CPF_FR,CPF-FR-014106,evidence/self_review/SELF_REVIEW_PART_002.jsonl,c18899278a13f40e965106fbb13e75c7b5d6d5e4204c49e299bb458043317f71,4140105,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-014107,CPF_FR,CPF-FR-014107,evidence/self_review/SELF_REVIEW_PART_002.jsonl,c18899278a13f40e965106fbb13e75c7b5d6d5e4204c49e299bb458043317f71,4140105,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-014108,CPF_FR,CPF-FR-014108,evidence/self_review/SELF_REVIEW_PART_002.jsonl,c18899278a13f40e965106fbb13e75c7b5d6d5e4204c49e299bb458043317f71,4140105,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-014109,CPF_FR,CPF-FR-014109,evidence/self_review/SELF_REVIEW_PART_002.jsonl,c18899278a13f40e965106fbb13e75c7b5d6d5e4204c49e299bb458043317f71,4140105,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-014110,CPF_FR,CPF-FR-014110,evidence/self_review/SELF_REVIEW_PART_002.jsonl,c18899278a13f40e965106fbb13e75c7b5d6d5e4204c49e299bb458043317f71,4140105,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-014111,CPF_FR,CPF-FR-014111,evidence/self_review/SELF_REVIEW_PART_002.jsonl,c18899278a13f40e965106fbb13e75c7b5d6d5e4204c49e299bb458043317f71,4140105,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-014112,CPF_FR,CPF-FR-014112,evidence/self_review/SELF_REVIEW_PART_002.jsonl,c18899278a13f40e965106fbb13e75c7b5d6d5e4204c49e299bb458043317f71,4140105,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-014113,CPF_FR,CPF-FR-014113,evidence/self_review/SELF_REVIEW_PART_002.jsonl,c18899278a13f40e965106fbb13e75c7b5d6d5e4204c49e299bb458043317f71,4140105,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-014114,CPF_FR,CPF-FR-014114,evidence/self_review/SELF_REVIEW_PART_002.jsonl,c18899278a13f40e965106fbb13e75c7b5d6d5e4204c49e299bb458043317f71,4140105,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-014115,CPF_FR,CPF-FR-014115,evidence/self_review/SELF_REVIEW_PART_002.jsonl,c18899278a13f40e965106fbb13e75c7b5d6d5e4204c49e299bb458043317f71,4140105,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
