self_review_id,entity_type,exact_id,review_path,sha256,size_bytes,review_result,baseline_sha,reviewed_at
SELF:CPF_SC:CPF-SC-020567,CPF_SC,CPF-SC-020567,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020568,CPF_SC,CPF-SC-020568,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020569,CPF_SC,CPF-SC-020569,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020570,CPF_SC,CPF-SC-020570,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020571,CPF_SC,CPF-SC-020571,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020572,CPF_SC,CPF-SC-020572,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020573,CPF_SC,CPF-SC-020573,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020574,CPF_SC,CPF-SC-020574,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020575,CPF_SC,CPF-SC-020575,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020576,CPF_SC,CPF-SC-020576,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020577,CPF_SC,CPF-SC-020577,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020578,CPF_SC,CPF-SC-020578,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020579,CPF_SC,CPF-SC-020579,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020580,CPF_SC,CPF-SC-020580,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020581,CPF_SC,CPF-SC-020581,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020582,CPF_SC,CPF-SC-020582,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020583,CPF_SC,CPF-SC-020583,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020584,CPF_SC,CPF-SC-020584,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020585,CPF_SC,CPF-SC-020585,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020586,CPF_SC,CPF-SC-020586,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020587,CPF_SC,CPF-SC-020587,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020588,CPF_SC,CPF-SC-020588,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020589,CPF_SC,CPF-SC-020589,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-020590,CPF_SC,CPF-SC-020590,evidence/self_review/SELF_REVIEW_PART_005.jsonl,831ef0e9df2cdff283b9fadbe74e58e0209014e3e5d05e178626841bc80d72bf,4083412,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
