self_review_id,entity_type,exact_id,review_path,sha256,size_bytes,review_result,baseline_sha,reviewed_at
SELF:CPF_SC:CPF-SC-004851,CPF_SC,CPF-SC-004851,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004852,CPF_SC,CPF-SC-004852,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004853,CPF_SC,CPF-SC-004853,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004854,CPF_SC,CPF-SC-004854,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004855,CPF_SC,CPF-SC-004855,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004856,CPF_SC,CPF-SC-004856,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004857,CPF_SC,CPF-SC-004857,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004858,CPF_SC,CPF-SC-004858,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004859,CPF_SC,CPF-SC-004859,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004860,CPF_SC,CPF-SC-004860,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004861,CPF_SC,CPF-SC-004861,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004862,CPF_SC,CPF-SC-004862,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004863,CPF_SC,CPF-SC-004863,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004864,CPF_SC,CPF-SC-004864,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004865,CPF_SC,CPF-SC-004865,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004866,CPF_SC,CPF-SC-004866,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004867,CPF_SC,CPF-SC-004867,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004868,CPF_SC,CPF-SC-004868,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004869,CPF_SC,CPF-SC-004869,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004870,CPF_SC,CPF-SC-004870,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004871,CPF_SC,CPF-SC-004871,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004872,CPF_SC,CPF-SC-004872,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004873,CPF_SC,CPF-SC-004873,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004874,CPF_SC,CPF-SC-004874,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004875,CPF_SC,CPF-SC-004875,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004876,CPF_SC,CPF-SC-004876,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004877,CPF_SC,CPF-SC-004877,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004878,CPF_SC,CPF-SC-004878,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004879,CPF_SC,CPF-SC-004879,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004880,CPF_SC,CPF-SC-004880,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004881,CPF_SC,CPF-SC-004881,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_SC:CPF-SC-004882,CPF_SC,CPF-SC-004882,evidence/self_review/SELF_REVIEW_PART_004.jsonl,d214063068bb2838a6e5821d705763fa7df4c6059b79471d915fe6eda2ba8d4e,4100639,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
