self_review_id,entity_type,exact_id,review_path,sha256,size_bytes,review_result,baseline_sha,reviewed_at
SELF:CPF_FR:CPF-FR-000001,CPF_FR,CPF-FR-000001,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000002,CPF_FR,CPF-FR-000002,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000003,CPF_FR,CPF-FR-000003,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000004,CPF_FR,CPF-FR-000004,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000005,CPF_FR,CPF-FR-000005,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000006,CPF_FR,CPF-FR-000006,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000007,CPF_FR,CPF-FR-000007,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000008,CPF_FR,CPF-FR-000008,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000009,CPF_FR,CPF-FR-000009,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000010,CPF_FR,CPF-FR-000010,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000011,CPF_FR,CPF-FR-000011,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000012,CPF_FR,CPF-FR-000012,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000013,CPF_FR,CPF-FR-000013,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000014,CPF_FR,CPF-FR-000014,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
SELF:CPF_FR:CPF-FR-000015,CPF_FR,CPF-FR-000015,evidence/self_review/SELF_REVIEW_PART_001.jsonl,801f7a106362aa957307febfec4d22b94a03244af9d1ba6236d03fb2eda7ebf5,4115475,PASS,2a013663090d4e430a15983ad7269f8e86c5ef58,2026-08-06T05:14:50+09:00
