path,size,sha256,basis_sha,purpose
cpf-docs/work/v9i/final-control/CENTRAL_CURRENTIZATION_CHANGE_MANIFEST.csv,5943,babfc440026337bcc52d3b2dcd6584171fc885637010dc2a4cf385c1c8ac57fb,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,CENTRAL_MERGE_CURRENTIZATION
cpf-docs/work/v9i/final-control/CENTRAL_FINAL_ACTIONS.csv,27165,99064a574348b6147ae6fde2b4c125bdb3709bce1c96a21bfead5f54d75ba7ff,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,CENTRAL_MERGE_CURRENTIZATION
cpf-docs/work/v9i/final-control/CENTRAL_QA_MERGE_REPORT.md,5593,f13b0b2f3ca7684ed2db17a423fee11f56436feda9881e434b674830a000469c,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,CENTRAL_MERGE_CURRENTIZATION
cpf-docs/work/v9i/final-control/REVIEW_INDEX.md,3167,d941990e264a1f8662190cc50dcd3561131fa58aa0ed5712c06896f38615f69f,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,CENTRAL_MERGE_CURRENTIZATION
cpf-docs/work/v9i/final-control/SPECIAL_REVIEW_1000.csv,522624,b8064cc120115988344498b382e36e30c2531f7f5c503f427a449a31e111c3c7,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,CENTRAL_MERGE_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/ADDITIONAL_DEVELOPMENT_REQUIRED.md,7540,a7dff9a8835c5feaaeb86bbd6add0402c0357b6753ca71238818a9e0bc6f569b,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/ADM_FULL_AUDIT.csv,25095,6d9eabe1784ac79cc0c3f8ac9ab84a2ec60b889b9ddcd3a36c22a2ccb3933f7a,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/APPROVAL_RECOVERY_AUDIT.csv,1899,2aa32306d2de12886d27fa4eee163479fc5edd4bf3fd37bb0bc553cecf54a626,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/ARCHITECTURE_DECISION_REQUIRED.md,921,fd7473df0cfe22c03e9afacae148a7217c862d525f871a440f6335461616a0b7,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/BZA_FULL_AUDIT.csv,9674,df1309f93c3f0de1721a406f0621918bffda50205563b707e4fbed8e6371ed8b,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/CANONICAL_169_AUDIT.csv,101121,0bc4831e8414692749467b279890904c99f25fe51297663869fb56d031471316,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/CONSUMER_CALL_PATH_MATRIX.csv,2688,3454255d64dcfa4f3c016544c1cfe2ec4af56eacbcf3b0d186c21bb3f6427600,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/DB3_AUDIT.csv,1313,f3fc64e0fd64dd15aaf944b6bad530387c6d0dc09d368cc3e7acbd91294a9a38,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/DISAGREEMENTS.md,1067,60bb0d04e554024ed6de960f2869cde4558fcaf4875660f2527dd596a0a2f397,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/DOCUMENT_SOURCE_PARITY.csv,3398,e2cf871c64f5ca12cfbff470eca69f67339f654f073d39e97e1a786504e97fa1,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/EDU_135_AUDIT.csv,125860,30b157de651f4a046bb4a3a513da43d5e685fbe131bea9eb2304f07d0bd30723,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/EDU_ADM_17_AUDIT.csv,16279,fc23dffc766b9c17c8df230e7b8eea83b5f2c84f6cf37eb36963fa4b234abfaa,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/EVIDENCE_PROVENANCE.csv,6899,eee4101a7529df131b531fb6c11642bf8dead66a3545e445f3fdc37ba9f480aa,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/FALSE_GREEN_MUTATION_AUDIT.csv,2588,2c3f284de930d74149c26b4a5283341652040b3db81f8188477f779cf77e7fe8,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/FILELOG_RECOVERY_AUDIT.csv,2368,07c363a365f85e3fea120d191195832429856fe0a4ba7c1ccdf0718472ab1427,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/FINDINGS.csv,56503,6d5a704550004c81a3637403c62ba831d054254dd3de59e9d9633626342c118b,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/NEW_FINDINGS.csv,6718,f7a620b21c6a7df3f0df3751af06c7a9bca5e64269aaf45802083f8e3b9263fd,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/OPENAPI_FRONTEND_AUDIT.csv,139871,b29d01ebfb9e5aa6f219bc5b83a684618b05b041e27fd4c457316944c11212d5,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/OPEN_ISSUES.md,606,5d8626853b14c6544ee3c64deb098e27178ea717bd8a38ba1cc97f53e9941a87,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/PACKAGE_MANIFEST.json,10176,0a63e37e97ffdf6c48061819774c11d5d064717edef3fac93855c1111524259b,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/QA_FINAL_RESULT.md,3540,f0f850bdf0eba34cc6cbc7fb82fcccc35a20019dd622eac41fb0ac7cda508e2a,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/QA_TO_CENTRAL_HANDOFF.md,1362,8a473017c6d02d3d596763811f95027eeb5265d64165443a1681857fd1551d06,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/REQUIREMENT_STATUS.csv,101121,0bc4831e8414692749467b279890904c99f25fe51297663869fb56d031471316,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/REVIEW_INDEX.md,646,9efc3106f9413ee87920ea8259facb7b9ecc2a1b0e0e480e274e7f30eb65615a,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/RUNTIME_QUALIFICATION_MATRIX.csv,8912,69c968f03bf81c41d7c8156a84345c8f2b2fdcdaa66b7638192c6d1b3bdb6f56,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/SECURITY_NEGATIVE_AUDIT.csv,4741,953ef4297a3c752564dccbb4dbb037a3f483d2da0bb7d71b396964d47404b937,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/SHA256SUMS.txt,5943,d86395fea0821f9011c2023421aa78b69aef2efbf6e6068415320938ef9652c3,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
