scenario_id,linked_requirement_id,canonical_requirement_ids,priority,area,scenario_type,title,actor,preconditions,test_data,steps,expected_result,failure_criteria,environment,topology,required_evidence,execution_status,baseline_sha,evidence_path,open_issue,next_action,execution_phase_id,execution_phase_name,execution_order,work_package_id,predecessor_phase_ids,blocking_phase_gate_id
CPF-SC-009527,CPF-FR-020072,SEC-AUTHZ,P0,MBW_UI,FORBIDDEN,[MBW / Field Permission] 403·직접 URL/API,업무 관리자,Backend API·DB·Permission fixture와 Browser,Field Permission FORBIDDEN data/role/state,Route→403·직접 URL/API→UI/API/DB/Audit/Focus/Console 확인,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node/npm clean + Chromium/Firefox/WebKit,ADM/MBW BFF + 실제/격리 DB,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,미검증,4aea798c913787e86341809e2cef2b9495cbf7ba,,R3 최신 exact SHA 재실행 대기,연결 Requirement의 지정 Phase에서 직접 실행,P09,ADM/MBW 상용 Frontend,09-00009527,P09-MBW-UI-ACCESS,P08,CPF-GATE-09
CPF-SC-009528,CPF-FR-020072,SEC-AUTHZ,P0,MBW_UI,CONFLICT,[MBW / Field Permission] 409 expectedVersion,업무 관리자,Backend API·DB·Permission fixture와 Browser,Field Permission CONFLICT data/role/state,Route→409 expectedVersion→UI/API/DB/Audit/Focus/Console 확인,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node/npm clean + Chromium/Firefox/WebKit,ADM/MBW BFF + 실제/격리 DB,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,미검증,4aea798c913787e86341809e2cef2b9495cbf7ba,,R3 최신 exact SHA 재실행 대기,연결 Requirement의 지정 Phase에서 직접 실행,P09,ADM/MBW 상용 Frontend,09-00009528,P09-MBW-UI-ACCESS,P08,CPF-GATE-09
CPF-SC-009529,CPF-FR-020072,SEC-AUTHZ,P0,MBW_UI,SESSION,[MBW / Field Permission] Session 만료·권한 회수,업무 관리자,Backend API·DB·Permission fixture와 Browser,Field Permission SESSION data/role/state,Route→Session 만료·권한 회수→UI/API/DB/Audit/Focus/Console 확인,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node/npm clean + Chromium/Firefox/WebKit,ADM/MBW BFF + 실제/격리 DB,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,미검증,4aea798c913787e86341809e2cef2b9495cbf7ba,,R3 최신 exact SHA 재실행 대기,연결 Requirement의 지정 Phase에서 직접 실행,P09,ADM/MBW 상용 Frontend,09-00009529,P09-MBW-UI-ACCESS,P08,CPF-GATE-09
CPF-SC-009530,CPF-FR-020072,SEC-AUTHZ,P0,MBW_UI,PARTIAL,[MBW / Field Permission] Partial/STALE,업무 관리자,Backend API·DB·Permission fixture와 Browser,Field Permission PARTIAL data/role/state,Route→Partial/STALE→UI/API/DB/Audit/Focus/Console 확인,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node/npm clean + Chromium/Firefox/WebKit,ADM/MBW BFF + 실제/격리 DB,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,미검증,4aea798c913787e86341809e2cef2b9495cbf7ba,,R3 최신 exact SHA 재실행 대기,연결 Requirement의 지정 Phase에서 직접 실행,P09,ADM/MBW 상용 Frontend,09-00009530,P09-MBW-UI-ACCESS,P08,CPF-GATE-09
CPF-SC-009531,CPF-FR-020072,SEC-AUTHZ,P0,MBW_UI,DEEP_LINK,[MBW / Field Permission] Refresh·Back/Forward·Query,업무 관리자,Backend API·DB·Permission fixture와 Browser,Field Permission DEEP_LINK data/role/state,Route→Refresh·Back/Forward·Query→UI/API/DB/Audit/Focus/Console 확인,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node/npm clean + Chromium/Firefox/WebKit,ADM/MBW BFF + 실제/격리 DB,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,미검증,4aea798c913787e86341809e2cef2b9495cbf7ba,,R3 최신 exact SHA 재실행 대기,연결 Requirement의 지정 Phase에서 직접 실행,P09,ADM/MBW 상용 Frontend,09-00009531,P09-MBW-UI-ACCESS,P08,CPF-GATE-09
CPF-SC-009532,CPF-FR-020072,SEC-AUTHZ,P0,MBW_UI,KEYBOARD,[MBW / Field Permission] Keyboard·Focus·A11y,업무 관리자,Backend API·DB·Permission fixture와 Browser,Field Permission KEYBOARD data/role/state,Route→Keyboard·Focus·A11y→UI/API/DB/Audit/Focus/Console 확인,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node/npm clean + Chromium/Firefox/WebKit,ADM/MBW BFF + 실제/격리 DB,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,미검증,4aea798c913787e86341809e2cef2b9495cbf7ba,,R3 최신 exact SHA 재실행 대기,연결 Requirement의 지정 Phase에서 직접 실행,P09,ADM/MBW 상용 Frontend,09-00009532,P09-MBW-UI-ACCESS,P08,CPF-GATE-09
CPF-SC-009533,CPF-FR-020072,SEC-AUTHZ,P0,MBW_UI,MASKING,[MBW / Field Permission] PII Masking·Raw View,업무 관리자,Backend API·DB·Permission fixture와 Browser,Field Permission MASKING data/role/state,Route→PII Masking·Raw View→UI/API/DB/Audit/Focus/Console 확인,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node/npm clean + Chromium/Firefox/WebKit,ADM/MBW BFF + 실제/격리 DB,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,미검증,4aea798c913787e86341809e2cef2b9495cbf7ba,,R3 최신 exact SHA 재실행 대기,연결 Requirement의 지정 Phase에서 직접 실행,P09,ADM/MBW 상용 Frontend,09-00009533,P09-MBW-UI-ACCESS,P08,CPF-GATE-09
CPF-SC-009534,CPF-FR-020072,SEC-AUTHZ,P0,MBW_UI,COMMAND,[MBW / Field Permission] 위험 Command Preview·승인,업무 관리자,Backend API·DB·Permission fixture와 Browser,Field Permission COMMAND data/role/state,Route→위험 Command Preview·승인→UI/API/DB/Audit/Focus/Console 확인,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node/npm clean + Chromium/Firefox/WebKit,ADM/MBW BFF + 실제/격리 DB,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,미검증,4aea798c913787e86341809e2cef2b9495cbf7ba,,R3 최신 exact SHA 재실행 대기,연결 Requirement의 지정 Phase에서 직접 실행,P09,ADM/MBW 상용 Frontend,09-00009534,P09-MBW-UI-ACCESS,P08,CPF-GATE-09
CPF-SC-009535,CPF-FR-020072,SEC-AUTHZ,P0,MBW_UI,UNKNOWN,[MBW / Field Permission] 비동기 UNKNOWN·대사,업무 관리자,Backend API·DB·Permission fixture와 Browser,Field Permission UNKNOWN data/role/state,Route→비동기 UNKNOWN·대사→UI/API/DB/Audit/Focus/Console 확인,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node/npm clean + Chromium/Firefox/WebKit,ADM/MBW BFF + 실제/격리 DB,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,미검증,4aea798c913787e86341809e2cef2b9495cbf7ba,,R3 최신 exact SHA 재실행 대기,연결 Requirement의 지정 Phase에서 직접 실행,P09,ADM/MBW 상용 Frontend,09-00009535,P09-MBW-UI-ACCESS,P08,CPF-GATE-09
CPF-SC-009536,CPF-FR-020072,SEC-AUTHZ,P0,MBW_UI,PERFORMANCE,[MBW / Field Permission] 대량 데이터·느린 네트워크,업무 관리자,Backend API·DB·Permission fixture와 Browser,Field Permission PERFORMANCE data/role/state,Route→대량 데이터·느린 네트워크→UI/API/DB/Audit/Focus/Console 확인,구조화 UX·Server 판정·상태·다음 Action·민감정보 보호 일치,white screen·Raw JSON·UI-only 권한·stale overwrite·console error·원문 노출,Node/npm clean + Chromium/Firefox/WebKit,ADM/MBW BFF + 실제/격리 DB,Playwright trace/screenshot/video·console/network·API/DB/audit·report hash,미검증,4aea798c913787e86341809e2cef2b9495cbf7ba,,R3 최신 exact SHA 재실행 대기,연결 Requirement의 지정 Phase에서 직접 실행,P09,ADM/MBW 상용 Frontend,09-00009536,P09-MBW-UI-ACCESS,P08,CPF-GATE-09
