id,area,work_package,status,severity,title,requirement,validation,evidence_or_scope,depends_on,protected_regression,environment_class
CPF-QA-D03-FND-001,FND,WP00,실패,P0,최신 master SHA Required CI 부재,"최신 master SHA에 Build/Test/Frontend/Security/DB/Artifact/Evidence Required Check를 연결하고, 미실행 SHA를 Release·완료로 판정하지 않는다.",GitHub Actions 또는 동등 CI가 정확한 SHA에서 실행되고 모든 필수 Check가 성공해야 한다. workflow/status 0건이면 실패다.,GitHub latest SHA 9fa4bb0; workflow_runs=[],,,
CPF-QA-D03-FND-002,FND,WP00,실패,P0,Current Request 기준 Commit 드리프트,"CPF_CURRENT_WORK_REQUEST.md, Next Request, Remaining Matrix, Handover, Validation Ledger가 모두 최신 SHA 9fa4bb0을 동일 기준으로 사용하도록 정리한다.","문서별 기준 SHA 자동 검사에서 불일치 0건, 과거 Overlay 경로를 현재 정본으로 참조하는 항목 0건이어야 한다.",cpf-docs/work/current/CPF_CURRENT_WORK_REQUEST.md: ecaddd 기준,,,
CPF-QA-D03-FND-003,FND,WP00,실패,P0,Validation Ledger 최신 SHA 불일치,과거 ecaddd Overlay·Java21 독립 검증을 최신 9fa4bb0 통합 검증으로 승계하지 말고 새 Ledger를 작성한다.,"각 Evidence에 exact SHA, 명령, 시작·종료 시각, 환경, 실제 출력, redaction, 판정 근거가 있어야 한다.",cpf-tools/verification/20260728_02/VALIDATION_LEDGER.md,,,
CPF-QA-D03-FND-004,FND,WP00,실패,P0,Overlay 작업 디렉터리 PASS를 Repository PASS로 오인,"STATIC_VALIDATION_RESULT의 /mnt/data Overlay 결과와 실제 최신 master 결과를 분리하고, Repository checkout 기준 재실행 결과만 최신 PASS로 인정한다.",overlay root가 아닌 최신 master root에서 동일 Gate를 실행하고 파일 hash와 git status를 Evidence로 남긴다.,STATIC_VALIDATION_RESULT.json root=/mnt/data/...,,,
CPF-QA-D03-FND-005,FND,WP00,실패,P0,한 줄 PASS Evidence 증거 불충분,BATCH_RUNTIME_5_CONSUMER_POLICY_PASS 같은 단일 표식 파일을 성공 Evidence로 인정하지 않고 실제 명령·출력·환경·테스트 케이스를 보존한다.,Evidence contract 필수 필드를 누락한 파일을 Gate가 실패시키고 재현 가능한 로그를 생성해야 한다.,evidence/BATCH_RUNTIME_5_CONSUMER_POLICY.txt,,,
CPF-QA-D03-FND-006,FND,WP00,미검증,P0,"기존 1,214 QA 요구사항 최신 SHA 전수 재판정 미실행","기존 Inventory 1,214개를 폐기·일괄 완료하지 말고 최신 SHA에서 Source/API/SQL/UI/Test/Runtime/Evidence로 개별 재판정한다.",모든 기존 ID가 최신 상태와 근거를 가지며 누락·중복·이름 변경 은폐가 0건이어야 한다.,CPF_ENTERPRISE_FULL_QA_INVENTORY_20260728.csv,,,
CPF-QA-D03-FND-007,FND,WP00,미검증,P0,기존 201 실행 시나리오 최신 SHA 전수 실행 미완료,기존 실행 시나리오 201개와 본 Delta 시나리오를 선행조건별로 병합·순서화해 실행한다.,각 시나리오에 실제 결과와 Evidence가 연결되고 미실행은 미검증으로 유지된다.,CPF_ENTERPRISE_FULL_QA_EXECUTION_SCENARIOS_20260728.csv,,,
CPF-QA-D03-FND-008,FND,WP00,실패,P0,완료 Matrix와 미검증 조건의 모순,Browser·실DB·다중 인스턴스·분산 Batch·전체 Build가 미검증인 기능을 완료로 표시하지 않도록 상태 판정 규칙을 수정한다.,완료 행은 최신 SHA 실행 Evidence를 가져야 하며 없으면 부분 구현 또는 미검증으로 자동 강등된다.,CPF_REMAINING_REQUIREMENT_MATRIX_20260728_02.md,,,
CPF-QA-D03-FND-009,FND,WP00,부분 구현,P1,중간 Overlay 산출물 Current 영역 잔존,CPF_INTERMEDIATE_*와 Overlay 적용용 중간 문서를 Current 정본과 분리하고 필요 없는 산출물은 제거한다.,Current 폴더에는 현재 요청·다음 요청·현재 Matrix 등 역할별 정본만 남고 중간 작업본은 archive 또는 삭제된다.,cpf-docs/work/current/CPF_INTERMEDIATE_*,,,
CPF-QA-D03-FND-010,FND,WP00,미검증,P0,Java25·Gradle9.1 전체 clean test assemble 미실행,최신 master 전체를 Java25/Gradle9.1에서 clean test assemble qualityGate로 검증한다.,빌드 캐시 없는 clean checkout에서도 모든 공식 Module과 선택 Reference 검증 Matrix가 성공해야 한다.,IMPLEMENTATION_REPORT 미검증 목록,,,
CPF-QA-D03-FND-011,FND,WP00,미검증,P0,WAS 실제 통합 실행 Evidence 부재,현재 사용 가능한 WAS 환경에서 ADM/BZA/Gateway/업무 Domain을 동일 JVM·분리 WAS 양쪽으로 실행 검증한다.,기동·Health·권한·Local/Remote 호출·오류·Shutdown Evidence가 최신 SHA로 존재해야 한다.,사용자 제공 환경: WAS 가능,,,
CPF-QA-D03-FND-012,FND,WP00,미검증,P0,MariaDB 실제 Lifecycle·Runtime 검증 미완료,"현재 설치 가능한 MariaDB에서 fresh install, migration, upgrade, rollback/recovery, reapply, runtime query, drift를 실행한다.",schema/data/index/FK/check/checksum/runtime API가 실제 DB에서 성공해야 한다.,사용자 제공 환경: MariaDB 가능,,,
CPF-QA-D03-FND-013,FND,WP00,미검증,P1,PostgreSQL·Oracle 실환경 검증 지연 정책 미정,공식 Vendor 구현·정적 parity는 유지하되 현재 미설치 PostgreSQL·Oracle 실검증은 미검증으로 명시하고 재현 절차를 남긴다.,미실행을 완료로 기록하지 않으며 추후 환경 확보 시 동일 Scenario로 검증 가능해야 한다.,현재 로컬 미설치,,,
CPF-QA-D03-ARCH-001,ARCH,WP01,실패,P0,cpf-admin의 cpf-core common 구현 Package 직접 의존,ADM Controller·Service가 com.cpf.core.common 구현 예외·실행·로그 Class를 직접 import하지 않고 Public API 또는 운영 Contract에 의존하도록 이관한다.,ArchUnit/compile Gate에서 외부 Module의 core common/internal import 0건이어야 한다.,"AdmRuntimeControlController, AdmNotificationController/Service",,,
CPF-QA-D03-ALR-001,ALR,WP09,실패,P0,Notification Repository MariaDB 전용 SQL,"알림 규칙·발송 이력 저장에서 LIMIT ?, ON DUPLICATE KEY, CURRENT_TIMESTAMP(3), LAST_INSERT_ID() 직접 사용을 제거하고 공식 3 Vendor Query Pack/Repository 계약으로 이관한다.",MariaDB/PostgreSQL/Oracle query prepare·execute parity와 동시 upsert/ID 생성 테스트가 성공해야 한다.,AdmNotificationService.java,,,
CPF-QA-D03-ALR-002,ALR,WP09,실패,P0,Notification 운영자 식별 fallback 허용,인증된 adm.operatorId가 없을 때 request body 또는 ADM 문자열로 대체하지 말고 401/403으로 fail-closed한다.,"위조 requestUser, 미인증 요청, 세션 만료 요청이 저장·발송·감사를 수행하지 않아야 한다.",AdmNotificationController.requestUser,,,
CPF-QA-D03-ALR-003,ALR,WP09,부분 구현,P0,알림이 Mock 동기 발송에 한정,표준 Alert Event→Notification Outbox→별도 Worker→Provider 구조를 구현하고 원 업무 Transaction과 발송 Transaction을 분리한다.,"업무 성공 후 발송 장애, DB 장애, Provider timeout, 재시도, DLQ, 수동 재처리를 fault test한다.",MockNotificationSender only,,,
CPF-QA-D03-INS-001,INS,WP10,부분 구현,P0,Runtime Group에 Domain·Cluster·Application Group 정식 모델 부족,환경→플랫폼/클러스터→시스템/도메인→애플리케이션 그룹→인스턴스 계층을 정식 Metadata로 관리한다.,도메인·역할·환경·클러스터·운영담당·정책별 조회/권한/target snapshot이 다중 인스턴스에서 일치해야 한다.,CpfRuntimeGroupCommand/V64 group table,,,
CPF-QA-D03-BATOPS-001,BATOPS,WP05,부분 구현,P0,ADM Batch 메뉴가 조회 중심 Generic View,Batch 강제 실행·잠금·중지·재개·고스트 해제·재처리를 실제 Command API와 전용 위험조치 UX로 구현한다.,Preview→사유→승인→CAS/fencing→실행→결과/감사 전 과정을 Browser/API/DB/Runtime으로 검증한다.,BatchViewPage.vue/API GET 중심,,,
CPF-QA-D03-LOCAL-001,LOCAL,WP02,부분 구현,P0,Local Web All-in-One 개발 Runtime 부재,ADM/BZA/Gateway/선택 업무 API를 1 JVM·1 HTTP Port로 조합하는 개발 전용 Launcher와 profile을 제공한다.,minimal/standard/full/integration profile의 기동·메모리·route·Local Facade·module flag를 검증한다.,settings.gradle에 독립 모듈만 확인,,,
CPF-QA-D03-EDU-001,EDU,WP06,부분 구현,P0,cpf-reference 기본 검증 경로 제외,Reference Domain을 제품 기본 Runtime에는 강제하지 않되 Required CI의 별도 Matrix에서 생성·빌드·실행·테스트하도록 한다.,cpfIncludeReferenceDomains=true clean build/test가 최신 SHA 필수 Check로 실행되어야 한다.,settings.gradle optional reference,,,
CPF-QA-D03-EDU-002,EDU,WP06,부분 구현,P1,cpf-reference 상위 실행 Guide 부재,"Reference 전체 기능 카탈로그, 사전조건, 실행법, DB 초기화, 오류/복구, 예상 결과를 제공하는 정본 Guide를 둔다.",Guide의 모든 명령과 링크가 최신 SHA에서 실행·유효해야 한다.,cpf-reference/README.md not found,,,
CPF-QA-D03-LOG-001,LOG,WP10,부분 구현,P0,Agent 로그 ZIP 임시파일 Lifecycle 불완전,"로그 ZIP 생성·전송 후 임시파일 자동 삭제, 중단/오류 cleanup, 보관시간 제한을 구현한다.",정상·취소·클라이언트 disconnect·Agent 종료 시 잔존 임시파일 0건을 검증한다.,LogArchiveService.java,,,
CPF-QA-D03-LOG-002,LOG,WP10,부분 구현,P0,로그 다운로드 민감정보 마스킹 부재,다운로드 대상 로그에 CPF Masking 정책을 적용하거나 승인된 원본 반출 절차를 별도 제공한다.,PII/Token/Secret fixture가 권한·승인 정책에 따라 마스킹되고 감사 이력이 남아야 한다.,LogArchiveService raw copy,,,
CPF-QA-D03-LOG-003,LOG,WP10,부분 구현,P1,로그 Archive 선생성으로 대용량 디스크 부하,파일 전체를 임시 ZIP으로 완성한 뒤 반환하는 방식에 용량·동시성·Streaming 정책을 추가한다.,"대용량·다중 다운로드에서 메모리/디스크 상한, backpressure, 취소가 보장되어야 한다.",AgentController FileSystemResource,,,
CPF-QA-D03-ARCH-002,ARCH,WP01,재확인 필요,P0,Public API·SPI·Internal Package 경계 강제,"정본 Ownership을 기준으로 **Public API·SPI·Internal Package 경계 강제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-003,ARCH,WP01,재확인 필요,P0,외부 Module의 core common/internal 직접 import 전수 제거,"정본 Ownership을 기준으로 **외부 Module의 core common/internal 직접 import 전수 제거** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-004,ARCH,WP01,재확인 필요,P0,ADM의 다른 Owner DB 직접 변경 금지,"정본 Ownership을 기준으로 **ADM의 다른 Owner DB 직접 변경 금지** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-005,ARCH,WP01,재확인 필요,P0,BZA의 업무 Owner Command API 경계,"정본 Ownership을 기준으로 **BZA의 업무 Owner Command API 경계** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-006,ARCH,WP01,재확인 필요,P0,Batch의 Business Public Contract 의존,"정본 Ownership을 기준으로 **Batch의 Business Public Contract 의존** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-007,ARCH,WP01,재확인 필요,P0,Gateway의 Public Header·Security Contract 사용,"정본 Ownership을 기준으로 **Gateway의 Public Header·Security Contract 사용** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-008,ARCH,WP01,재확인 필요,P0,Topology-independent 계약과 Runtime 구현 분리,"정본 Ownership을 기준으로 **Topology-independent 계약과 Runtime 구현 분리** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-009,ARCH,WP01,재확인 필요,P0,실제 Consumer 없는 Interface·Adapter 탐지,"정본 Ownership을 기준으로 **실제 Consumer 없는 Interface·Adapter 탐지** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-010,ARCH,WP01,재확인 필요,P0,중복 구현·Dead Code·Legacy 호환물 제거,"정본 Ownership을 기준으로 **중복 구현·Dead Code·Legacy 호환물 제거** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-011,ARCH,WP01,재확인 필요,P0,Module 간 순환·역방향 의존 Gate,"정본 Ownership을 기준으로 **Module 간 순환·역방향 의존 Gate** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-012,ARCH,WP01,재확인 필요,P0,Provider 유형·예외의 Public API 누출 차단,"정본 Ownership을 기준으로 **Provider 유형·예외의 Public API 누출 차단** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-013,ARCH,WP01,재확인 필요,P0,Generated Domain과 CPF 본체 의존 방향 검증,"정본 Ownership을 기준으로 **Generated Domain과 CPF 본체 의존 방향 검증** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-014,ARCH,WP01,재확인 필요,P0,Runtime Control Plane Owner와 저장소 경계,"정본 Ownership을 기준으로 **Runtime Control Plane Owner와 저장소 경계** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-015,ARCH,WP01,재확인 필요,P0,Notification Event Contract와 ADM 정책 Owner 분리,"정본 Ownership을 기준으로 **Notification Event Contract와 ADM 정책 Owner 분리** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-016,ARCH,WP01,재확인 필요,P0,Log Agent·ADM Control Plane 책임 분리,"정본 Ownership을 기준으로 **Log Agent·ADM Control Plane 책임 분리** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-ARCH-017,ARCH,WP01,재확인 필요,P0,Batch Control Server·Scheduler·Worker 책임 분리,"정본 Ownership을 기준으로 **Batch Control Server·Scheduler·Worker 책임 분리** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",ArchUnit·jdeps·compile dependency·Source scan으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,,,
CPF-QA-D03-LOCAL-002,LOCAL,WP02,미구현,P1,Local Web All-in-One Launcher,"개발 전용 Runtime 구성으로 **Local Web All-in-One Launcher** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Windows 개발 PC와 CI에서 profile별 기동·종료·route·메모리 측정으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,WP01,,WAS+MariaDB/Mock
CPF-QA-D03-LOCAL-003,LOCAL,WP02,미구현,P1,Local Web 1 JVM·1 HTTP Port,"개발 전용 Runtime 구성으로 **Local Web 1 JVM·1 HTTP Port** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Windows 개발 PC와 CI에서 profile별 기동·종료·route·메모리 측정으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,WP01,,WAS+MariaDB/Mock
CPF-QA-D03-LOCAL-004,LOCAL,WP02,미구현,P1,ADM·BZA·Gateway·업무 API 선택 조합,"개발 전용 Runtime 구성으로 **ADM·BZA·Gateway·업무 API 선택 조합** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Windows 개발 PC와 CI에서 profile별 기동·종료·route·메모리 측정으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,WP01,,WAS+MariaDB/Mock
CPF-QA-D03-LOCAL-005,LOCAL,WP02,미구현,P1,Local 내부 호출 HTTP loopback 금지와 Local Facade 사용,"개발 전용 Runtime 구성으로 **Local 내부 호출 HTTP loopback 금지와 Local Facade 사용** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Windows 개발 PC와 CI에서 profile별 기동·종료·route·메모리 측정으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,WP01,,WAS+MariaDB/Mock
CPF-QA-D03-LOCAL-006,LOCAL,WP02,미구현,P1,minimal 개발 profile,"개발 전용 Runtime 구성으로 **minimal 개발 profile** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Windows 개발 PC와 CI에서 profile별 기동·종료·route·메모리 측정으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,WP01,,WAS+MariaDB/Mock
CPF-QA-D03-LOCAL-007,LOCAL,WP02,미구현,P1,standard 개발 profile,"개발 전용 Runtime 구성으로 **standard 개발 profile** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Windows 개발 PC와 CI에서 profile별 기동·종료·route·메모리 측정으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,WP01,,WAS+MariaDB/Mock
CPF-QA-D03-LOCAL-008,LOCAL,WP02,미구현,P1,full 개발 profile,"개발 전용 Runtime 구성으로 **full 개발 profile** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Windows 개발 PC와 CI에서 profile별 기동·종료·route·메모리 측정으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,WP01,,WAS+MariaDB/Mock
CPF-QA-D03-LOCAL-009,LOCAL,WP02,미구현,P1,integration 개발 profile,"개발 전용 Runtime 구성으로 **integration 개발 profile** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Windows 개발 PC와 CI에서 profile별 기동·종료·route·메모리 측정으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,WP01,,WAS+MariaDB/Mock
CPF-QA-D03-LOCAL-010,LOCAL,WP02,미구현,P1,Module enable/disable flags,"개발 전용 Runtime 구성으로 **Module enable/disable flags** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Windows 개발 PC와 CI에서 profile별 기동·종료·route·메모리 측정으로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,WP01,,WAS+MariaDB/Mock
